Common,126
BSSID,SSID,Encryption,Site-Encryption,Last Update
e0:8e:3c:2f:67:01,bayanDSLWIFI_6701,WPA2/WPA
2a:17:23:00:04:77,EVOHOTSPOT 8,OPN
28:ff:3e:3d:e8:19,bayanDSLWIFI_E819,WPA2/WPA
1a:17:23:00:04:8f,EVOHOTSPOT 3,OPN
08:17:23:00:04:8f,EVOHOTSPOT 1,OPN
0a:17:23:00:04:8f,EVOHOTSPOT 2,OPN
2a:17:23:00:04:8f,EVOHOTSPOT 4,OPN
9c:6f:52:35:1e:06,bayanDSLWIFI_1E06,WPA2/WPA
00:23:69:26:de:f7,maja,WPA2/WPA
08:17:23:00:04:77,EVOHOTSPOT 5,OPN
0a:17:23:00:04:77,EVOHOTSPOT 6,OPN
1a:17:23:00:04:77,EVOHOTSPOT 7,OPN
94:46:96:1f:01:3f,EVOLUTION-5--,WPA2/WPA
00:13:33:fa:8c:52,PLDTHOMEDSL,WPA2/WPA
94:46:96:18:f1:db,Asdfghjkl%%,WPA2/WPA
74:cc:39:bc:bc:a3,EDONG-EVOLUTION,OPN
74:cc:39:bc:bc:a2,EDONG-EVOLUTION,OPN
90:61:0c:3a:33:db,PLDTHOMEDSL13275,WPA2/WPA
e0:8e:3c:2f:6c:b9,bayanDSLWIFI_6CB9,WPA2/WPA
74:cc:39:bc:bc:a0,EDONG-EVOLUTION,OPN
e0:8e:3c:21:ce:bf,bayanDSLWIFI_CEBF,WPA2/WPA
00:13:33:f2:83:f7,PLDTHOMEDSLPrivate,WPA2/WPA
08:17:23:00:04:3f,EVOHOTSPOT 9,OPN
06:d6:aa:57:47:00,Voodoo,WPA2
88:d2:74:86:ac:73,bayanDSLWIFI_AC73,WPA2/WPA
fc:8b:97:38:ea:bf,,WPA2/WPA
c0:7e:40:73:1f:e4,PT&T Fiber,WPA2/WPA
e0:8e:3c:1b:3f:5f,bayanDSLWIFI_3F5F,WPA2/WPA
0a:17:23:00:04:39,EVOHOTSPOT 14,OPN
90:61:0c:16:a8:02,PLDTMyDSL,WPA2/WPA
0c:96:bf:79:42:87,Broadband@work,WPA2/WPA
1a:17:23:00:04:39,EVOHOTSPOT 15,OPN
2a:17:23:00:04:39,EVOHOTSPOT 16,OPN
1a:17:23:00:01:3d,EVOHOTSPOT 23,OPN
ee:1d:7f:97:9e:97,,WPA2
0a:17:23:00:01:4d,EVOHOTSPOT 34,OPN
1a:17:23:00:01:4d,EVOHOTSPOT 35,OPN
08:17:23:00:01:4d,EVOHOTSPOT 33,OPN
 
Wigle Site Unique,1193
BSSID,SSID,Site-Encryption,Last Update
00:13:33:C1:F2:FB,PLDTHOMEDSLRR,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:CF:5E:F8,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:F4:4B:E9,PLDTHOMEDSL,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:ED:58:82,PLDTHOMEDSLPraiseGOD,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:FA:C7:C1,PLDTHOMEDSL,wpa2,"2017-06-09, 01:00:00 PM"
00:13:33:FA:EF:49,PLDTHOMEDSL_Matias,wpa2,"2017-06-09, 01:00:00 PM"
00:13:33:FE:CC:B8,PLDTHOMEDSLjun,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:FE:E4:AA,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:ED:A2:BA,PLDTHOMEDSL,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:D3:4B:09,PLDTHOMEDSL,wpa2,"2017-06-09, 01:00:00 PM"
00:13:33:C0:E2:7A,PLDTHOMEDSL,wpa2,"2017-06-09, 01:00:00 PM"
00:13:33:FE:CC:AE,PLDTHOMEDSL_arhnelie,wpa2,"2017-10-15, 06:00:00 PM"
00:13:33:D6:2C:6B,PLDTHOMEDSL,wpa2,"2017-04-04, 12:00:00 PM"
00:13:33:F2:89:1A,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:F4:48:42,PLDTHOMEDSL,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:F0:A2:99,PLDTHOMEDSLNoConnection,wpa2,"2017-05-07, 01:00:00 PM"
00:13:33:E8:F6:83,PLDTHOMEDSL302,wpa2,"2017-05-07, 01:00:00 PM"
00:12:5F:08:E7:8E,Wireless Projector,unknown,"2017-05-07, 01:00:00 PM"
00:13:33:F1:1B:5C,PLDTHOMEDSL_Ai,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:F4:4B:D5,PLDTHOMEDSL,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:F6:C3:4C,PLDTHOMEDSL,wpa2,"2017-05-07, 01:00:00 PM"
00:13:33:E0:3E:83,PLDTHOMEDSL,wpa2,"2017-10-15, 06:00:00 PM"
00:13:33:FB:45:3D,None,unknown,"2017-07-15, 09:00:00 AM"
00:13:33:FC:CE:59,PLDTHOMEDSL,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:FC:D0:AC,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:E7:6A:F7,PLDTHOMEDSLamansec,wpa2,"2017-05-07, 01:00:00 PM"
00:13:33:E8:F4:DF,PLDTHOMEDSLTRIDENTWOOD,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:D6:BB:B3,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:EC:21:4C,PLDTHOMEDSL,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:EE:D8:06,None,wpa2,"2017-05-07, 01:00:00 PM"
00:13:33:FA:E3:A5,PLDTHOMEDSL,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:FA:E3:A8,None,wpa2,"2017-07-15, 09:00:00 AM"
00:13:33:FB:46:83,PLDTHOMEDSLbellabonita,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:FC:66:80,PLDTHOMEDSLACSUP,wpa2,"2017-06-09, 01:00:00 PM"
00:13:33:FE:97:66,PLDTHOMEDSLVAJ,wpa2,"2017-10-26, 02:00:00 PM"
00:13:33:FE:E0:9F,PLDTHOMEDSL,wpa2,"2017-03-22, 12:00:00 PM"
00:13:33:FE:E3:0B,PLDTHOMEDSL,wpa2,"2017-10-15, 06:00:00 PM"
00:13:33:F1:CA:A2,PLDTHOMEDSLAN,wpa2,"2017-03-03, 03:00:00 PM"
00:13:33:F4:27:EF,PLDTHOMEDSLBILL,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:E8:F1:E7,PLDTHOMEDSL,wpa2,"2017-03-03, 03:00:00 PM"
00:13:33:DB:90:5C,PLDTHOMEDSL,wpa2,"2017-07-29, 09:00:00 PM"
00:13:33:DF:CF:BB,PLDTHOMEDSL,wpa2,"2017-10-26, 02:00:00 PM"
00:18:25:03:49:C4,PLDTSMART,wpa2,"2017-05-07, 01:00:00 PM"
00:1B:2F:E2:2E:EC,saugerties2,wpa2,"2017-07-29, 09:00:00 PM"
00:18:25:05:95:D0,PLDT Smart WiFi Zone,unknown,"2017-05-07, 01:00:00 PM"
00:18:25:05:95:E0,PLDT Smart WiFi Zone,unknown,"2017-04-04, 12:00:00 PM"
00:18:25:03:49:C0,PLDT Smart WiFi Zone,none,"2017-05-07, 01:00:00 PM"
00:18:25:03:49:E0,PLDT Smart WiFi Zone,none,"2017-04-04, 12:00:00 PM"
00:18:25:03:49:F0,PLDT Smart WiFi Zone,unknown,"2017-04-04, 12:00:00 PM"
00:19:BE:80:83:AC,WiFi,wpa2,"2017-05-07, 01:00:00 PM"
00:18:4D:95:5D:B0,MRS,wpa,"2017-07-29, 09:00:00 PM"
00:1A:EF:2A:94:09,Maineden,wpa2,"2017-10-26, 02:00:00 PM"
00:1A:EF:2D:E3:24,CD-R_KING_11n,wpa2,"2017-06-09, 01:00:00 PM"
00:1A:EF:2E:AA:8D,Hybridwerx,wpa2,"2017-05-07, 01:00:00 PM"
00:18:F8:70:EE:6E,Maayusin,wpa2,"2017-06-09, 01:00:00 PM"
00:1D:92:10:DF:E3,H9300G,wpa,"2017-04-04, 12:00:00 PM"
00:18:25:03:49:C1,Magiting S2,wpa,"2017-05-07, 01:00:00 PM"
00:18:25:03:49:E1,Magiting S3,wpa,"2017-04-04, 12:00:00 PM"
00:18:25:05:95:E4,PLDTSMART,wpa2,"2017-04-04, 12:00:00 PM"
00:18:25:03:49:E4,PLDTSMART,wpa2,"2017-04-04, 12:00:00 PM"
00:18:25:03:49:F4,PLDTSMART,wpa2,"2017-04-04, 12:00:00 PM"
00:18:25:05:95:D1,Magiting S1,wpa,"2017-05-07, 01:00:00 PM"
00:18:25:05:95:D4,PLDTSMART,wpa2,"2017-05-07, 01:00:00 PM"
00:1A:EF:29:B5:F4,MMMN,wpa2,"2017-05-07, 01:00:00 PM"
00:1A:EF:48:A3:BA,MacNet,wep,"2017-03-04, 02:00:00 PM"
00:1F:FB:BA:B8:DF,HomeBro_ULTERA,wpa2,"2017-05-07, 01:00:00 PM"
00:1F:FB:BA:F8:35,DiKaMakaKonekNoh,wpa2,"2017-05-07, 01:00:00 PM"
00:21:E9:F7:89:A1,M. Marasigan (Restricted),wpa2,"2017-10-17, 12:00:00 PM"
00:1F:FB:A1:CF:B3,None,wpa2,"2017-03-16, 04:00:00 PM"
00:1F:FB:B7:C7:81,BSG_75,wpa2,"2017-10-26, 02:00:00 PM"
00:1F:FB:BA:F8:37,HomeBro_ULTERA,wpa2,"2017-05-07, 01:00:00 PM"
00:1F:FB:BB:30:8B,lorelove,wpa2,"2017-07-29, 09:00:00 PM"
00:1F:FB:BB:10:89,NEDAMLA,wpa2,"2017-05-07, 01:00:00 PM"
00:1F:FB:BA:68:87,HomeBro_ULTERA,wpa2,"2017-05-07, 01:00:00 PM"
00:1F:FB:BA:CA:63,HomeBro_ULTERA,wpa2,"2017-07-15, 09:00:00 AM"
00:1F:FB:B2:AD:B9,HomeBro_ULTERA,wpa2,"2017-10-26, 02:00:00 PM"
00:1F:FB:B7:A0:01,Ferrari Ultera,wpa2,"2017-07-15, 09:00:00 AM"
00:1F:FB:BB:34:2F,HomeBro_ULTERA,wpa2,"2017-09-21, 01:00:00 PM"
00:1C:10:C0:E6:F1,Bhebang,wpa,"2017-05-07, 01:00:00 PM"
06:19:BE:80:83:AC,WiFi - Guest,unknown,"2017-05-07, 01:00:00 PM"
00:22:3F:19:41:1C,Tonlengo,wpa,"2017-04-04, 12:00:00 PM"
00:24:A5:D7:87:D3,BuraotNET-G-AES,wpa,"2017-07-29, 09:00:00 PM"
00:23:69:10:FD:4C,Lithic Lab,wep,"2017-06-09, 01:00:00 PM"
04:A1:51:D5:FB:B8,ThePalace_2,wpa2,"2017-07-15, 09:00:00 AM"
00:26:75:E4:F0:50,YujInn 3rd floor,wpa,"2017-07-29, 09:00:00 PM"
00:26:75:EF:7C:D8,ChooseHappiness,wpa,"2017-06-09, 01:00:00 PM"
00:26:75:9A:BD:51,bayanDSLWiFi_BD51,wpa2,"2017-03-22, 12:00:00 PM"
00:26:75:F4:B3:C5,QCGAS 3,wpa2,"2017-10-17, 12:00:00 PM"
00:26:75:F4:B3:F1,AUCTUSNEW2,wpa2,"2017-10-26, 02:00:00 PM"
00:26:75:B7:6E:06,bayanDSLWiFi_6E06,wpa2,"2017-03-08, 02:00:00 AM"
00:26:75:AC:36:08,Onins,wpa2,"2017-03-11, 02:00:00 PM"
04:8D:38:A2:56:EB,k.net,wpa2,"2017-05-07, 01:00:00 PM"
00:27:15:FC:74:C1,AURA DESIRE,wpa2,"2017-03-03, 03:00:00 PM"
00:26:2F:3E:E1:CE,pogi,wpa2,"2017-06-09, 01:00:00 PM"
00:23:B1:68:E7:8A,frappuccino,wpa2,"2017-07-15, 09:00:00 AM"
08:95:2A:5D:2F:85,ReggieRage,wpa2,"2017-07-15, 09:00:00 AM"
24:A4:3C:94:E9:E9,TVE CCTV 1,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:4E:72:6E,GGRDD-5G,wpa2,"2017-05-07, 01:00:00 PM"
0A:17:12:00:0A:27,13-EVOLUTION PREPAID HOT SPOT,unknown,"2017-09-21, 01:00:00 PM"
08:60:6E:CE:A7:5C,GPS,wpa2,"2017-06-09, 01:00:00 PM"
08:10:74:DC:25:D8,dd-wrt,wpa,"2017-10-26, 02:00:00 PM"
00:86:11:08:13:9E,Zara,wpa2,"2017-07-15, 09:00:00 AM"
64:A5:C3:6D:7D:94,solar_wifi,wpa2,"2017-07-29, 09:00:00 PM"
20:AA:4B:86:DD:D8,arkitek 2.4,wpa2,"2017-07-29, 09:00:00 PM"
60:AF:6D:7B:91:05,zzz,wpa2,"2017-03-16, 04:00:00 PM"
00:26:75:9A:A4:47,Virus 2.0,wpa2,"2017-05-07, 01:00:00 PM"
00:26:75:B7:BF:9B,janikielb,wpa2,"2017-05-07, 01:00:00 PM"
00:26:75:AC:28:F2,RECYCLER,wpa2,"2017-10-26, 02:00:00 PM"
00:26:75:72:22:65,Tantoco Network,wpa,"2017-06-09, 01:00:00 PM"
00:26:75:F7:27:A0,panuncialman,wpa,"2017-06-09, 01:00:00 PM"
00:26:75:F4:86:59,theRICHkids,wpa2,"2017-05-07, 01:00:00 PM"
00:26:75:E3:CB:E3,bayanDSLWiFi_CBE3,wpa2,"2017-05-07, 01:00:00 PM"
24:00:BA:EB:CC:01,HUAWEI-E5330-CC01,wpa2,"2017-03-21, 06:00:00 AM"
24:DB:AC:2E:07:63,Smart,wpa2,"2017-01-29, 06:00:00 PM"
24:09:95:07:EA:70,HUAWEI-E8231-ea70,wpa2,"2017-01-06, 12:00:00 AM"
00:B0:C0:02:77:50,DV1KIS Wireless,wpa2,"2017-07-15, 09:00:00 AM"
00:26:B4:CB:51:EB,SYNC_YU9C02XQ,wpa2,"2017-05-07, 01:00:00 PM"
00:E6:66:57:1F:D7,BBVM-amJ1cmFnYXkxMjM0,unknown,"2017-07-15, 09:00:00 AM"
00:26:B4:86:5D:60,SYNC_XT8A6ZZ4,wpa2,"2017-03-15, 05:00:00 PM"
34:8A:7B:2E:9C:F2,Keecomatsing,wpa2,"2017-07-29, 09:00:00 PM"
2C:30:33:E6:A4:79,myCure,wpa2,"2017-07-29, 09:00:00 PM"
2C:30:33:E6:A4:7A,myCure,wpa2,"2017-07-29, 09:00:00 PM"
2E:1F:23:48:B5:72,twinnie,wpa2,"2017-02-22, 11:00:00 PM"
2C:5D:93:1A:B2:38,DILNET-WIFI,unknown,"2017-10-26, 02:00:00 PM"
2C:5D:93:1A:B5:28,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
2C:5D:93:1A:B5:58,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
00:27:15:84:73:1E,BRhd-cnlhbmpheQ,unknown,"2017-03-21, 06:00:00 AM"
00:27:22:74:5E:2C,CHE_FLCD_LINK,wpa2,"2017-06-09, 01:00:00 PM"
32:41:7F:E1:C4:BD,jonathan's iPhone,wpa2,"2017-01-29, 06:00:00 PM"
2C:26:C5:16:92:74,Globe,wpa,"2017-05-07, 01:00:00 PM"
08:17:12:00:0A:27,12-EVOLUTION PREPAID HOT SPOT,unknown,"2017-09-21, 01:00:00 PM"
34:BF:90:39:95:78,PLDTHOMEFIBR578,wpa,"2017-07-15, 09:00:00 AM"
36:69:87:10:45:04,The One WiFi to Rule Them All,wpa2,"2017-05-07, 01:00:00 PM"
02:08:22:70:26:CD,BcFS-QGNoZXJ5bmVsQA,wep,"2017-03-26, 03:00:00 PM"
02:1A:11:F3:E0:DF,bayantel68676766666,wpa2,"2017-09-21, 01:00:00 PM"
00:90:A9:10:89:7D,SunkenGalleon5,wpa2,"2017-03-03, 03:00:00 PM"
00:9A:CD:BF:F0:18,kittykhates,wpa2,"2017-03-03, 03:00:00 PM"
2E:D7:46:8A:4B:53,Karlos?s iPhone,wpa2,"2017-06-09, 01:00:00 PM"
0C:37:DC:23:02:80,Voodoo,wep,"2017-09-21, 01:00:00 PM"
24:1F:A0:5D:38:2B,Find your own wifi,wpa2,"2017-03-03, 03:00:00 PM"
24:00:BA:25:39:21,HUAWEI-E5330-3921,wpa2,"2017-05-07, 01:00:00 PM"
08:FD:0E:E2:E1:69,AndroidAP,wpa2,"2017-09-06, 01:00:00 PM"
0C:37:DC:4B:FC:91,globeyeah,wpa2,"2017-05-07, 01:00:00 PM"
0C:F4:D5:55:99:28,Hiei@Wifi,wpa2,"2017-07-29, 09:00:00 PM"
1C:8E:5C:40:0A:95,B593_00A95,wpa2,"2017-03-24, 12:00:00 PM"
00:26:75:B7:4C:FA,NailTreats Hand&footspa,wpa2,"2017-07-29, 09:00:00 PM"
00:26:75:AB:9F:36,virus ,wpa2,"2017-05-07, 01:00:00 PM"
00:26:75:9A:C4:2C,PLDTHomeDSL,wpa2,"2017-10-26, 02:00:00 PM"
00:26:75:CA:B5:F0,globe,wpa,"2017-07-29, 09:00:00 PM"
1C:AF:F7:40:76:5E,Disabled,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:4D:72:68,MIS-2G,wpa2,"2017-03-11, 02:00:00 PM"
0A:A6:F7:4D:72:6F,PHIVOLCS-2G,wpa2,"2017-03-11, 02:00:00 PM"
0A:A6:F7:4E:72:68,PHIVOLCS-5G,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:4E:72:6D,OD-5G,wpa2,"2017-05-07, 01:00:00 PM"
0E:19:BE:80:83:AC,wifi ng ina mo rin!,wpa2,"2017-05-07, 01:00:00 PM"
16:36:C6:93:AA:9D,BC4b-RCBIIEUgUiBMIOKdpPCfkpU,wep,"2017-05-07, 01:00:00 PM"
24:DF:6A:24:79:A1,RAWRRR FACTOR,wpa2,"2017-06-09, 01:00:00 PM"
24:DF:6A:D2:AB:1A,Finding Dory,wpa2,"2017-05-07, 01:00:00 PM"
0E:BD:51:BD:86:0F,sophia,wpa2,"2017-03-22, 05:00:00 AM"
24:A4:3C:94:EA:FE,TVE CCTV,wpa2,"2017-03-03, 12:00:00 PM"
14:1F:78:E7:9D:95,no wifi,wpa2,"2017-03-03, 03:00:00 PM"
24:DF:6A:6D:25:FE,xhanneley20,wpa2,"2017-04-04, 12:00:00 PM"
14:32:D1:D0:1A:D6,BGNN-c2FMdGlr8J+Ymw,unknown,"2017-03-03, 12:00:00 PM"
1E:74:0D:02:3C:C8,PLDTMyDSLBizADMIN,wpa2,"2017-06-09, 01:00:00 PM"
0C:F4:D5:15:99:2C,#SmartWifi @StrEATMag,unknown,"2017-07-29, 09:00:00 PM"
18:89:5B:AA:8E:9E,Bili ka wifi mo,wpa2,"2017-07-29, 09:00:00 PM"
18:A6:F7:DF:72:6F,GDAPD-5G,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:C1:73:E1,GGRDD-2G,wpa2,"2017-06-09, 01:00:00 PM"
0A:A6:F7:C2:73:E0,SOEPD-5G,wpa2,"2017-06-09, 01:00:00 PM"
08:95:2A:5E:27:04,SKYbroadbandD2D3,wpa2,"2017-06-09, 01:00:00 PM"
0A:A6:F7:4E:72:6C,SOEPD-5G,wpa2,"2017-05-07, 01:00:00 PM"
0A:A6:F7:94:73:B0,FAD-2G,wpa2,"2017-03-11, 02:00:00 PM"
0A:A6:F7:C1:73:E6,VMEPD-2G,wpa2,"2017-06-09, 01:00:00 PM"
14:DD:A9:B9:AC:0C,My Asus,wpa2,"2017-05-07, 01:00:00 PM"
0C:96:BF:43:C6:EF,OCSICNARF,wpa2,"2017-05-07, 01:00:00 PM"
2A:17:12:00:0A:27,15-EVOLUTION PREPAID HOT SPOT,unknown,"2017-09-21, 01:00:00 PM"
1C:74:0D:17:64:C0,PLDTHOMEDSL_JVD001,wpa2,"2017-06-09, 01:00:00 PM"
1C:74:0D:17:C9:A0,PLDTHOMEDSL29VC1,wpa2,"2017-06-09, 01:00:00 PM"
1A:17:12:00:0A:27,14-EVOLUTION PREPAID HOT SPOT,unknown,"2017-09-21, 01:00:00 PM"
1C:87:2C:99:BA:DF,B2yq-bWljaGVsbGUubGFiaXRhZw,unknown,"2017-03-03, 12:00:00 PM"
18:A6:F7:D1:DF:DE,TP-LINK_DFDE,wpa2,"2017-10-17, 12:00:00 PM"
18:A6:F7:45:7F:13,Morning Joggers,wpa2,"2017-03-03, 03:00:00 PM"
1C:BD:B9:B2:0E:84,Heikki,wpa2,"2017-06-09, 01:00:00 PM"
1E:CD:E5:66:C5:88,MEIZU M5,unknown,"2017-04-04, 12:00:00 PM"
32:10:E4:88:F6:7A,DRG,wpa2,"2017-06-09, 01:00:00 PM"
20:AA:4B:86:DD:DA,arkitek 5.0,wpa2,"2017-07-29, 09:00:00 PM"
24:00:BA:25:49:CB,Personal,wpa2,"2017-03-08, 02:00:00 AM"
14:DD:A9:AC:BD:AF,Chunie,wpa2,"2017-01-12, 12:00:00 PM"
34:BE:00:5F:D0:A4,AndroidA,wpa2,"2017-06-09, 01:00:00 PM"
18:A6:F7:DF:73:E2,GDAPD-2G,wpa2,"2017-06-09, 01:00:00 PM"
28:9A:FA:47:44:F8,smart wireless,wpa2,"2017-04-04, 12:00:00 PM"
36:69:87:C0:1A:13,ZTE-MF65M-1A13,wpa2,"2017-03-03, 03:00:00 PM"
36:69:87:5E:D0:18,lars wifi,wpa2,"2017-01-15, 03:00:00 PM"
36:69:87:72:1D:A3,Smart Bro_721DA3,wpa2,"2017-07-15, 09:00:00 AM"
36:69:87:9E:04:B9,Smart Bro_9E04B9,wpa2,"2017-03-24, 12:00:00 PM"
28:FF:3E:3D:DF:25,bayanDSLWIFI_DF25,wpa2,"2017-06-09, 01:00:00 PM"
38:D8:2F:2B:FE:F4,DI KA PINAPAKONNECT MAGBAYAD KA!,wpa2,"2017-05-07, 01:00:00 PM"
14:60:80:99:45:CC,bayanDSLWiFi_45CC,wpa2,"2017-05-07, 01:00:00 PM"
2C:5D:93:5A:B5:E7,island-1AB5E0,wpa2,"2017-03-22, 05:00:00 AM"
38:F8:89:47:C7:E9,JR,wpa2,"2017-05-07, 01:00:00 PM"
30:39:26:27:1D:83,bads,wpa2,"2017-06-09, 01:00:00 PM"
2A:17:12:00:0C:07,3-EVOLUTION PREPAID HOT SPOT,unknown,"2017-09-21, 01:00:00 PM"
2C:5D:93:1A:B5:98,DILNET-WIFI,unknown,"2017-01-29, 06:00:00 PM"
2C:5D:93:1A:B6:08,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
24:1F:A0:5D:31:0B,HUAWEI-E5330-310B,wpa2,"2017-05-07, 01:00:00 PM"
30:F3:1D:03:02:9D,Courage,wpa2,"2017-05-07, 01:00:00 PM"
2C:5D:93:1A:B5:88,DILNET-WIFI,unknown,"2017-05-07, 01:00:00 PM"
20:A6:80:4B:8C:F9,miragestarboy,wpa2,"2017-03-03, 03:00:00 PM"
22:A9:0E:80:C5:AD,mione,wpa2,"2017-07-29, 09:00:00 PM"
1E:74:0D:02:44:18,PLDTMyDSLBizJitters,wpa2,"2017-07-29, 09:00:00 PM"
BA:09:8A:6F:81:1C,Andico_ Jairus?s iPhone,wpa2,"2017-07-29, 09:00:00 PM"
B4:75:0E:D3:D1:0C,We're All Mad Here,wpa2,"2017-07-29, 09:00:00 PM"
4C:1A:3D:22:DF:9C,OPPO A37f,unknown,"2017-10-26, 02:00:00 PM"
20:08:ED:65:AC:C5,Dao,wpa2,"2017-07-15, 09:00:00 AM"
4C:5E:0C:A2:0C:3B,BaseOne,wpa2,"2017-07-29, 09:00:00 PM"
1C:B7:2C:79:F8:88,AWESOME.RIBS,wpa2,"2017-07-29, 09:00:00 PM"
B4:5D:50:72:61:20,UP Law Student and Guest,unknown,"2017-08-07, 06:00:00 AM"
20:2B:C1:C7:34:CE,SUN Wi-Fi,wep,"2017-03-16, 04:00:00 PM"
36:69:87:F8:16:D2,Smart Bro_F816D2,wpa2,"2017-03-13, 03:00:00 PM"
36:69:87:71:EA:6A,Smart Bro_71EA6A,wep,"2017-03-03, 12:00:00 PM"
36:69:87:AC:09:C4,wifi_ng_ina,wpa2,"2017-05-07, 01:00:00 PM"
36:69:87:B2:71:EC,ZTE-MF65M-71EC,wpa2,"2017-01-29, 06:00:00 PM"
36:69:87:C0:86:A3,ZTE-MF65M-86A3,wpa2,"2017-07-15, 09:00:00 AM"
36:DE:34:08:95:59,aUnonimOus,wpa2,"2017-07-29, 09:00:00 PM"
C0:C1:C0:E7:97:61,boogle2.0,wpa2,"2017-10-26, 02:00:00 PM"
C0:C1:C0:E7:CD:05,PSCSEND_2,wpa2,"2017-05-07, 01:00:00 PM"
58:7F:66:F8:4B:10,HUAWEI-E5330-4B10,wpa2,"2017-04-04, 12:00:00 PM"
C2:9F:05:FF:85:F7,A1601,wpa2,"2017-02-22, 11:00:00 PM"
58:7F:66:79:6F:5A,HUAWEI-E5330-6F5A,wpa2,"2017-07-15, 09:00:00 AM"
50:9F:27:0C:4B:19,Sean Patrick,wpa2,"2017-01-12, 05:00:00 AM"
2A:A4:3C:7D:AF:58,Faculty@diwa,wpa2,"2017-04-04, 12:00:00 PM"
48:5A:3F:03:D0:82,Philip note3,wpa2,"2017-03-02, 06:00:00 AM"
28:FF:3E:3D:DB:B8,GUERRERO,wpa2,"2017-09-21, 01:00:00 PM"
28:FF:3E:3D:ED:06,bayanDSLWIFI,wpa2,"2017-07-15, 09:00:00 AM"
24:05:0F:19:85:B4,Starcraft II: Legacy of the Void,wpa2,"2017-10-26, 02:00:00 PM"
24:DF:6A:E6:AA:7E,Marvasia,wpa2,"2017-03-12, 06:00:00 PM"
24:DF:6A:B1:9F:40,HUAWEI-9F40,wpa2,"2017-03-12, 06:00:00 PM"
24:DF:6A:B1:9F:E4,HUAWEI-9FE4,wpa2,"2017-04-04, 12:00:00 PM"
54:B8:0A:37:FE:EB,GHGDI-guest,wpa2,"2017-10-17, 12:00:00 PM"
54:B8:0A:70:1D:2A,Dlink-Extension,wpa2,"2017-06-09, 01:00:00 PM"
B8:55:10:AE:7E:C4,20,wpa,"2017-06-09, 01:00:00 PM"
B8:55:10:98:9E:30,ASP student lounge,wpa2,"2017-05-07, 01:00:00 PM"
40:45:DA:64:C9:6E,R10,wpa2,"2017-06-09, 01:00:00 PM"
50:09:59:83:80:35,Rarest Pepe,wpa2,"2017-07-29, 09:00:00 PM"
C0:7E:40:73:21:48,PT&T Fiber,wpa2,"2017-09-23, 03:00:00 AM"
44:78:3E:F8:75:E7,AndroidAP,wpa2,"2017-03-22, 05:00:00 AM"
58:63:56:9C:7E:AA,BMtg-Q29sZW5nUXRRdPCfkpXwn5KY,unknown,"2017-03-11, 02:00:00 PM"
58:6D:8F:A5:DC:88,R_network,wpa2,"2017-10-17, 12:00:00 PM"
4E:5E:0C:A2:0C:3B,20BEE,wpa2,"2017-07-29, 09:00:00 PM"
34:CD:BE:92:66:75,Amorseco,wpa2,"2017-03-16, 04:00:00 PM"
C8:B3:73:2B:8E:5F,jasonerick-guest,unknown,"2017-05-07, 01:00:00 PM"
34:BA:9A:50:7F:F7,Smart_Bro_507FF7,wpa2,"2017-07-29, 09:00:00 PM"
34:BA:9A:50:5F:94,Andoks,wpa2,"2017-07-15, 09:00:00 AM"
34:8A:7B:EA:65:4C,BGUL-am9obnZpbmNlbnQucmFzYWxh,unknown,"2017-03-13, 03:00:00 PM"
C8:D3:A3:1B:8F:40,dlink,wpa2,"2017-07-29, 09:00:00 PM"
48:DB:50:B2:FA:07,HUAWEI-FA07,wpa2,"2017-07-29, 09:00:00 PM"
4C:81:20:92:DA:C6,PLDTHOMEDSL2DAC6,wpa2,"2017-07-15, 09:00:00 AM"
30:E1:71:9C:36:3D,DIRECT-3C-HP DeskJet 3830 series,wpa2,"2017-07-15, 09:00:00 AM"
