Box no.,Total APs
00:13:33:ff:79:4c,1,"05/08/2018,"
9c:6f:52:35:11:4e,2,"05/08/2018, 05/09/2018,"
94:46:96:1f:93:75,2,"05/08/2018, 05/09/2018,"
74:cc:39:88:97:78,1,"05/08/2018,"
cc:06:77:75:80:90,1,"05/08/2018,"
bc:3f:8f:d5:19:3c,3,"05/08/2018, 05/09/2018,"
2c:dd:95:f4:27:2e,3,"05/09/2018,"
5c:f2:86:2f:1e:44,2,"05/09/2018,"
58:f9:87:24:e8:88,1,"05/09/2018,"
e0:8e:3c:2e:2b:d1,2,"05/09/2018,"
b0:55:08:25:29:ad,1,"05/09/2018,"
e0:8e:3c:2f:39:19,2,"05/09/2018,"
cc:06:77:b4:16:78,1,"05/09/2018,"
28:ff:3e:3d:e6:a3,2,"05/09/2018,"
36:69:87:c0:92:64,1,"05/09/2018,"
00:13:33:d8:32:f9,1,"05/09/2018,"
00:1a:ef:44:d0:f4,1,"05/09/2018,"
30:fc:68:49:c6:72,1,"05/09/2018,"
38:d8:2f:2b:fb:78,1,"05/09/2018,"
f2:c8:50:17:0f:af,1,"05/09/2018,"
7c:c7:09:c6:2a:0e,1,"05/09/2018,"
""
Box no.,Total APs
175,84
MAC,Persistence,Dates Seen
c8:3a:35:52:07:b8,26,"04/30/2018, 05/08/2018, 05/10/2018,"
90:61:0c:2d:ed:4e,42,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
78:54:2e:f7:25:12,49,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
9c:6f:52:35:18:68,28,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
74:cc:39:88:97:78,16,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
00:13:33:cc:de:35,41,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
96:53:30:55:2b:63,11,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
00:13:33:ff:79:4c,23,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:2e:2b:d1,11,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
c4:86:e9:71:1a:9c,28,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
2c:dd:95:f4:27:2e,35,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:b4:16:78,18,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
9c:6f:52:35:11:4e,15,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
c4:86:e9:ac:45:c9,11,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
d0:04:92:01:50:58,25,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
36:69:87:9e:05:6f,1,"04/30/2018,"
3c:78:43:87:cd:0c,38,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
94:46:96:1f:93:75,29,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
bc:3f:8f:d5:19:3c,46,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
b0:55:08:25:29:ad,6,"04/30/2018, 05/08/2018, 05/09/2018,"
28:ff:3e:3d:e6:a3,14,"04/30/2018, 05/08/2018, 05/09/2018, 05/10/2018,"
c8:14:51:59:df:76,1,"04/30/2018,"
d8:fe:e3:75:98:ae,2,"04/30/2018, 05/10/2018,"
b4:ef:39:04:e3:75,1,"04/30/2018,"
fe:2d:5e:6a:9a:e7,2,"04/30/2018, 05/10/2018,"
cc:06:77:75:80:90,36,"05/08/2018, 05/09/2018, 05/10/2018,"
d0:13:fd:4f:83:ba,26,"05/08/2018,"
8c:0d:76:b0:0f:13,9,"05/08/2018, 05/09/2018, 05/10/2018,"
78:8a:20:64:0c:45,5,"05/08/2018, 05/10/2018,"
5c:f2:86:2f:1e:44,21,"05/08/2018, 05/09/2018, 05/10/2018,"
38:d8:2f:2b:fb:78,2,"05/08/2018, 05/10/2018,"
3c:78:43:31:f6:98,19,"05/08/2018, 05/09/2018, 05/10/2018,"
d0:04:92:01:47:70,41,"05/08/2018, 05/09/2018, 05/10/2018,"
58:70:c6:f5:fa:6e,1,"05/08/2018,"
e4:7d:eb:10:13:30,5,"05/08/2018,"
58:f9:87:24:e8:88,11,"05/08/2018, 05/09/2018, 05/10/2018,"
50:a7:2b:f7:b9:7f,16,"05/08/2018, 05/09/2018,"
32:07:4d:10:24:b8,1,"05/08/2018,"
88:d2:74:86:c1:0f,21,"05/08/2018, 05/09/2018, 05/10/2018,"
80:3f:5d:c2:67:52,10,"05/08/2018, 05/09/2018, 05/10/2018,"
d0:04:92:01:47:28,5,"05/08/2018, 05/09/2018,"
4c:54:99:11:2f:8e,2,"05/08/2018,"
9c:6f:52:35:00:92,9,"05/08/2018, 05/09/2018, 05/10/2018,"
8c:25:05:c9:6f:f8,1,"05/08/2018,"
9c:6f:52:35:10:95,1,"05/08/2018,"
cc:06:77:b4:13:a8,1,"05/08/2018,"
14:60:80:99:48:6c,1,"05/08/2018,"
b0:b2:dc:45:ef:7c,14,"05/08/2018, 05/09/2018,"
00:13:33:dd:79:99,9,"05/08/2018, 05/09/2018, 05/10/2018,"
00:1a:ef:46:cd:2c,1,"05/08/2018,"
9c:6f:52:35:11:bf,4,"05/08/2018, 05/10/2018,"
b8:bc:1b:2a:13:55,1,"05/08/2018,"
9c:6f:52:35:0c:4f,6,"05/08/2018, 05/09/2018, 05/10/2018,"
94:46:96:1f:4d:4d,9,"05/08/2018, 05/09/2018, 05/10/2018,"
8e:57:9b:02:03:b3,1,"05/08/2018,"
28:ff:3e:3d:df:01,16,"05/08/2018, 05/09/2018, 05/10/2018,"
58:70:c6:f6:1d:e8,1,"05/08/2018,"
54:b1:21:8c:fc:7a,1,"05/08/2018,"
e4:77:23:a5:3e:80,1,"05/08/2018,"
00:27:15:10:6c:9e,11,"05/09/2018, 05/10/2018,"
98:9c:57:0a:e7:42,4,"05/09/2018,"
8c:0d:76:24:61:6c,3,"05/09/2018,"
00:1a:ef:44:d0:f4,1,"05/09/2018,"
6e:5c:14:44:c5:eb,1,"05/09/2018,"
dc:09:4c:5d:03:88,4,"05/09/2018, 05/10/2018,"
d0:04:92:01:a3:e0,3,"05/09/2018, 05/10/2018,"
50:04:b8:44:dc:a7,1,"05/09/2018,"
e0:8e:3c:2f:39:19,4,"05/09/2018, 05/10/2018,"
90:61:0c:2d:e0:70,2,"05/09/2018,"
30:b5:c2:e0:32:1c,1,"05/09/2018,"
00:13:33:d8:32:f9,2,"05/09/2018, 05/10/2018,"
c8:3a:35:f7:53:99,1,"05/09/2018,"
cc:06:77:b3:d6:70,1,"05/09/2018,"
bc:3d:85:f1:18:b6,3,"05/09/2018, 05/10/2018,"
b0:e1:7e:e3:4f:b9,2,"05/10/2018,"
60:83:34:dd:e0:ee,3,"05/10/2018,"
98:e7:f5:60:02:90,1,"05/10/2018,"
88:d2:74:86:cd:93,1,"05/10/2018,"
00:13:33:cc:2f:da,1,"05/10/2018,"
dc:09:4c:0f:ac:3b,1,"05/10/2018,"
c4:ab:b2:2e:ec:a6,1,"05/10/2018,"
e4:7d:eb:02:f2:f0,2,"05/10/2018,"
88:d2:74:86:ad:fc,1,"05/10/2018,"
24:db:ac:1b:5d:4f,1,"05/10/2018,"
""
Box no.,Total APs
176,10
MAC,Persistence,Dates Seen
cc:06:77:b3:d3:d8,1,"05/09/2018,"
2a:06:18:91:05:85,1,"05/09/2018,"
cc:06:77:72:db:c0,1,"05/09/2018,"
f8:d1:11:8b:9a:5c,1,"05/09/2018,"
74:cc:39:88:97:78,1,"05/10/2018,"
88:d2:74:86:c1:0f,1,"05/10/2018,"
d0:04:92:01:a3:e0,1,"05/10/2018,"
00:13:33:ff:79:4c,1,"05/10/2018,"
d0:04:92:01:50:58,1,"05/10/2018,"
9c:6f:52:35:00:92,1,"05/10/2018,"
""
Box no.,Total APs
177,65
MAC,Persistence,Dates Seen
ec:8a:4c:a6:a3:2c,7,"05/08/2018, 05/09/2018, 05/10/2018,"
9c:d6:43:c9:38:f0,3,"05/08/2018, 05/09/2018,"
d0:13:fd:4f:83:ba,1,"05/08/2018,"
48:fd:8e:ce:24:3c,6,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:e2:74:58,5,"05/08/2018, 05/09/2018,"
b8:55:10:af:3e:74,6,"05/08/2018, 05/09/2018, 05/10/2018,"
00:26:75:f4:9c:19,6,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:b3:d3:d8,7,"05/08/2018, 05/09/2018, 05/10/2018,"
00:e0:20:29:d5:87,7,"05/08/2018, 05/09/2018, 05/10/2018,"
f8:d1:11:8b:9a:5c,5,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:72:db:c0,8,"05/08/2018, 05/09/2018, 05/10/2018,"
f8:23:b2:ed:21:56,6,"05/08/2018, 05/09/2018,"
f0:8c:fb:7f:ed:60,8,"05/08/2018, 05/09/2018, 05/10/2018,"
f8:df:a8:7b:e4:40,3,"05/09/2018, 05/10/2018,"
9c:6f:52:35:1b:67,3,"05/09/2018, 05/10/2018,"
48:fd:8e:ce:49:58,4,"05/09/2018, 05/10/2018,"
d0:04:92:01:b9:c8,2,"05/09/2018,"
28:ff:3e:3d:df:26,3,"05/09/2018, 05/10/2018,"
e0:8e:3c:2f:4c:39,4,"05/09/2018, 05/10/2018,"
88:d2:74:86:b5:60,2,"05/09/2018,"
94:a7:b7:26:63:6b,2,"05/09/2018,"
48:fd:8e:4c:2b:64,3,"05/09/2018,"
cc:06:77:e3:2f:08,1,"05/09/2018,"
2a:06:18:91:05:85,1,"05/09/2018,"
48:fd:8e:4c:2a:54,5,"05/09/2018, 05/10/2018,"
cc:06:77:e0:a8:b8,3,"05/09/2018, 05/10/2018,"
f4:e3:fb:e5:37:c3,3,"05/09/2018,"
a0:8d:16:f2:88:15,1,"05/09/2018,"
00:0c:43:8a:65:f4,2,"05/09/2018,"
36:69:87:f2:47:a8,4,"05/09/2018, 05/10/2018,"
88:d2:74:86:b9:8b,2,"05/09/2018, 05/10/2018,"
e0:8e:3c:2f:1d:a9,1,"05/09/2018,"
e0:8e:3c:16:6a:bd,1,"05/09/2018,"
94:a7:b7:26:73:5f,1,"05/09/2018,"
1c:15:1f:3e:cb:d6,2,"05/09/2018,"
88:d2:74:86:b8:16,2,"05/09/2018, 05/10/2018,"
88:d2:74:86:b8:17,2,"05/09/2018, 05/10/2018,"
88:d2:74:86:b2:b8,2,"05/09/2018, 05/10/2018,"
cc:06:77:e2:55:38,1,"05/09/2018,"
cc:06:77:e1:97:c8,1,"05/09/2018,"
90:61:0c:34:d6:d1,1,"05/09/2018,"
04:95:e6:b0:8e:e1,1,"05/09/2018,"
fc:2d:5e:0d:c8:be,1,"05/09/2018,"
e0:99:71:13:c3:b8,1,"05/09/2018,"
fe:2d:5e:10:8b:82,1,"05/09/2018,"
28:ff:3e:3d:df:d3,2,"05/09/2018, 05/10/2018,"
00:13:33:ff:79:4c,2,"05/10/2018,"
d0:04:92:01:50:58,2,"05/10/2018,"
28:ff:3e:3d:df:01,1,"05/10/2018,"
8c:25:05:c9:6f:f8,2,"05/10/2018,"
4c:54:99:11:2f:8e,2,"05/10/2018,"
9c:6f:52:35:18:68,2,"05/10/2018,"
e0:8e:3c:20:22:53,2,"05/10/2018,"
b8:55:10:af:04:b4,2,"05/10/2018,"
d0:04:92:01:3d:a0,2,"05/10/2018,"
d0:04:92:01:47:28,2,"05/10/2018,"
fe:2d:5e:6a:9a:e7,2,"05/10/2018,"
00:13:33:dd:79:99,2,"05/10/2018,"
34:ba:9a:54:8a:74,2,"05/10/2018,"
d0:04:92:01:a3:e0,2,"05/10/2018,"
74:cc:39:88:97:78,2,"05/10/2018,"
9c:6f:52:35:00:92,2,"05/10/2018,"
9c:6f:52:35:10:95,1,"05/10/2018,"
bc:3f:8f:d5:19:3c,1,"05/10/2018,"
5c:f2:86:2e:e6:4e,1,"05/10/2018,"
""
Box no.,Total APs
178,78
MAC,Persistence,Dates Seen
cc:06:77:e2:74:58,12,"05/08/2018, 05/09/2018, 05/10/2018,"
00:26:75:f4:9c:19,10,"05/08/2018, 05/09/2018, 05/10/2018,"
d0:13:fd:4f:83:ba,1,"05/08/2018,"
cc:06:77:e3:2f:08,6,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:72:db:c0,13,"05/08/2018, 05/09/2018, 05/10/2018,"
00:e0:20:29:d5:87,6,"05/08/2018, 05/09/2018, 05/10/2018,"
f8:23:b2:ed:21:56,9,"05/08/2018, 05/09/2018, 05/10/2018,"
f0:8c:fb:7f:ed:60,12,"05/08/2018, 05/09/2018, 05/10/2018,"
48:fd:8e:4c:2a:54,13,"05/08/2018, 05/09/2018, 05/10/2018,"
40:45:da:02:63:f4,1,"05/08/2018,"
c4:ff:1f:57:e2:ac,10,"05/08/2018, 05/09/2018, 05/10/2018,"
48:fd:8e:ce:49:58,8,"05/08/2018, 05/09/2018, 05/10/2018,"
f4:e3:fb:e5:37:c3,13,"05/08/2018, 05/09/2018, 05/10/2018,"
fc:2d:5e:0d:c8:be,5,"05/08/2018, 05/09/2018,"
9c:6f:52:35:1b:67,2,"05/08/2018, 05/09/2018,"
a0:8d:16:f2:88:15,12,"05/08/2018, 05/09/2018, 05/10/2018,"
90:61:0c:34:d6:d1,1,"05/08/2018,"
ec:8a:4c:a6:a3:2c,7,"05/08/2018, 05/09/2018, 05/10/2018,"
b8:55:10:af:3e:74,11,"05/08/2018, 05/09/2018, 05/10/2018,"
48:fd:8e:ce:24:3c,9,"05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:2f:4c:39,5,"05/08/2018, 05/09/2018,"
88:d2:74:86:b9:8b,7,"05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:2f:1d:a9,6,"05/08/2018, 05/09/2018, 05/10/2018,"
28:ff:3e:3d:df:26,5,"05/08/2018, 05/09/2018, 05/10/2018,"
aa:a6:68:a6:04:c4,1,"05/08/2018,"
cc:06:77:b3:d3:d8,7,"05/09/2018, 05/10/2018,"
cc:06:77:e0:a8:b8,9,"05/09/2018, 05/10/2018,"
cc:06:77:e4:22:a0,1,"05/09/2018,"
00:0c:43:8a:65:f4,10,"05/09/2018, 05/10/2018,"
e0:8e:3c:16:6a:bd,6,"05/09/2018, 05/10/2018,"
88:d2:74:86:b5:60,9,"05/09/2018, 05/10/2018,"
9c:d6:43:c9:38:f0,2,"05/09/2018,"
36:69:87:f2:47:a8,5,"05/09/2018, 05/10/2018,"
48:fd:8e:4c:2b:64,1,"05/09/2018,"
cc:06:77:e0:65:b0,4,"05/09/2018, 05/10/2018,"
2a:06:18:91:05:85,1,"05/09/2018,"
c8:3a:35:1b:ba:a8,1,"05/09/2018,"
cc:06:77:e3:1c:b8,3,"05/09/2018, 05/10/2018,"
c8:94:bb:4b:e2:1f,2,"05/09/2018,"
e0:8e:3c:1a:5d:fb,5,"05/09/2018, 05/10/2018,"
c8:3a:35:ca:d6:80,3,"05/09/2018, 05/10/2018,"
d8:c7:71:2f:5f:31,2,"05/09/2018,"
d0:04:92:01:b9:c8,1,"05/09/2018,"
94:a7:b7:26:63:6b,1,"05/09/2018,"
cc:06:77:e3:f3:a0,1,"05/09/2018,"
bc:3f:8f:d1:c3:fc,1,"05/09/2018,"
e0:8e:3c:22:2b:73,1,"05/09/2018,"
9c:6f:52:35:15:3f,1,"05/09/2018,"
00:1f:fb:bb:01:89,1,"05/09/2018,"
dc:ee:06:10:cc:92,1,"05/09/2018,"
cc:06:77:e4:47:08,1,"05/09/2018,"
e0:99:71:13:c3:b8,1,"05/09/2018,"
d0:04:92:01:50:58,1,"05/10/2018,"
9c:6f:52:35:18:68,1,"05/10/2018,"
b8:55:10:af:04:b4,1,"05/10/2018,"
e0:8e:3c:20:0e:53,1,"05/10/2018,"
8c:25:05:c9:6f:f8,1,"05/10/2018,"
4c:54:99:11:2f:8e,1,"05/10/2018,"
e0:8e:3c:20:22:53,1,"05/10/2018,"
28:ff:3e:3d:df:01,1,"05/10/2018,"
c4:86:e9:ac:45:c9,1,"05/10/2018,"
d0:04:92:01:47:28,1,"05/10/2018,"
fe:2d:5e:6a:9a:e7,1,"05/10/2018,"
00:13:33:dd:79:99,1,"05/10/2018,"
34:ba:9a:54:8a:74,1,"05/10/2018,"
bc:3f:8f:d5:19:3c,1,"05/10/2018,"
74:cc:39:88:97:78,1,"05/10/2018,"
d0:04:92:01:a3:e0,1,"05/10/2018,"
9c:6f:52:35:00:92,1,"05/10/2018,"
00:13:33:ff:79:4c,1,"05/10/2018,"
e4:7d:eb:02:f5:22,1,"05/10/2018,"
88:d2:74:86:b2:b8,1,"05/10/2018,"
cc:2d:83:50:34:f8,1,"05/10/2018,"
48:fd:8e:4c:15:28,1,"05/10/2018,"
00:13:33:cf:5b:7e,1,"05/10/2018,"
00:08:a1:cb:d9:a9,1,"05/10/2018,"
cc:06:77:e2:55:38,1,"05/10/2018,"
04:95:e6:b0:8e:e1,1,"05/10/2018,"
""
Box no.,Total APs
179,60
MAC,Persistence,Dates Seen
cc:06:77:e2:7a:b0,2,"05/08/2018, 05/09/2018,"
d8:c7:71:2f:5f:31,5,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:e4:22:a0,5,"05/08/2018, 05/09/2018,"
d0:13:fd:4f:83:ba,1,"05/08/2018,"
cc:06:77:72:db:c0,9,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:5e:24:c0,2,"05/08/2018, 05/10/2018,"
bc:3f:8f:d1:c3:fc,2,"05/08/2018, 05/09/2018,"
48:fd:8e:b9:8d:bc,2,"05/08/2018, 05/09/2018,"
cc:06:77:e0:a8:b8,11,"05/08/2018, 05/09/2018, 05/10/2018,"
00:1f:fb:bb:01:89,4,"05/08/2018, 05/09/2018, 05/10/2018,"
a0:8d:16:f2:88:15,11,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:e3:1c:b8,10,"05/08/2018, 05/09/2018, 05/10/2018,"
f4:e3:fb:e5:37:c3,12,"05/08/2018, 05/09/2018, 05/10/2018,"
9c:6f:52:35:15:3f,7,"05/08/2018, 05/09/2018, 05/10/2018,"
c4:ff:1f:57:e2:ac,6,"05/08/2018, 05/09/2018, 05/10/2018,"
00:0c:43:8a:65:f4,11,"05/08/2018, 05/09/2018, 05/10/2018,"
c8:3a:35:ca:d6:80,9,"05/08/2018, 05/09/2018, 05/10/2018,"
48:fd:8e:ce:49:58,2,"05/08/2018, 05/10/2018,"
40:45:da:02:63:f4,1,"05/08/2018,"
c8:94:bb:4b:e2:1f,12,"05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:1a:5d:fb,9,"05/08/2018, 05/09/2018, 05/10/2018,"
b8:55:10:af:3e:74,12,"05/08/2018, 05/09/2018, 05/10/2018,"
88:d2:74:86:b9:8b,12,"05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:16:6a:bd,11,"05/08/2018, 05/09/2018, 05/10/2018,"
88:d2:74:86:b5:60,10,"05/08/2018, 05/09/2018, 05/10/2018,"
e0:8e:3c:2f:1d:a9,12,"05/08/2018, 05/09/2018, 05/10/2018,"
cc:06:77:e0:65:b0,8,"05/08/2018, 05/09/2018, 05/10/2018,"
aa:a6:68:a6:04:c4,1,"05/08/2018,"
e0:8e:3c:21:3b:e7,5,"05/08/2018, 05/09/2018,"
cc:06:77:e2:74:58,9,"05/08/2018, 05/09/2018, 05/10/2018,"
00:26:75:f4:9c:19,6,"05/08/2018, 05/09/2018, 05/10/2018,"
9c:6f:52:35:1b:67,1,"05/09/2018,"
cc:06:77:e3:2f:08,8,"05/09/2018, 05/10/2018,"
cc:06:77:e4:47:08,5,"05/09/2018, 05/10/2018,"
88:d2:74:86:aa:9a,1,"05/09/2018,"
9c:6f:52:35:1c:15,4,"05/09/2018, 05/10/2018,"
36:69:87:f2:47:a8,3,"05/09/2018,"
00:13:33:f5:8d:42,2,"05/09/2018,"
6c:b7:49:00:dc:9b,5,"05/09/2018,"
cc:06:77:e3:f3:a0,2,"05/09/2018,"
2a:06:18:91:05:85,1,"05/09/2018,"
00:08:a1:cb:d9:a9,1,"05/09/2018,"
cc:06:77:e2:73:80,2,"05/09/2018, 05/10/2018,"
cc:06:77:e4:02:e0,1,"05/09/2018,"
e0:8e:3c:22:2b:73,1,"05/09/2018,"
3c:1e:04:0b:43:1a,1,"05/09/2018,"
9c:6f:52:35:03:32,4,"05/09/2018, 05/10/2018,"
cc:06:77:b3:d6:40,5,"05/09/2018,"
cc:06:77:e1:8b:b8,7,"05/09/2018, 05/10/2018,"
48:fd:8e:4c:2a:54,5,"05/09/2018, 05/10/2018,"
f4:dc:f9:48:f7:75,2,"05/09/2018,"
8c:79:67:cc:32:df,1,"05/09/2018,"
88:d2:74:86:c7:b0,2,"05/09/2018,"
88:d2:74:86:bf:5f,2,"05/09/2018,"
00:1f:fb:c6:32:a1,1,"05/09/2018,"
48:fd:8e:ce:24:3c,2,"05/09/2018, 05/10/2018,"
e0:99:71:13:c3:b8,1,"05/09/2018,"
e0:8e:3c:2f:4c:39,1,"05/09/2018,"
00:1f:fb:a5:4f:dd,4,"05/10/2018,"
00:1f:fb:ba:67:e1,1,"05/10/2018,"
""
Box no.,Total APs
180,30
MAC,Persistence,Dates Seen
00:0c:43:8a:65:f4,2,"05/09/2018, 05/10/2018,"
cc:06:77:e0:a8:b8,2,"05/09/2018, 05/10/2018,"
e0:8e:3c:22:2b:73,3,"05/09/2018, 05/10/2018,"
cc:06:77:e4:02:e0,2,"05/09/2018, 05/10/2018,"
f4:e3:fb:e5:37:c3,2,"05/09/2018, 05/10/2018,"
a0:8d:16:f2:88:15,2,"05/09/2018, 05/10/2018,"
9c:6f:52:35:1c:15,1,"05/09/2018,"
cc:06:77:e3:1c:b8,2,"05/09/2018, 05/10/2018,"
88:d2:74:86:b9:8b,1,"05/09/2018,"
88:d2:74:86:b5:60,2,"05/09/2018, 05/10/2018,"
e0:8e:3c:1a:5d:fb,1,"05/09/2018,"
e0:8e:3c:16:6a:bd,2,"05/09/2018, 05/10/2018,"
b8:55:10:af:3e:74,1,"05/09/2018,"
b0:4e:26:f8:af:ec,1,"05/09/2018,"
c8:94:bb:4b:e2:1f,1,"05/09/2018,"
e0:8e:3c:2f:1d:a9,1,"05/09/2018,"
c8:3a:35:ca:d6:80,2,"05/09/2018, 05/10/2018,"
cc:06:77:e0:65:b0,2,"05/09/2018, 05/10/2018,"
cc:06:77:e3:2f:08,2,"05/09/2018, 05/10/2018,"
00:08:a1:cb:d9:a9,2,"05/09/2018, 05/10/2018,"
cc:06:77:e3:f3:a0,2,"05/09/2018, 05/10/2018,"
cc:06:77:72:db:c0,1,"05/09/2018,"
bc:3f:8f:d1:c3:fc,3,"05/09/2018, 05/10/2018,"
cc:06:77:e4:22:a0,1,"05/09/2018,"
cc:06:77:e2:73:80,1,"05/09/2018,"
cc:06:77:b3:da:60,1,"05/10/2018,"
cc:06:77:d8:a7:40,1,"05/10/2018,"
88:d2:74:86:c7:96,1,"05/10/2018,"
cc:06:77:5e:24:c0,1,"05/10/2018,"
cc:06:77:e2:77:20,1,"05/10/2018,"
""
Box no.,Total APs
181,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
182,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
183,1
MAC,Persistence,Dates Seen
48:fd:8e:4b:f3:38,1,"05/10/2018,"
""
Box no.,Total APs
184,31
MAC,Persistence,Dates Seen
a4:7e:39:ad:dd:84,3,"05/09/2018, 05/10/2018,"
50:04:b8:94:9c:4a,3,"05/09/2018, 05/10/2018,"
cc:06:77:e3:f4:18,2,"05/09/2018, 05/10/2018,"
e0:8e:3c:2f:14:49,3,"05/09/2018, 05/10/2018,"
38:d8:2f:22:54:f0,2,"05/09/2018, 05/10/2018,"
d4:6e:0e:9e:fa:ec,3,"05/09/2018, 05/10/2018,"
e0:8e:3c:2f:3c:99,3,"05/09/2018, 05/10/2018,"
1c:15:1f:a6:c1:3e,1,"05/09/2018,"
48:fd:8e:4b:f1:90,2,"05/09/2018, 05/10/2018,"
cc:06:77:e3:ef:60,3,"05/09/2018, 05/10/2018,"
28:ff:3e:3d:eb:d1,3,"05/09/2018, 05/10/2018,"
34:ba:9a:4f:e8:f0,2,"05/10/2018,"
48:fd:8e:4b:f3:38,2,"05/10/2018,"
bc:3f:8f:d4:b0:80,1,"05/10/2018,"
50:68:0a:74:10:d3,1,"05/10/2018,"
cc:06:77:e2:57:60,1,"05/10/2018,"
e4:7d:eb:0e:f8:9d,1,"05/10/2018,"
b8:bc:1b:34:8a:78,1,"05/10/2018,"
a4:7e:39:ae:19:f4,1,"05/10/2018,"
bc:3f:8f:d4:ad:fc,1,"05/10/2018,"
e0:8e:3c:2e:10:c9,2,"05/10/2018,"
88:d2:74:86:c2:14,2,"05/10/2018,"
e0:8e:3c:20:1f:83,2,"05/10/2018,"
48:fd:8e:ce:26:8c,2,"05/10/2018,"
e0:8e:3c:21:5b:63,2,"05/10/2018,"
9c:6f:52:35:14:39,1,"05/10/2018,"
9c:6f:52:35:14:38,1,"05/10/2018,"
48:fd:8e:b8:7f:98,1,"05/10/2018,"
48:fd:8e:ce:3c:cc,1,"05/10/2018,"
18:a6:f7:ee:f2:30,1,"05/10/2018,"
cc:06:77:e4:16:90,1,"05/10/2018,"
""
Box no.,Total APs
185,21
MAC,Persistence,Dates Seen
18:a6:f7:ee:f2:30,1,"05/10/2018,"
48:fd:8e:4b:f3:38,2,"05/10/2018,"
50:68:0a:74:10:d3,2,"05/10/2018,"
cc:06:77:e0:a8:30,2,"05/10/2018,"
34:ba:9a:4f:e8:f0,2,"05/10/2018,"
9c:6f:52:35:05:7a,1,"05/10/2018,"
e4:7d:eb:0e:f8:9d,2,"05/10/2018,"
70:4f:57:36:67:a4,2,"05/10/2018,"
9c:6f:52:35:10:27,1,"05/10/2018,"
bc:3f:8f:d4:b0:80,2,"05/10/2018,"
48:fd:8e:b8:a4:50,1,"05/10/2018,"
cc:06:77:d5:e7:f0,1,"05/10/2018,"
50:04:b8:94:9c:4a,1,"05/10/2018,"
bc:3f:8f:d4:ad:fc,1,"05/10/2018,"
cc:06:77:e3:f4:18,1,"05/10/2018,"
9c:6f:52:35:08:95,1,"05/10/2018,"
e0:8e:3c:2e:10:c9,1,"05/10/2018,"
b8:bc:1b:34:8a:78,1,"05/10/2018,"
fc:3f:7c:6b:50:aa,1,"05/10/2018,"
a4:7e:39:ae:19:f4,1,"05/10/2018,"
a4:7e:39:ad:dd:84,1,"05/10/2018,"
""
Box no.,Total APs
186,34
MAC,Persistence,Dates Seen
e4:7d:eb:0e:f8:9d,2,"05/10/2018,"
9c:6f:52:35:08:95,2,"05/10/2018,"
9c:6f:52:35:10:27,2,"05/10/2018,"
00:26:75:ab:e4:19,1,"05/10/2018,"
96:53:30:67:a2:05,2,"05/10/2018,"
e0:8e:3c:22:28:37,1,"05/10/2018,"
d4:6e:0e:9e:fa:ec,2,"05/10/2018,"
e0:8e:3c:16:50:a1,2,"05/10/2018,"
88:d2:74:86:b5:1e,1,"05/10/2018,"
88:d2:74:86:bf:1f,2,"05/10/2018,"
cc:06:77:e3:ef:60,1,"05/10/2018,"
cc:06:77:b5:0a:48,1,"05/10/2018,"
e0:8e:3c:20:1f:83,2,"05/10/2018,"
88:d2:74:86:af:60,2,"05/10/2018,"
9c:6f:52:35:10:11,1,"05/10/2018,"
88:d2:74:86:ca:8d,2,"05/10/2018,"
b0:4e:26:ec:41:aa,2,"05/10/2018,"
e0:8e:3c:21:f2:83,1,"05/10/2018,"
88:d2:74:86:b8:56,2,"05/10/2018,"
