First Seen,MAC,SSID,Encryption,RSSI,Channel,Latitude,Longitude
2018-05-15 20:01:20,dc:09:4c:30:0d:b3,HUAWEI-E5330-0DB3,[WPA2-PSK-CCMP][ESS],-86,8,14.70600359,121.09775561
2018-05-15 20:02:12,e0:8e:3c:04:a4:4f,SundayTrespuer,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-76,1,14.7059359,121.09712237
2018-05-15 20:01:53,60:fe:1e:7a:4c:9f,BYAO-RmxhcmVfSjE,[ESS],-41,6,14.70634063,121.09731731
2018-05-15 20:02:12,00:1f:fb:bb:5c:6b,HUAWEI,[WPA2-PSK-CCMP][WPS][ESS],-64,11,14.7059359,121.09712237
2018-05-15 20:02:12,34:ef:44:4e:63:c9,yPie,[WPA2-PSK-CCMP][ESS],-87,6,14.7059359,121.09712237
2018-05-15 20:03:04,10:44:00:15:d6:2d,HUAWEI-D62D,[WPA2-PSK-CCMP][ESS],-76,1,14.70439621,121.09681532
2018-05-15 20:02:12,98:e7:f5:60:02:90,HUAWEI-E5330-0290,[WPA2-PSK-CCMP][ESS],-68,7,14.7059359,121.09712237
2018-05-15 20:02:12,08:10:73:63:19:69,SundayDTrespuer,[WPA2-PSK-CCMP][WPS][ESS],-83,13,14.7059359,121.09712237
2018-05-15 20:02:12,00:1f:fb:c5:38:43,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-86,1,14.7059359,121.09712237
2018-05-15 20:02:12,ec:8a:4c:94:c4:d1,bayanDSLWiFi_C4D1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-76,2,14.7059359,121.09712237
2018-05-15 20:02:46,c4:ff:1f:57:85:54,HUAWEI-Utgf,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-60,1,14.70490692,121.09681373
2018-05-15 20:02:29,e0:8e:3c:2f:22:85,KkKK,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,1,14.7054892,121.09699802
2018-05-15 20:02:29,d0:04:92:01:8f:50,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-70,13,14.7054892,121.09699802
2018-05-15 20:02:29,e0:8e:3c:22:0a:13,bayanDSLWIFI_0A13,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-83,1,14.7054892,121.09699802
2018-05-15 20:02:29,90:61:0c:1f:a2:64,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-70,11,14.7054892,121.09699802
2018-05-15 20:02:29,e0:8e:3c:2f:24:39,SMPjadencheska,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-76,1,14.7054892,121.09699802
2018-05-15 20:02:29,90:61:0c:1f:a2:65,SmartWifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-67,11,14.7054892,121.09699802
2018-05-15 20:02:29,e8:08:8b:30:4e:55,connectPAmore,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,1,14.7054892,121.09699802
2018-05-15 20:02:29,d0:04:92:02:40:70,PLDTHOMEFIBR9510,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-87,12,14.7054892,121.09699802
2018-05-15 20:02:46,b0:4e:26:dc:d8:12,TP-Link_D812,[WPA2-PSK-CCMP][WPS][ESS],-64,1,14.70490692,121.09681373
2018-05-15 20:02:46,90:61:0c:35:87:49,PLDTHOMEDSL34633,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,9,14.70490692,121.09681373
2018-05-15 20:03:04,48:fd:8e:ce:2a:44,virus2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-69,3,14.70439621,121.09681532
2018-05-15 20:02:46,48:fd:8e:ce:3b:88,Power009,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-62,1,14.70490692,121.09681373
2018-05-15 20:02:46,60:e3:27:6d:f1:c6,TP-LINK_6DF1C6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-74,5,14.70490692,121.09681373
2018-05-15 20:02:46,9c:6f:52:35:10:95,bayanDSLWIFI_1095,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,11,14.70490692,121.09681373
2018-05-15 20:03:04,02:e6:20:01:29:0a,Access Denied,[WPA2-PSK-CCMP][ESS],-76,6,14.70439621,121.09681532
2018-05-15 20:03:04,38:f8:89:4d:cb:0d,JHUN,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,6,14.70439621,121.09681532
2018-05-15 20:03:04,d0:04:92:01:3d:a0,PLDTHOMEFIBROMIJONESPARTYNEEDS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-66,2,14.70439621,121.09681532
2018-05-15 20:03:04,e0:8e:3c:16:79:31,hestiapark,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,10,14.70439621,121.09681532
2018-05-15 20:03:04,74:4a:a4:f0:8f:e7,GLOBE_F08FE7,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-85,5,14.70439621,121.09681532
2018-05-15 20:03:04,6c:b7:49:01:5b:68,BEIZUNU,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-85,4,14.70439621,121.09681532
2018-05-15 20:03:37,b0:6e:bf:4b:08:f0,W & J Pharmacy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-70,11,14.7043542,121.09614257
2018-05-15 20:03:20,94:a7:b7:26:47:60,konek ka ?? ayaw ko nga,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-76,1,14.70407449,121.09641681
2018-05-15 20:03:54,4c:54:99:11:4f:41,,[WEP][ESS],-44,6,14.70470773,121.09600738
2018-05-15 20:03:37,40:cb:a8:8c:b4:42,Broadband@work,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-74,11,14.7043542,121.09614257
2018-05-15 20:03:37,e4:7d:eb:02:f5:22,P01I-F522,[WPA2-PSK-CCMP+TKIP][ESS],-75,6,14.7043542,121.09614257
2018-05-15 20:03:37,48:fd:8e:4c:2a:98,BADILLA FAMILY,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-65,1,14.7043542,121.09614257
2018-05-15 20:03:54,e0:8e:3c:2d:fb:85,YWPS TYT,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-59,1,14.70470773,121.09600738
2018-05-15 20:03:37,00:13:33:d3:c5:2f,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-73,11,14.7043542,121.09614257
2018-05-15 20:03:37,e0:8e:3c:2f:75:49,mauicarlo,[WPA-PSK-CCMP+TKIP][ESS],-79,1,14.7043542,121.09614257
2018-05-15 20:03:37,48:fd:8e:b9:8f:88,Bcastillo,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-82,7,14.7043542,121.09614257
2018-05-15 20:03:37,94:a7:b7:3d:01:ce,connecting to virus...,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-86,9,14.7043542,121.09614257
2018-05-15 20:03:54,70:9f:2d:a0:d1:54,bayanDSLWiFi_D154,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-76,5,14.70470773,121.09600738
2018-05-15 20:03:54,e0:8e:3c:20:1f:c3,,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-79,10,14.70470773,121.09600738
2018-05-15 20:04:11,cc:06:77:b3:d6:70,PLDTHOMEFIBR3d670,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-60,11,14.70498231,121.09563641
2018-05-15 20:07:04,f8:df:a8:7b:ea:39,GLOBE_7BEA39,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-58,7,14.70543867,121.09567352
2018-05-15 20:03:54,cc:06:77:d7:df:5c,PLDTHOMEFIBR5G7df58,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-85,36,14.70470773,121.09600738
2018-05-15 20:04:11,cc:06:77:b3:d6:74,PLDTHOMEFIBR5G3d670,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-58,36,14.70498231,121.09563641
2018-05-15 20:04:11,28:ff:3e:3d:db:b5,GalleroDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-67,1,14.70498231,121.09563641
2018-05-15 20:04:11,70:4f:57:45:14:3f,TP-Link_1440,[WPA2-PSK-CCMP][WPS][ESS],-65,6,14.70498231,121.09563641
2018-05-15 20:07:23,38:d8:2f:2b:fe:4c,joel&kerry,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-56,2,14.70508269,121.09548923
2018-05-15 20:04:28,10:c3:7b:c8:52:20,ASUS,[WPA2-PSK-CCMP][WPS][ESS],-62,6,14.70536802,121.09562236
2018-05-15 20:06:46,84:16:f9:26:31:2c,TP-LINK_312C,[WPA2-PSK-CCMP][WPS][ESS],-53,4,14.70584164,121.09584762
2018-05-15 20:07:04,e0:8e:3c:1a:b6:53,bayanDSLWIFI_B653,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-72,10,14.70543867,121.09567352
2018-05-15 20:07:04,9c:6f:52:35:1c:b4,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-64,1,14.70543867,121.09567352
2018-05-15 20:04:11,cc:06:77:e2:56:c0,Rosario's wifiprivate,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-87,5,14.70498231,121.09563641
2018-05-15 20:06:29,8c:68:c8:c0:18:01,2018,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-54,1,14.70622335,121.09583526
2018-05-15 20:04:11,e4:77:23:a6:33:7c,Free wifi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-85,1,14.70498231,121.09563641
2018-05-15 20:07:04,88:d2:74:86:cd:36,bayanDSLWIFI_CD36,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-56,5,14.70543867,121.09567352
2018-05-15 20:07:23,88:d2:74:86:b6:4a,bayanDSLWIFI_DESI,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-66,2,14.70508269,121.09548923
2018-05-15 20:04:28,c4:6e:1f:48:96:b2,TP-LINK_4896B2,[WPA2-PSK-CCMP][WPS][ESS],-78,6,14.70536802,121.09562236
2018-05-15 20:07:23,cc:06:77:e4:4e:28,PLDTHOMEFIBR44e28,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-70,1,14.70508269,121.09548923
1970-01-01 08:00:00,00:1a:ef:46:ca:f0,BOGCEY 4,[ESS],-39,3,14.70410912,121.09494884
2018-05-15 20:04:11,00:1f:fb:ba:6d:6b,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-82,10,14.70498231,121.09563641
2018-05-15 20:07:04,48:ba:4e:0c:8a:90,DIRECT-8F-HP DeskJet 2600 series,[WPA2-PSK-CCMP][WPS][ESS],-83,6,14.70543867,121.09567352
2018-05-15 20:04:28,00:e0:20:29:69:db,ambrlog,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-76,6,14.70536802,121.09562236
2018-05-15 20:04:28,e0:8e:3c:1a:52:57,navarro,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-80,1,14.70536802,121.09562236
2018-05-15 20:04:28,30:b5:c2:48:0e:a6,TP-Link_480EA6,[WPA2-PSK-CCMP+TKIP][ESS],-84,3,14.70536802,121.09562236
2018-05-15 20:04:28,bc:96:80:dc:d8:66,PLDTMyDSLSanPedroStreet,[WPA2-PSK-CCMP][WPS][ESS],-68,11,14.70536802,121.09562236
2018-05-15 20:04:45,9c:6f:52:35:09:ee,bayanDSLWIFI_09EE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-60,1,14.7057815,121.09584367
2018-05-15 20:04:28,18:a6:f7:59:b6:1a,TP-LINK_B61A,[WPA2-PSK-CCMP][WPS][ESS],-86,4,14.70536802,121.09562236
2018-05-15 20:06:46,36:69:87:9e:05:6f,Smart Bro_9E056F,[WPA2-PSK-CCMP][WPS][ESS],-79,13,14.70584164,121.09584762
2018-05-15 20:04:28,00:1f:fb:ba:6d:71,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-85,1,14.70536802,121.09562236
2018-05-15 20:04:45,48:fd:8e:b8:7e:88,HUAWEI-Qyf5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-72,9,14.7057815,121.09584367
2018-05-15 20:04:45,f0:8c:fb:81:5a:b8,PLDTHOMEFIBR@Homies,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-69,4,14.7057815,121.09584367
2018-05-15 20:04:45,cc:06:77:b5:1c:90,PLDTWIFI2018,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-84,11,14.7057815,121.09584367
2018-05-15 20:04:45,38:d8:2f:2c:03:dc,bayanDSLWiFi_03DC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-87,1,14.7057815,121.09584367
2018-05-15 20:04:45,f0:8c:fb:81:5a:b9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-68,4,14.7057815,121.09584367
2018-05-15 20:04:45,cc:06:77:b5:1c:94,PLDTHOMEFIBR5g,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-80,36,14.7057815,121.09584367
2018-05-15 20:04:45,c4:86:e9:a8:92:7d,B315_8927D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-82,1,14.7057815,121.09584367
2018-05-15 20:04:45,8c:68:c8:c0:17:c0,bayanDSLWIFI_17C0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-83,9,14.7057815,121.09584367
2018-05-15 20:04:45,04:4f:4c:25:f5:09,HUAWEI-F509,[WPA2-PSK-CCMP][ESS],-80,1,14.7057815,121.09584367
2018-05-15 20:06:46,00:1f:fb:b2:eb:e9,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-74,11,14.70584164,121.09584762
2018-05-15 20:05:02,30:b5:c2:84:52:c4,SNOWMAN,[WPA2-PSK-CCMP][WPS][ESS],-84,11,14.70606063,121.09581726
2018-05-15 20:05:02,28:ff:3e:3d:df:33,kek,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-78,10,14.70606063,121.09581726
2018-05-15 20:05:21,94:a7:b7:3c:f9:3f,hi,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-63,1,14.70625018,121.0958098
2018-05-15 20:05:02,cc:06:77:73:64:d0,PLDTHOMEFIBR364d0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-84,5,14.70606063,121.09581726
2018-05-15 20:06:11,48:fd:8e:4b:d7:98,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-61,8,14.70630795,121.09607056
2018-05-15 20:05:21,00:1c:10:94:9f:da,bongjet,[WPA2-PSK-CCMP-preauth][ESS],-86,11,14.70625018,121.0958098
2018-05-15 20:05:38,7c:8b:ca:28:14:56,ExPLDTHOMEFIBR5Gbcc70,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-89,36,14.70629826,121.0961139
2018-05-15 20:05:38,84:db:ac:12:5b:a1,HUAWEI-E5330-5BA1,[WPA2-PSK-CCMP][ESS],-86,1,14.70629826,121.0961139
2018-05-15 20:05:56,00:1f:fb:ab:a8:f9,HomeBro_ULTERA,[WPA2-PSK-CCMP][WPS][ESS],-84,9,14.70637912,121.09634338
2018-05-15 20:06:11,96:53:30:5d:a4:60,DIRECT-XC-BRAVIA,[WPA2-PSK-CCMP][WPS][ESS][P2P],-82,1,14.70630795,121.09607056
2018-05-15 20:06:46,94:46:96:1e:41:14,PLDTHOMEDSLYNY20,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-88,5,14.70584164,121.09584762
2018-05-15 20:06:46,00:26:75:f4:98:e5,bayanDSLWiFi_98E5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-78,10,14.70584164,121.09584762
2018-05-15 20:06:46,e0:8e:3c:17:df:34,Aztech5018_7DF37,[WPA-PSK-CCMP+TKIP][ESS],-86,11,14.70584164,121.09584762
2018-05-15 20:09:24,80:3f:5d:c2:67:53,BOGCEY 11,[ESS],-62,40,14.70450274,121.09466827
2018-05-15 20:07:23,cc:06:77:e4:4e:2c,PLDTHOMEFIBR5G44e28,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-84,36,14.70508269,121.09548923
2018-05-15 20:07:39,78:44:76:1c:82:a8,Proverbs22:6,[WPA-PSK-CCMP][ESS],-67,11,14.70488818,121.09507183
2018-05-15 20:07:23,54:22:f8:f1:1f:ac,dindo,[WPA-PSK-CCMP+TKIP][ESS],-66,2,14.70508269,121.09548923
2018-05-15 20:07:23,b2:8d:6c:91:54:1a,Elabelss??,[WPA2-PSK-CCMP][ESS],-86,6,14.70508269,121.09548923
2018-05-15 20:11:15,74:cc:39:ba:ca:18,PLDTHOMEFIBRaca18,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-62,4,14.70524852,121.09477679
2018-05-15 20:09:41,90:61:0c:08:3c:2b,PLDTMyDSL11,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-45,11,14.70487646,121.09491997
2018-05-15 20:07:57,80:3f:5d:c2:67:52,BOGCEY 11,[WPS][ESS],-65,13,14.70445382,121.0945353
2018-05-15 20:07:23,cc:06:77:e4:00:c4,PLDTHOMEFIBR5G400c0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-84,36,14.70508269,121.09548923
2018-05-15 20:07:39,74:cc:39:c9:c6:30,,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-75,2,14.70488818,121.09507183
2018-05-15 20:10:02,00:1a:ef:44:d1:2c,BOGCEY 8,[ESS],-47,11,14.70517887,121.09455069
2018-05-15 20:09:41,94:a7:b7:26:4e:1c,Virus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-56,1,14.70487646,121.09491997
2018-05-15 20:10:57,00:1a:ef:46:cd:2c,BOGCEY 3,[ESS],-41,6,14.70555235,121.0945525
2018-05-15 20:07:57,e0:8e:3c:1a:a5:b7,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-67,10,14.70445382,121.0945353
2018-05-15 20:07:39,54:22:f8:f0:c8:18,Doran's Lutong Bahay and more :),[WPA-PSK-CCMP+TKIP][ESS],-79,11,14.70488818,121.09507183
2018-05-15 20:07:39,cc:06:77:e3:fc:8c,HomeRunn_08,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-87,36,14.70488818,121.09507183
2018-05-15 20:07:57,48:fd:8e:b9:8a:e0,Marc07,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-74,4,14.70445382,121.0945353
2018-05-15 20:09:24,b0:4e:26:f8:a7:46,che41118,[WPA2-PSK-CCMP][WPS][ESS],-60,1,14.70450274,121.09466827
2018-05-15 20:09:24,e4:8d:8c:de:76:1e,BOGCEY-1,[ESS],-49,1,14.70450274,121.09466827
2018-05-15 20:07:39,e0:8e:3c:2f:1d:e5,Virus.exe,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-78,1,14.70488818,121.09507183
2018-05-15 20:09:24,cc:06:77:b3:d3:9c,2G,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-82,44,14.70450274,121.09466827
2018-05-15 20:08:15,e4:f4:c6:1a:57:fd,NETGEAR03,[WPA2-PSK-CCMP][WPS][ESS],-61,153,14.70421489,121.09472697
2018-05-15 20:07:57,28:ff:3e:3d:dd:64,wenjen,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-74,11,14.70445382,121.0945353
2018-05-15 20:07:57,8c:79:67:cc:33:2a,Riobuya,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-81,8,14.70445382,121.0945353
2018-05-15 20:07:57,cc:06:77:b3:d3:98,Cha & Claire,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-86,9,14.70445382,121.0945353
2018-05-15 20:08:32,00:1a:ef:44:cf:4c,BOGCEY 2,[ESS],-77,11,14.70377592,121.09475775
1970-01-01 08:00:00,e4:f4:c6:1a:57:fe,NETGEAR03,[WPA2-PSK-CCMP][WPS][ESS],-55,11,14.70445382,121.0945353
2018-05-15 20:07:57,40:a5:ef:9d:51:72,BOGCEY 5,[WPS][ESS],-87,10,14.70445382,121.0945353
2018-05-15 20:07:57,8c:68:c8:c0:06:69,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-83,10,14.70445382,121.0945353
2018-05-15 20:08:15,51502_20212_43150,Globe,EDGE;ph,-91,0,14.70421489,121.09472697
2018-05-15 20:08:15,2a:6b:ad:2d:3f:8b,DIRECT-wGDESKTOP-6V5MGLCmsGE,[WPA2-PSK-CCMP][WPS][ESS],-81,2,14.70421489,121.09472697
2018-05-15 20:08:15,e0:8e:3c:1b:79:53,godbless,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-69,1,14.70421489,121.09472697
2018-05-15 20:08:32,40:a5:ef:62:12:92,BOGCEY 6,[WPS][ESS],-80,6,14.70377592,121.09475775
2018-05-15 20:09:05,e0:8e:3c:2d:f8:ad,bayanDSLWIFI_F8AD,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-70,1,14.70410912,121.09494884
2018-05-15 20:08:48,00:1a:ef:46:ca:8c,BOGCEY,[ESS],-72,1,14.70387187,121.0945657
2018-05-15 20:08:32,48:fd:8e:b8:75:70,HUAWEI-728j,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-63,9,14.70377592,121.09475775
2018-05-15 20:08:32,64:e5:99:6a:16:4c,JAMESJOSHUA,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-58,13,14.70377592,121.09475775
2018-05-15 20:08:32,e0:8e:3c:2f:7b:09,bnr_213,[WPA-PSK-CCMP+TKIP][ESS],-64,2,14.70377592,121.09475775
2018-05-15 20:08:48,e4:77:23:a4:fa:38,THEBOGZ,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-92,12,14.70387187,121.0945657
2018-05-15 20:09:24,e4:8d:8c:5e:3b:e0,teamclash,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-83,1,14.70450274,121.09466827
2018-05-15 20:09:24,e6:8d:8c:5e:3b:e0,tc2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-86,1,14.70450274,121.09466827
2018-05-15 20:09:24,d0:04:92:03:2a:40,PLDTHOMEFIBRbogcey,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-79,2,14.70450274,121.09466827
2018-05-15 20:09:24,cc:06:77:e3:fc:88,H@PpY_F@m1Ly,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-65,5,14.70450274,121.09466827
2018-05-15 20:09:41,b0:4e:26:f8:6d:e6,mags50918,[WPA2-PSK-CCMP][WPS][ESS],-65,10,14.70487646,121.09491997
1970-01-01 08:00:00,e4:7d:eb:03:02:0a,laklak,[WPA2-PSK-CCMP+TKIP][ESS],-74,7,14.70487646,121.09491997
2018-05-15 20:10:19,d8:55:a3:61:d3:b8,Connected,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-53,6,14.7053653,121.09445694
2018-05-15 20:10:57,48:fd:8e:ce:48:28,HUAWEI-kGCx,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-46,2,14.70555235,121.0945525
2018-05-15 20:10:02,50:64:2b:4d:65:45,BOGCEY 9,[WPS][ESS],-75,13,14.70517887,121.09455069
2018-05-15 20:10:19,0c:d6:bd:5d:52:ca,CadburyPeppermint,[WPA2-PSK-CCMP][ESS],-57,9,14.7053653,121.09445694
2018-05-15 20:10:02,04:18:d6:32:6c:51,NSM5 Abris AP2,[WPA2-PSK-CCMP][ESS],-89,48,14.70517887,121.09455069
2018-05-15 20:10:02,20:39:5a:47:e1:a6,BXDt-SmFtYWljYSByb3NhbGVz,[ESS],-79,6,14.70517887,121.09455069
2018-05-15 20:10:19,88:d2:74:86:ac:a3,NJ_Virus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-71,1,14.7053653,121.09445694
2018-05-15 20:10:02,c2:38:96:7c:ab:0d,DIRECT-RE-BRAVIA,[WPA2-PSK-CCMP][WPS][ESS],-82,7,14.70517887,121.09455069
2018-05-15 20:10:19,bc:c0:0f:d4:47:00,Error 404-NotFound,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-81,3,14.7053653,121.09445694
2018-05-15 20:10:19,c4:86:e9:a7:45:b7,lucas,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-86,1,14.7053653,121.09445694
2018-05-15 20:10:38,e0:8e:3c:1a:b2:37,WifiMoto,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-81,3,14.7057614,121.09434684
2018-05-15 20:10:38,d0:04:92:01:4f:78,PLDTHOMEFIBRBuds,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-70,9,14.7057614,121.09434684
2018-05-15 20:10:38,b0:ee:7b:d8:3d:35,,[WPA2-PSK-CCMP][WPS][ESS][P2P],-74,9,14.7057614,121.09434684
2018-05-15 20:10:38,28:ff:3e:3d:ee:ba,loading,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-82,1,14.7057614,121.09434684
2018-05-15 20:10:38,74:cc:39:87:a7:00,Baseone,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-85,8,14.7057614,121.09434684
2018-05-15 20:10:38,cc:06:77:72:f8:38,PLDTHOMEFIBR2f838,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-88,6,14.7057614,121.09434684
2018-05-15 20:10:38,94:a7:b7:3c:e6:84,Don't Yah Dare!,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-85,9,14.7057614,121.09434684
2018-05-15 20:10:57,bc:c0:0f:d4:47:04,Error 404: Not Found,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],-83,36,14.70555235,121.0945525
