GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-30 12:13:42,2018-04-24 15:50:21.906280,8c:0d:76:b1:14:e4,B315_114E4,WPA2/WPA,-45,11,HuaweiTe,none,14.700265,121.090240
2018-04-30 12:11:44,2018-04-24 15:48:24.685918,00:13:33:df:0c:fc,PLDTHOMEDSL,WPA2/WPA,-63,11,Baudtec,none,14.700013,121.088758
2018-04-30 11:56:00,2018-04-24 15:32:39.984112,00:26:75:b7:aa:9c,xNonex,WPA2/WPA,-70,10,AztechEl,none,14.700205,121.089280
2018-04-30 11:56:00,2018-04-24 15:32:40.105691,b0:b2:dc:26:53:1c,PLDTMyDSL,WPA2/WPA,-81,11,ZyxelCom,none,14.700205,121.089280
2018-04-30 11:56:55,2018-04-24 15:33:34.920035,00:13:33:c2:e6:8e,PLDTHOMEDSLstarianmarketing,WPA,-79,11,Baudtec,none,14.700245,121.089540
2018-04-30 11:56:00,2018-04-24 15:32:40.193514,c8:3a:35:f7:53:99,Tenda_AP V2 old,WPA2,-87,12,TendaTec,none,14.700205,121.089280
2018-04-30 12:21:04,2018-04-24 15:57:44.884507,e4:18:6b:c0:6e:a0,PLDTMyDSLBiz07260,WPA2/WPA,-58,13,ZyxelCom,none,14.700293,121.090062
2018-04-30 12:12:27,2018-04-24 15:49:06.856843,5c:e2:8c:c8:89:8d,EFLitex,WPA2/WPA,-80,13,ZyxelCom,none,14.699987,121.088753
2018-04-30 11:56:06,2018-04-24 15:32:45.681116,d0:ff:98:14:5a:00,B315_45A00,WPA2/WPA,-57,1,HuaweiTe,none,14.700157,121.088873
2018-04-30 11:56:03,2018-04-24 15:32:43.098821,c4:ff:1f:57:f2:28,HUAWEI-6GEE,WPA2/WPA,-75,1,HuaweiTe,none,14.700180,121.089082
2018-04-30 12:11:12,2018-04-24 15:47:52.528522,8c:25:05:b2:6e:4e,B315_26E4E,WPA2/WPA,-43,1,HuaweiTe,none,14.700053,121.088778
2018-04-30 12:13:25,2018-04-24 15:50:05.231247,e0:8e:3c:22:07:5b,MANGMADS,WPA2/WPA,-61,1,AztechEl,none,14.700188,121.089030
2018-04-30 11:56:45,2018-04-24 15:33:24.671597,36:69:87:e8:50:91,smartbro,WPA2/WPA,-72,1,None,none,14.700108,121.088953
2018-04-30 12:22:21,2018-04-24 15:59:00.792038,34:23:ba:ed:50:9d,K Zoom,WPA2,-53,1,SamsungE,none,14.700015,121.088908
2018-04-30 11:56:43,2018-04-24 15:33:22.990921,90:61:0c:39:c0:e4,FuckYou,WPA2/WPA,-65,1,FidaInte,none,14.700077,121.088877
2018-04-30 12:11:18,2018-04-24 15:47:58.624791,e4:8d:8c:f7:a3:3a,ARK WiFi FOR RENT,OPN,-55,3,Routerbo,none,14.700037,121.088772
2018-04-30 11:56:06,2018-04-24 15:32:45.751576,8c:34:fd:42:2f:d5,HUAWEI-E5330-2FD5,WPA2,-54,1,HuaweiTe,none,14.700157,121.088873
2018-04-30 11:56:07,2018-04-24 15:32:46.857948,8e:79:67:61:02:83,wifi mo bato!!!,WPA2,-85,1,None,none,14.700148,121.088813
2018-04-30 12:21:08,2018-04-24 15:57:48.390291,fc:2d:5e:11:7a:22,photoavenue,WPA2,-56,2,Zte,none,14.700280,121.089805
2018-04-30 12:10:35,2018-04-24 15:47:15.315954,28:f3:66:be:db:b0,Ferro,WPA2/WPA,-79,2,Shenzhen,none,14.700085,121.088757
2018-04-30 12:21:11,2018-04-24 15:57:50.853852,c4:ff:1f:55:ea:7c,TKTEC.DPS,WPA2/WPA,-72,3,HuaweiTe,none,14.700250,121.089575
2018-04-30 11:56:09,2018-04-24 15:32:48.709233,3c:fa:43:1a:b5:ad,HUAWEI-B5AD,WPA2,-74,4,HuaweiTe,none,14.700128,121.088722
2018-04-30 11:56:11,2018-04-24 15:32:51.370485,08:40:f3:c8:30:61,Tenda_C83060,WPA2/WPA,-73,5,TendaTec,none,14.700118,121.088680
2018-04-30 12:10:44,2018-04-24 15:47:24.134926,88:d2:74:86:b2:77,restricted,WPA2/WPA,-66,5,Zte,none,14.700107,121.088758
2018-04-30 12:13:34,2018-04-24 15:50:14.848774,cc:06:77:d6:2d:f0,xNonex,WPA2/WPA,-55,5,Fiberhom,none,14.700303,121.089630
2018-04-30 11:57:06,2018-04-24 15:33:46.253533,c8:3a:35:38:9c:38,Tenda_389C38,WPA,-62,6,TendaTec,none,14.700195,121.090347
2018-04-30 11:56:11,2018-04-24 15:32:50.974436,94:0e:6b:65:d6:a5,B310_5D6A5,WPA2/WPA,-92,5,HuaweiTe,none,14.700118,121.088680
2018-04-30 12:13:15,2018-04-24 15:49:55.246142,00:1f:fb:ac:c4:cd,HomeBro_ULTERA,WPA2,-72,6,GreenPac,none,14.700032,121.088725
2018-04-30 11:56:13,2018-04-24 15:32:52.841011,56:a4:73:ed:79:90,Starmobile UP Prime,WPA2,-81,6,None,none,14.700110,121.088662
2018-04-30 12:11:23,2018-04-24 15:48:03.534528,fc:2d:5e:01:af:59,GLOBE_01AF59,WPA2/WPA,-79,6,Zte,none,14.700027,121.088780
2018-04-30 11:56:12,2018-04-24 15:32:52.357220,ec:3d:fd:37:83:cf,MV23249576,OPN,-88,6,Shenzhen,none,14.700112,121.088658
2018-04-30 11:56:13,2018-04-24 15:32:53.190508,34:ba:9a:54:ca:65,Smart_Bro_54CA65,WPA2,-79,7,Asiatelc,none,14.700110,121.088662
2018-04-30 12:21:17,2018-04-24 15:57:57.701191,92:79:67:e0:fe:a3,GLOBE_E0FEA3_3,WPA2/WPA,-63,9,None,none,14.700128,121.089108
2018-04-30 12:10:28,2018-04-24 15:47:08.372771,96:79:67:e0:fe:a3,GLOBE_E0FEA3_4,WPA2/WPA,-60,9,None,none,14.700162,121.089102
2018-04-30 12:10:27,2018-04-24 15:47:07.410637,d0:04:92:11:8b:60,PLDTHOMEFIBRCRUZWIFI,WPA2/WPA,-83,8,Fiberhom,none,14.700178,121.089183
2018-04-30 12:11:42,2018-04-24 15:48:21.932341,94:46:96:15:5e:45,XYNET2018,WPA2/WPA,-82,8,Baudtec,none,14.700008,121.088755
2018-04-30 12:21:15,2018-04-24 15:57:55.507763,8c:79:67:e0:fe:a3,GLOBE_E0FEA3,WPA2/WPA,-63,9,Zte,none,14.700170,121.089255
2018-04-30 12:10:29,2018-04-24 15:47:09.081368,8e:79:67:e0:fe:a3,GLOBE_E0FEA3_2,WPA2/WPA,-62,9,None,none,14.700148,121.089025
2018-04-30 12:12:22,2018-04-24 15:49:02.497131,98:de:d0:7e:03:9e,ARK PC & PISONET PARTS COMPUTER ,WPA2/WPA,-58,10,Tp-LinkT,none,14.699985,121.088750
2018-04-30 12:10:49,2018-04-24 15:47:29.005749,c8:3a:35:f7:58:19,Tenda_Warly,WPA2,-77,10,TendaTec,none,14.700108,121.088750
2018-04-30 12:22:16,2018-04-24 15:58:56.078073,f4:8e:92:cd:88:d1,HT_APO,WPA2/WPA,-58,11,HuaweiTe,none,14.700020,121.088920
2018-04-30 12:21:24,2018-04-24 15:58:04.982393,08:10:79:dc:44:e6,NVR081079dc44e6,WPA2,-67,14,None,none,14.700010,121.088742
2018-04-30 11:56:41,2018-04-24 15:33:21.274651,20:54:fa:34:e7:ef,B315_4E7EF,WPA2/WPA,-73,1,HuaweiTe,none,14.700045,121.088825
2018-04-30 11:56:25,2018-04-24 15:33:05.244283,6c:b7:49:02:9f:81,B315_29F81,WPA2/WPA,-84,1,HuaweiTe,none,14.700142,121.088732
2018-04-30 11:56:42,2018-04-24 15:33:22.412126,5c:03:39:1e:5b:2e,V I N N E T T E,WPA2/WPA,-84,1,HuaweiTe,none,14.700060,121.088852
2018-04-30 12:21:30,2018-04-24 15:58:10.244055,70:4f:57:36:6a:62,DYRAMEAN,WPA2,-78,2,Tp-LinkT,none,14.700012,121.088763
2018-04-30 12:10:47,2018-04-24 15:47:26.823908,3c:78:43:87:ad:a0,HUAWEI-S4hs,WPA2/WPA,-89,6,HuaweiTe,none,14.700108,121.088750
2018-04-30 12:11:19,2018-04-24 15:47:58.982959,70:9f:2d:a0:9c:90,Di nabubulok,WPA2/WPA,-75,2,Zte,none,14.700028,121.088772
2018-04-30 12:13:34,2018-04-24 15:50:14.611615,30:b5:c2:08:77:59,CommunityChurch,WPA2/WPA,-71,6,Tp-LinkT,none,14.700303,121.089630
2018-04-30 12:13:34,2018-04-24 15:50:14.353937,00:19:5b:de:6a:0a,dlink_bb127,WPA2/WPA,-79,6,D-Link,none,14.700303,121.089630
2018-04-30 12:11:03,2018-04-24 15:47:43.287255,7c:11:cb:6f:98:60,B315_F9860,WPA2/WPA,-80,6,HuaweiTe,none,14.700093,121.088758
2018-04-30 12:21:11,2018-04-24 15:57:51.642929,d4:6e:0e:49:d7:54,Dorie,WPA2,-88,5,Tp-LinkT,none,14.700250,121.089575
2018-04-30 11:56:50,2018-04-24 15:33:30.372844,40:cb:a8:30:59:eb,brylle wifi,WPA2/WPA,-90,6,HuaweiTe,none,14.700180,121.089213
2018-04-30 11:56:52,2018-04-24 15:33:32.296245,bc:c0:0f:1f:f1:e8,thorjack4504,WPA2/WPA,-79,9,Fiberhom,none,14.700210,121.089330
2018-04-30 12:13:39,2018-04-24 15:50:19.052653,d4:a1:48:6e:51:7d,good is God,WPA2/WPA,-63,9,HuaweiTe,none,14.700293,121.089998
2018-04-30 11:56:54,2018-04-24 15:33:34.447609,98:e7:f5:55:6b:29,B315_56B29,WPA2/WPA,-84,10,HuaweiTe,none,14.700235,121.089470
2018-04-30 11:56:58,2018-04-24 15:33:37.926332,00:1f:fb:ba:3d:b1,HomeBro_ULTERA,WPA2,-72,11,GreenPac,none,14.700258,121.089757
2018-04-30 11:56:56,2018-04-24 15:33:35.717929,46:d2:44:4e:37:bf,none,none,-85,11,none,none,14.700252,121.089613
2018-04-30 11:56:56,2018-04-24 15:33:35.739670,90:61:0c:10:59:f0,PLDTMyDSL_127BB,WPA2/WPA,-83,11,FidaInte,none,14.700252,121.089613
2018-04-30 12:10:12,2018-04-24 15:46:52.618781,74:cc:39:3c:f4:d8,PLDTHOMEFIBR_3cf4d8,WPA2/WPA,-45,11,Fiberhom,none,14.700128,121.090635
2018-04-30 11:57:04,2018-04-24 15:33:43.982341,9c:6f:52:35:06:53,bayanDSLWIFI_0653,WPA2/WPA,-72,2,Zte,none,14.700228,121.090202
2018-04-30 11:57:02,2018-04-24 15:33:41.705066,08:10:73:47:12:fe,Virus,WPA2/WPA,-76,2,None,none,14.700243,121.090050
2018-04-30 11:57:01,2018-04-24 15:33:40.661817,00:1a:ef:46:02:a0,AOVggwp,WPA2/WPA,-84,1,Loopcomm,none,14.700252,121.089978
2018-04-30 12:13:48,2018-04-24 15:50:28.221717,74:cc:39:88:9d:08,Nes,WPA2/WPA,-45,3,Fiberhom,none,14.700127,121.090717
2018-04-30 11:57:05,2018-04-24 15:33:45.047817,d4:6e:0e:f3:65:c0,ANTHONY_WIFI4RENT,OPN,-77,4,Tp-LinkT,none,14.700213,121.090272
2018-04-30 11:57:05,2018-04-24 15:33:44.910369,94:46:96:17:e6:42,PLDTHOMEDSLZGZG0,WPA2/WPA,-81,3,Baudtec,none,14.700213,121.090272
2018-04-30 11:57:05,2018-04-24 15:33:44.980925,8c:68:c8:c0:0d:b9,ALDWIN,WPA2/WPA,-84,2,None,none,14.700213,121.090272
2018-04-30 11:57:06,2018-04-24 15:33:46.322216,c4:ff:1f:56:03:34,HUAWEI-Tut6,WPA2/WPA,-85,5,HuaweiTe,none,14.700195,121.090347
2018-04-30 11:57:06,2018-04-24 15:33:46.360705,3c:78:43:87:d5:b0,HUAWEI-Nf5u,WPA2/WPA,-90,5,HuaweiTe,none,14.700195,121.090347
2018-04-30 12:13:34,2018-04-24 15:50:14.886789,50:04:b8:7f:0a:f0,Max Griffiths,WPA2/WPA,-80,5,HuaweiTe,none,14.700303,121.089630
2018-04-30 11:57:47,2018-04-24 15:34:26.876206,08:16:08:00:0c:77,HOTSPOT,OPN,-76,6,None,none,14.698437,121.092577
2018-04-30 12:13:37,2018-04-24 15:50:17.440911,c4:ff:1f:55:bb:5c,Miggys Wifi,WPA2/WPA,-82,6,HuaweiTe,none,14.700303,121.089848
2018-04-30 12:20:58,2018-04-24 15:57:38.557098,c8:3a:35:45:e3:88,Tenda_45E388,WPA,-86,6,TendaTec,none,14.700265,121.090405
2018-04-30 12:20:58,2018-04-24 15:57:37.864843,e0:46:9a:73:60:22,FreeWifi,WPA2,-81,6,Netgear,none,14.700265,121.090405
2018-04-30 12:13:37,2018-04-24 15:50:16.912383,00:23:69:32:bb:b9,linksys,WPA2,-83,6,Cisco-Li,none,14.700303,121.089848
2018-04-30 12:13:56,2018-04-24 15:50:36.499438,aa:a6:68:da:54:ae,VIDAL SUN,WPA2/WPA,-64,6,None,none,14.699790,121.091268
2018-04-30 11:57:12,2018-04-24 15:33:51.850026,2c:30:33:e5:f7:5d,NETGEAR02,WPA2,-53,8,Netgear,none,14.700058,121.090758
2018-04-30 12:13:40,2018-04-24 15:50:20.386714,fc:2d:5e:14:de:dd,GLOBE_14DEDD,WPA2/WPA,-77,9,Zte,none,14.700288,121.090077
2018-04-30 11:57:14,2018-04-24 15:33:53.420722,8c:0d:76:d8:b1:4e,B315_8B14E,WPA2/WPA,-84,10,HuaweiTe,none,14.699987,121.090893
2018-04-30 11:57:17,2018-04-24 15:33:57.309286,90:61:0c:16:fa:56,PLDTMyDSL-Playboyz,WPA2/WPA,-72,11,FidaInte,none,14.699873,121.091093
2018-04-30 11:57:17,2018-04-24 15:33:56.499719,00:1e:2a:62:1e:8e,NETGEAR,WPA2/WPA,-82,11,Netgear,none,14.699873,121.091093
2018-04-30 12:20:43,2018-04-24 15:57:22.898474,a0:ab:1b:76:46:fc,Monkeys Wifi,WPA2/WPA,-77,11,D-LinkIn,none,14.699837,121.091335
2018-04-30 11:57:16,2018-04-24 15:33:56.351478,e0:8e:3c:22:15:7b,cynth&#305;a,WPA2/WPA,-93,11,AztechEl,none,14.699912,121.091030
2018-04-30 12:09:38,2018-04-24 15:46:18.047915,68:72:51:0e:41:8a,Captive Portal,OPN,-67,13,Ubiquiti,none,14.698635,121.092488
2018-04-30 12:20:47,2018-04-24 15:57:27.594847,b0:4e:26:f8:bd:42,DELEON FAMILY,WPA2,-62,1,Tp-LinkT,none,14.699998,121.091112
2018-04-30 12:20:30,2018-04-24 15:57:10.311160,6c:3b:6b:9c:36:67,WiFi ni Dudong,OPN,-55,1,Routerbo,none,14.699247,121.091925
2018-04-30 11:57:19,2018-04-24 15:33:59.169291,1c:15:1f:a6:c4:09,zack,WPA2/WPA,-80,1,HuaweiTe,none,14.699795,121.091205
2018-04-30 11:57:24,2018-04-24 15:34:03.998610,60:83:34:e9:18:6b,Huawa,WPA2/WPA,-80,11,HuaweiTe,none,14.699602,121.091392
2018-04-30 12:09:50,2018-04-24 15:46:30.447976,00:1f:fb:a5:5b:f3,pan d dora is back!,WPA2,-60,6,GreenPac,none,14.699240,121.091853
2018-04-30 12:09:49,2018-04-24 15:46:29.652552,c4:6e:1f:48:b7:20,TP-LINK_48B720,WPA2,-71,6,Tp-LinkT,none,14.699198,121.091900
2018-04-30 11:57:26,2018-04-24 15:34:06.088126,00:1a:ef:15:fc:45,cynthia,WPA,-87,6,Loopcomm,none,14.699517,121.091472
2018-04-30 11:57:30,2018-04-24 15:34:09.762916,d0:04:92:01:a3:88,PLDTHOMEFIBR_01a388,WPA2/WPA,-75,9,Fiberhom,none,14.699345,121.091657
2018-04-30 11:57:31,2018-04-24 15:34:11.213826,00:1f:fb:b7:d8:2b,HomeBro_ULTERA,WPA2,-70,10,GreenPac,none,14.699300,121.091708
2018-04-30 12:09:51,2018-04-24 15:46:31.603692,9c:6f:52:35:07:d5,bayanDSLWIFI_07D5,WPA2/WPA,-71,10,Zte,none,14.699277,121.091813
2018-04-30 12:20:25,2018-04-24 15:57:05.225513,60:de:f3:79:86:d8,Vaping Riders,WPA2/WPA,-51,11,HuaweiTe,none,14.698978,121.092190
2018-04-30 12:14:20,2018-04-24 15:51:00.695352,50:c7:bf:cf:84:e6,WIFI-ZONE,WPA2,-51,11,Tp-LinkT,none,14.698445,121.092758
2018-04-30 12:09:33,2018-04-24 15:46:12.953139,94:46:96:15:5a:94,PLDTHOMEDSLLZLQ0,WPA2/WPA,-59,10,Baudtec,none,14.698358,121.092782
2018-04-30 11:57:34,2018-04-24 15:34:14.160973,b8:55:10:2b:41:7c,lageerssss,WPA2,-77,11,ZioncomE,none,14.699145,121.091860
2018-04-30 11:57:33,2018-04-24 15:34:13.360573,00:13:33:d9:9f:ea,PLDTHOMEDSL,WPA2/WPA,-84,11,Baudtec,none,14.699197,121.091808
2018-04-30 12:20:26,2018-04-24 15:57:05.827731,90:61:0c:35:c0:2e,PLDTHOMEDSL49198,WPA2/WPA,-74,11,FidaInte,none,14.699030,121.092133
2018-04-30 12:09:39,2018-04-24 15:46:19.466647,00:1f:fb:b3:02:6b,HomeBro_ULTERA,WPA2,-53,1,GreenPac,none,14.698675,121.092442
2018-04-30 11:57:37,2018-04-24 15:34:17.005974,c4:ff:1f:55:fe:cc,Kit,WPA2/WPA,-56,1,HuaweiTe,none,14.698982,121.092027
