GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-05-09 14:53:40,2018-05-08 11:36:54.144100,8c:25:05:b2:6e:4e,B315_26E4E,WPA2/WPA,-48,1,HuaweiTe,none,14.700112,121.088700
2018-05-09 14:36:06,2018-05-08 11:19:19.314066,90:61:0c:39:c0:e4,FreeWifi,WPA2/WPA,-74,1,FidaInte,none,14.699892,121.089193
2018-05-09 14:36:47,2018-05-08 11:20:00.416887,d0:ff:98:14:5a:00,B315_45A00,WPA2/WPA,-48,1,HuaweiTe,none,14.699970,121.089173
2018-05-09 14:54:38,2018-05-08 11:37:52.033853,fc:2d:5e:11:7a:22,photoavenue,WPA2,-52,2,Zte,none,14.700250,121.089430
2018-05-09 14:53:20,2018-05-08 11:36:33.928342,20:54:fa:34:e7:ef,B315_4E7EF,WPA2/WPA,-75,1,HuaweiTe,none,14.700188,121.088613
2018-05-09 14:36:06,2018-05-08 11:19:18.896350,78:8a:20:24:b0:79,JUN WiFi Rental,OPN,-87,1,Ubiquiti,none,14.699892,121.089193
2018-05-09 14:53:40,2018-05-08 11:36:54.037471,e4:8d:8c:f7:a3:3a,ARK WiFi FOR RENT,OPN,-63,3,Routerbo,none,14.700112,121.088700
2018-05-09 15:07:21,2018-05-08 11:50:34.468213,28:f3:66:be:db:b0,Ferro,WPA2/WPA,-80,2,Shenzhen,none,14.700180,121.088985
2018-05-09 14:53:41,2018-05-08 11:36:55.024400,98:de:d0:7e:03:9e,ARK PC & PISONET PARTS COMPUTER ,WPA2/WPA,-67,3,Tp-LinkT,none,14.700108,121.088713
2018-05-09 15:07:08,2018-05-08 11:50:22.288859,e4:18:6b:c0:6e:a0,PLDTMyDSLBiz07260,WPA2/WPA,-57,4,ZyxelCom,none,14.700000,121.090088
2018-05-09 14:54:03,2018-05-08 11:37:17.226666,d4:a1:48:6e:51:7d,good is God,WPA2/WPA,-64,6,HuaweiTe,none,14.700088,121.089005
2018-05-09 14:53:24,2018-05-08 11:36:38.038619,88:d2:74:86:b2:77,restricted,WPA2/WPA,-68,5,Zte,none,14.700162,121.088637
2018-05-09 14:37:30,2018-05-08 11:20:43.560470,28:9a:fa:2a:67:a7,fakeTAXI,WPA2/WPA,-73,6,TctMobil,none,14.699960,121.089118
2018-05-09 14:37:45,2018-05-08 11:20:58.473881,c4:ff:1f:55:ea:7c,TKTEC.DPS,WPA2/WPA,-67,6,HuaweiTe,none,14.700057,121.089123
2018-05-09 14:53:46,2018-05-08 11:36:59.321613,34:23:ba:ed:50:9d,K Zoom,WPA2,-56,6,SamsungE,none,14.700100,121.088795
2018-05-09 15:07:14,2018-05-08 11:50:27.385635,bc:c0:0f:1f:f1:e8,thorjack4504,WPA2/WPA,-74,7,Fiberhom,none,14.700067,121.089578
2018-05-09 14:36:54,2018-05-08 11:20:07.003011,3c:fa:43:1a:b5:ad,HUAWEI-B5AD,WPA2,-42,9,HuaweiTe,none,14.699975,121.089160
2018-05-09 15:07:15,2018-05-08 11:50:28.793611,24:1f:a0:94:7e:52,FloresWIFI,WPA2/WPA,-65,8,HuaweiTe,none,14.700073,121.089492
2018-05-09 14:54:45,2018-05-08 11:37:59.004826,c8:3a:35:38:9c:38,Tenda_389C38,WPA,-52,8,TendaTec,none,14.700267,121.089880
2018-05-09 14:35:57,2018-05-08 11:19:09.778716,c8:3a:35:f7:54:91,Tenda_AP North,WPA2,-87,9,TendaTec,none,14.699892,121.089168
2018-05-09 14:54:13,2018-05-08 11:37:26.956871,8e:79:67:e0:fe:a3,GLOBE_E0FEA3_2,WPA2/WPA,-45,11,None,none,14.700098,121.089077
2018-05-09 14:54:46,2018-05-08 11:37:59.715050,08:10:73:47:12:fe,Virus,WPA2/WPA,-80,9,None,none,14.700275,121.089953
