Total APs,1157
PLDT,293
BSSID,SSID,Encryption,Channel
88:d2:74:86:b2:f6,wifi ni mommy,WPA2/WPA,1
f0:98:38:f9:18:34,HappyHome,WPA2/WPA,4
08:86:3b:e2:8b:0e,connectkaboi,WPA2,6
00:13:33:dd:f2:f5,connect_ka,WPA2/WPA,11
9c:6f:52:35:1b:c7,Waki Center,WPA2/WPA,1
e4:77:23:a5:f9:80,Theo & Joaquin,WPA2/WPA,2
88:3f:d3:06:8d:18,chikichikii ,WPA2/WPA,5
52:8f:4c:50:92:6a,DIRECT-ZG-mido,WPA2,5
1c:dd:ea:e2:63:51,BESO-aGVpZHM,OPN,6
34:ba:9a:54:8c:ec,MICAYA,WPA2,9
94:46:96:18:a2:2b,Saaminlangtoh,WPA2/WPA,10
90:61:0c:17:e5:c4,PPIQC,WPA2/WPA,11
94:46:96:1d:87:d8,2pac,WPA2/WPA,11
00:0b:85:1a:d3:c2,COA Exclusive,WEP,11
90:61:0c:3a:81:20,kasmot,WPA2/WPA,1
88:3f:d3:05:de:ec,Thranduil,WPA2/WPA,3
bc:3f:8f:d1:ce:9c,superkalan,WPA2/WPA,5
1e:1e:e3:00:0a:ba,DIRECT-Cj,WPA2,6
00:1e:c8:a0:5f:c2,NielLyn,WPA2,6
90:61:0c:35:cd:53,TUERCA,WPA2/WPA,11
e4:7d:eb:03:7d:ee,P01I-7DEE,WPA2,6
94:46:96:1f:b4:22,KROSS,WPA2/WPA,7
94:46:96:1f:ef:91,SOPHIA2018,WPA2/WPA,11
e0:8e:3c:16:80:25,virus,WPA2/WPA,1
88:d2:74:86:cb:86,Secret!!!,WPA2/WPA,10
e4:72:e2:f3:a0:a0,Alberto Family,WPA2/WPA,11
d8:d8:66:00:b2:c7,Maricel,WPA2,2
88:3f:d3:05:76:60,Melody,WPA2/WPA,2
00:26:75:d4:57:08,MOAOPT1,WPA,4
f0:98:38:07:d8:80,aydumo,WPA2/WPA,4
e4:18:6b:c2:8d:54,MIGO,WPA2/WPA,6
f0:98:38:72:f2:f8,JannelGayle,WPA2/WPA,6
90:61:0c:1d:0b:56,COA_SYATOY,WPA2,11
f0:98:38:a0:11:f0,jasperanz,WPA2/WPA,10
f0:98:38:a0:1c:08,dckyle,WPA2/WPA,11
88:d2:74:86:c9:50,3,WPA2/WPA,10
88:3f:d3:06:0e:20,hula,WPA2/WPA,11
00:26:75:f7:0d:74,virus,WPA,1
84:16:f9:ec:34:64,SUPERGIVEN,WPA2/WPA,1
88:3f:d3:06:83:bc,parllyn,WPA2/WPA,4
48:7b:6b:f0:62:0c,ESPARRAGO,WPA2/WPA,5
a0:f8:49:ee:88:e0,REGION IV-A,WPA2,6
34:ba:9a:57:54:f9,nightmare ,WPA2,8
6c:8b:2f:8c:ae:c6,piyahjham,WPA2/WPA,11
d0:ff:98:31:fd:ac,Quilicol family,WPA2/WPA,11
00:26:75:ea:cb:14,gppcoa,WPA,11
c4:86:e9:ac:47:b8,Kjopzcarwash,WPA2/WPA,1
a0:f8:49:ee:9e:c2,COA Exclusive,WPA2,1
f8:32:e4:b7:af:78,rwing,WPA2,2
78:c1:a7:05:4f:28,nathanstore,WPA,5
6e:5c:14:e1:a2:36,sexy jonna,WPA,5
38:a2:8c:fb:3e:b7,Mitsubishi Wireless TV 553,OPN,36
9e:a9:e4:d4:ca:b0,jaycee,WPA2,11
c8:d7:19:db:28:5f,Andes,WPA2/WPA,13
34:6b:d3:b1:0a:2f,Connect4G,WPA2/WPA,7
f0:98:38:07:d5:f8,yelenascloset,WPA2/WPA,8
42:53:49:86:58:7b,Connectify-me,WPA2,11
8c:eb:c6:93:29:d0,GRB,WPA2/WPA,6
36:69:87:a1:9b:7a,foxy.R,WPA2,13
38:2d:e8:c8:09:c6,BS8h-Y2Vwcw,OPN,6
c4:07:2f:81:7b:b1,lhynceyh,WPA2,0
90:61:0c:3a:50:01,kelcheng22,WPA2/WPA,11
34:08:04:0b:a1:20,Adventure Time!,WPA2/WPA,9
78:c1:a7:23:6b:52,Mind Your Own Life Asshole,WPA,1
00:1f:fb:c6:38:e7,virus,WPA2,10
94:46:96:1f:86:0a,CHUBSENCHOPS,WPA2/WPA,11
a8:a6:68:e0:2a:3c,FREE WIFI,WPA2/WPA,1
cc:06:77:5c:9c:e0,Villacrusis 2.4,WPA2/WPA,5
00:22:75:f1:aa:41,makabees,WPA2/WPA,6
88:d2:74:86:ae:0a,Paparudzwifi,WPA2/WPA,9
88:d2:74:86:b1:f7,Lumagbas Catering,WPA2/WPA,11
9c:6f:52:1c:92:f7,nephiaphoebe1124,WPA,1
2c:30:33:4e:21:62,NG24,WPA2,6
6c:3b:6b:9c:8e:dd,NORMAN WIFI 4 RENT,OPN,1
e8:40:f2:2d:86:71,AcunaRES,WPA,1
d4:6e:0e:bd:1c:54,REDCIRCLE,WPA2/WPA,6
78:44:76:c8:1b:e8,TPLINK,WPA2,6
88:3f:d3:06:4c:28,Secret Garden,WPA2/WPA,9
34:ba:9a:56:66:99,Risa Perez,WPA2,10
9c:a9:e4:93:5c:4c,no net,WPA2/WPA,11
78:54:2e:59:49:a8,dlink,WPA2/WPA,1
18:de:d7:34:12:d4,BF38HOMES,WPA2/WPA,3
00:23:69:f6:49:84,TotallyNotWifi,WPA2/WPA,6
e0:69:95:27:89:aa,a70ed8,WPA,6
30:b5:c2:66:41:9e,Romiranda Net,WPA2/WPA,7
d4:6e:0e:b1:c7:39,nsg_1st,WPA2/WPA,11
c0:25:e9:5d:ce:a0,Telstra_SMC BellTel,WPA2/WPA,11
90:61:0c:34:ff:d7,45CAL4u,WPA2/WPA,1
c0:4a:00:4a:43:0e,JIR Salazar 2,WPA2/WPA,2
c4:e9:84:fd:16:da,JIR Salazar 1,WPA2,3
94:a7:b7:26:58:02,JIR Office,WPA2/WPA,4
34:ce:00:1e:39:b2,JIR Office_plus,WPA2/WPA,4
00:21:29:7b:57:9b,Salita,WEP,6
98:de:d0:cc:52:44,BrgyZamora9,WPA2,11
cc:a2:23:a1:18:f0,modnails,WPA2/WPA,1
cc:06:77:76:5e:c0,modnails,WPA2/WPA,1
60:45:cb:cd:f6:00,little zebra,WPA2,2
26:aa:4b:5e:37:0b,LittleZebra-guest,OPN,4
20:aa:4b:5e:37:0b,LittleZebra,WPA2/WPA,4
0c:54:a5:15:7b:6b,481534,WPA2/WPA,6
36:69:87:89:30:50,Lilybell_Victoria,WPA2,13
d8:d8:66:00:df:47,BROADBAND,WPA2,3
88:d2:74:a8:fe:54,Cradle of Learners,WPA,2
50:c7:bf:d8:62:57,NHA-WiFi-Guest,WPA2/WPA,3
50:c7:bf:d8:60:9a,NHA-WiFi-Guest,WPA2/WPA,4
d4:61:2e:5f:a2:46,Tags Wifi,WPA2,6
c0:21:0d:94:57:1d,WiFiConnect 864,OPN,36
d0:6e:0e:49:d6:86,EMDWiFi2,WPA2,6
d4:6e:0e:49:d6:86,EstateMgmt,WPA,6
34:0a:6d:10:28:a3,MMBC314,WPA2,7
5c:6a:80:a3:70:6f,OGM2017,WPA2/WPA,9
50:c7:bf:d8:60:52,NHA-WiFi-Guest,WPA2/WPA,10
d8:5d:4c:ff:6d:08,WiFi,WPA2/WPA,11
74:ea:3a:df:99:36,CIED WiFi,WPA2/WPA,11
38:a2:8c:fb:42:35,WiFiConnect 321,OPN,36
4c:25:78:d0:84:42,D03-yj18q,WPA2,6
88:61:5a:16:66:41,Meron_166641,WEP,1
c0:25:e9:06:2c:16,vmowifi,WPA2,3
50:c7:bf:d8:61:31,NHA-WiFi-Guest,WPA2/WPA,4
cc:79:cf:68:9d:74,WiFiConnect 310,OPN,36
74:a5:28:fd:0c:36,AdventureFreeWi-Fi,WPA2/WPA,11
8c:dc:d4:e0:80:9d,HP-Print-9D-Deskjet 2540 series,WPA2,6
38:a2:8c:7c:eb:51,Mitsubishi Wireless TV 849,OPN,36
00:23:cd:da:11:50,Luv's WiFi,WPA2/WPA,11
5c:f2:86:22:08:72,WIFIKO,WPA2/WPA,8
94:0e:6b:a8:0c:ba,Smooch LTE,WPA2,4
58:70:c6:02:63:7a,YICarCam_02637a,WPA2,5
58:70:c6:f5:68:b4,YICarCamera,WPA2,5
cc:79:cf:2e:f4:bb,WiFiConnect 717,OPN,36
a0:8c:fd:98:48:bf,DIRECT-69-HP DeskJet 3630 series,WPA2,6
36:69:87:f2:5f:8b,FCMJ,WPA2,6
00:21:29:7b:5c:54,BalaiTalakayan,WPA,6
54:b8:0a:36:61:68,Central,WPA2/WPA,11
c4:12:f5:75:e3:8a,bilan,WPA2/WPA,3
2c:44:fd:be:96:fd,HP-Print-FD-Deskjet 2540 series,WPA2,6
a0:ab:1b:96:58:e0,Cumm4Me,WPA2/WPA,1
a0:ab:1b:96:58:e1,Stingray-G,WPA2/WPA,1
9c:d6:43:4b:26:df,PigPen,WPA2/WPA,2
78:c1:a7:05:c5:5c,LUCAS INTERNET,WPA,2
4c:81:20:f3:93:6f,malupadilla,WPA2/WPA,5
78:c1:a7:24:51:96,Java Black,WPA,6
2c:4d:54:d9:fd:68,Dunby,WPA2,6
00:26:75:dd:54:cc,Tresmarias,WPA,11
5a:e3:47:f8:8c:b1,LDC_SAP_LENOVO-PC,WPA2,11
c8:d3:a3:15:b2:98,KOALA,WPA2/WPA,13
c8:d3:a3:6f:65:84,dvt555,WPA2/WPA,1
14:b7:f8:0b:8d:9f,Tantoco AirPort Extreme,WPA2/WPA,1
94:46:96:1c:f6:15,E,WPA2/WPA,1
fc:8b:97:31:78:7d,Pocket-Repeater,OPN,4
a8:0c:63:7c:08:ce,aj,WPA2,4
ec:f3:42:23:20:1c,jensen,WPA,6
48:7b:6b:f0:72:f8,ACEJ FAM,WPA2/WPA,9
94:0e:6b:57:19:3d,get off my wifi,WPA2,10
e8:de:27:9a:b3:d8,NAFS,WPA2/WPA,11
18:d6:c7:23:95:10,admin,WPA2/WPA,6
50:09:59:83:82:81,"(Alporha and Rodriguez, 2016)",WPA2/WPA,6
30:e1:71:05:7d:ea,DIRECT-E9-HP DeskJet 3630 series,WPA2,6
00:18:f8:a4:31:fb,GPF,WPA,11
00:1f:fb:ba:d2:8b,LynKoCus6-07,WPA2,11
f4:e3:fb:e5:49:fc,XRZ-850,WPA2/WPA,5
58:70:c6:f7:42:4d,YICarCam_F7424D,WPA2,6
f8:32:e4:b2:07:70,HOLYFAMILY,WPA2,11
1c:74:0d:17:c9:74,UNITY_SOURCE,WPA2/WPA,11
e0:8e:3c:18:90:f8,PoohCorner,WPA,11
f6:9f:c2:b5:f1:b4,Aralinks_Faculty,WPA2/WPA,11
28:92:4a:14:9f:84,HOLYFAMILY,WPA2/WPA,13
20:25:64:cb:84:7e,979384,WPA2/WPA,1
f6:9f:c2:57:be:90,Aralinks_Hub2,WPA2/WPA,1
e0:8e:3c:21:e8:eb,HOLYFAMILY,WPA2/WPA,1
8c:18:d9:71:91:1b,Mitsubishi Wireless TV 908,OPN,6
00:19:be:81:32:e2,Altai_Wifi,WPA2,6
4c:f9:5d:85:9a:fc,RBCTY1,WPA2/WPA,6
48:f8:b3:a9:6d:bc,HFSPrivate,WPA2/WPA,8
84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,9
18:a6:f7:76:35:da,TP,WPA2/WPA,10
c8:93:46:48:4c:ae,Think_484CAE,WPA2,10
d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,11
a0:ab:1b:76:31:7c,kitchenweb,WPA2/WPA,11
00:26:75:79:72:04,ThePlaceToBe,WPA2,11
78:c1:a7:03:9e:ec,Pebble,WPA,1
86:2a:a8:eb:23:c8,Aralinks_Hub1,WPA2/WPA,1
00:1a:ef:48:8a:d3,HOLYFAMILY,WPA2/WPA,2
cc:06:77:21:70:80,zab,WPA2/WPA,3
c8:93:46:47:ad:f2,Think_47ADF2,WPA2,6
c8:93:46:48:50:5b,Think_48505B,WPA2,7
cc:06:77:6f:30:40,SAIGON PHO1,WPA2/WPA,7
c8:93:46:48:60:c6,Think_4860C6,WPA2,10
90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,11
90:61:0c:2d:d3:09,tom&jerry,WPA2,11
00:1a:ef:48:77:0b,TROJAN VIRUS!,WPA2,9
f0:9f:c2:27:9d:b9,Wireless,WPA2,9
c8:93:46:48:70:90,Think_487090,WPA2,11
80:2a:a8:41:e9:d6,Wireless,WPA2,11
f0:98:38:07:9c:34,sjvmr,WPA2/WPA,10
c8:93:46:48:4c:7f,Think_484C7F,WPA2,11
8c:25:05:c9:46:a4,B315_946A4,WPA2/WPA,10
0e:41:58:01:1d:a3,5GB/s-3,WPA2,11
48:f8:b3:0f:d9:65,MotorGirl,WPA2,1
f4:f2:6d:94:56:14,OrangeSegment1,WPA2,1
cc:06:77:5c:bd:59,OS Dong,WPA2,1
00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,5
00:90:a9:10:89:7c,GuestWiFi,WPA2,6
00:90:a9:10:89:7b,SunkenGalleon,WPA2,6
44:6e:e5:5b:48:82,VIRUS,WPA2,6
f0:98:38:a0:02:64,WeylandMaginhawa,WPA2/WPA,8
f0:98:38:72:b5:48,VERA,WPA2/WPA,9
00:90:a9:0e:55:0b,CallaoMan,WPA2,11
00:21:29:9d:a8:2f,SpanishCoins,WPA2,11
30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,13
ee:1d:7f:a1:32:b7,DANNAH,WPA2/WPA,1
f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,4
50:04:b8:8f:95:f9,LuckyAlmera,WPA2,6
76:4a:a4:c9:3e:4c,CECILLE,WPA2/WPA,6
ac:86:74:4a:09:52,CloudTrax,OPN,5
0e:41:58:00:9f:ef,Wireless-N ext 1,WPA,6
e4:7d:eb:03:22:2c,Aircast_Wifi_44,WPA2,10
c0:56:27:90:c5:57,LAWPD,WPA2/WPA,10
dc:09:4c:14:29:cf,Monmon,WPA2/WPA,10
9c:6f:52:34:ff:b7,Fatpipe@Moonleaf,WPA2/WPA,11
b6:4e:26:4c:12:53,TFMGT Office_Guest,WPA2/WPA,2
f0:98:38:f9:14:28,Fiber200,WPA2/WPA,1
5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,1
70:8b:cd:b2:7b:60,Flower Poopoo :3 ,WPA2,1
88:d2:74:86:c0:a5,NAIL TREATS HAND and FOOTS SPA,WPA2/WPA,1
b0:4e:26:4c:0e:e3,TFMGT Office,WPA2/WPA,2
74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,2
b6:4e:26:4c:0e:e3,TFMGT Office_Guest,WPA2/WPA,2
b0:4e:26:4c:12:53,TFMGT Office,WPA2/WPA,2
5c:6a:80:1a:25:c6,Snow Creme,WPA2/WPA,3
00:e0:20:3b:00:75,Extension 3,WPA,6
ac:86:74:4a:09:57,‚$,WPA2,0
98:de:d0:cc:d4:72,K5MPCTV,WPA2,5
2c:4d:54:20:49:f0,pids_OP,WPA2,9
2c:4d:54:20:49:f1,pids_Guest,WPA2,9
90:61:0c:2a:47:af,Marco,WPA2,11
20:25:64:c6:89:a5,963c41,WPA2/WPA,1
28:10:7b:f1:02:bc,Diliman Bible Church,WPA2/WPA,2
00:24:01:b8:d1:9d,FRANCISCO-PC_Network,WPA2,6
e0:8e:3c:1f:e9:c3,PSCSEND-Office,WPA2/WPA,1
e4:77:23:a5:9a:84,RMotel Bayan,WPA2/WPA,1
cc:06:77:63:37:90,Estivlings,WPA2/WPA,1
18:a6:f7:8e:ef:ac,PSCSEND-Conference,WPA2/WPA,1
b0:c1:9e:49:f6:70,salt to the sea,WPA2/WPA,6
d0:22:be:21:f6:8d,beyond ulysses,WPA2,6
e8:cd:2d:7f:11:4d,glyph,WPA2/WPA,8
34:ba:9a:55:b6:dd,ZERAVLA,WPA2/WPA,9
9c:6f:52:35:10:66,Aji 3,WPA2/WPA,11
00:1f:fb:a5:21:19,jennyjuly06,WPA2,1
e8:94:f6:e1:ba:30,Extension,WPA2,5
88:d2:74:86:b6:5a,BirthdayMoBa?,WPA2/WPA,5
34:ba:9a:56:31:88,Farnsworth,WPA2,7
60:31:97:33:82:60,Saturn_Boss,WPA2/WPA,7
1c:74:0d:1a:d8:a0,LITOS,WPA2/WPA,9
40:cb:a8:90:46:e2,Broadband@work,WPA2/WPA,11
14:60:80:99:51:7c,mendoza,WPA2/WPA,3
00:23:69:26:de:f7,maja,WPA2/WPA,5
94:fe:22:b1:b6:14,WEST PHILIPPINE SEA,WPA2/WPA,5
94:46:96:1f:01:3f,EVOLUTION-5--,WPA2/WPA,10
94:46:96:18:f1:db,Asdfghjkl%%,WPA2/WPA,11
74:cc:39:bc:bc:a3,EDONG-EVOLUTION,OPN,10
74:cc:39:bc:bc:a2,EDONG-EVOLUTION,OPN,10
74:cc:39:bc:bc:a0,EDONG-EVOLUTION,OPN,10
06:d6:aa:57:47:00,Voodoo,WPA2,6
94:a7:b7:3c:ee:9b,Virus,WPA2/WPA,11
8c:eb:c6:ee:8d:e2,SODOPtradinginc,WPA2/WPA,10
c0:7e:40:73:1f:e4,PT&T Fiber,WPA2/WPA,11
0c:96:bf:79:42:87,Broadband@work,WPA2/WPA,11
1a:17:12:00:0c:07,2-EVOLUTION PREPAID HOT SPOT,OPN,13
08:17:12:00:0c:07,0-EVOLUTION PREPAID HOT SPOT,OPN,13
0a:17:12:00:0c:07,1-EVOLUTION PREPAID HOT SPOT,OPN,13
6c:3b:6b:4c:3f:d9,pgp personal,WPA2,1
e0:8e:3c:1a:d7:1f,Francisco,WPA2,1
e6:8d:8c:55:5e:73,Panthera Hotspot,OPN,1
58:c5:cb:66:14:6b,Aam,WPA2,1
e4:77:23:a0:41:0c,UP Post Office,WPA2/WPA,4
74:cc:39:89:cc:d8,IAmTilin,WPA2/WPA,5
bc:3a:ea:9a:cb:65,Tell My Wi-Fi Love Her,WPA2,6
34:ba:9a:4f:df:d5,Crystal Gems,WPA2,7
dc:ee:06:c0:70:f8,Flip Production,WPA2/WPA,0
90:61:0c:3a:12:77,DacanayWifi,WPA2/WPA,10
00:26:75:b7:4e:2b,OgenaDSLWiFi,WPA2/WPA,11
14:9a:10:f9:3a:6e,ewwwww,WPA2,11
f0:3e:90:01:cf:88,DILNET-WIFI,OPN,11
36:69:87:ab:fb:c6,Wifi,WPA2/WPA,13
24:79:2a:21:41:f8,DILNET-WIFI,OPN,1
74:cc:39:ca:4d:08,DILIGUBAT,WPA2,3
24:79:2a:21:35:18,DILNET-WIFI,OPN,3
24:79:2a:21:15:38,DILNET-WIFI,OPN,6
24:79:2a:21:0d:a8,DILNET-WIFI,OPN,6
74:cc:39:ca:37:f0,UPPFI,WPA2/WPA,6
8e:79:67:93:32:78,123,WPA2,2
24:79:2a:21:42:e8,DILNET-WIFI,OPN,8
78:44:76:cb:c9:54,KALAYAAN-ADMIN,WPA2,11
e8:1d:a8:1f:16:08,DILNET-WIFI,OPN,11
e8:1d:a8:1f:86:d8,DILNET-WIFI,OPN,1
e6:8d:8c:d8:a9:30,_UP,OPN,6
36:69:87:06:b6:71,MASE NHEL,WPA2/WPA,1
24:79:2a:21:42:28,DILNET-WIFI,OPN,4
ac:af:b9:ce:05:30,Buddy,WPA2,1
94:a7:b7:3d:06:dd,TFSWM-UPD,WPA2/WPA,1
00:90:0e:06:71:10,WitTEA WiFi Vendo,OPN,6
94:b1:0a:90:29:ad,DD,WPA2,6
80:71:7a:e9:6c:15,Latte Girl,WPA2,6
48:f8:b3:e3:38:30,FPI Admin Wifi,WPA2,4
00:21:29:c8:e2:1c,ERP,WPA2,6
88:dc:96:2b:75:88,EnGenius1-2GMain,WPA2,6
6c:19:8f:c3:ad:2c,searching....,WPA2/WPA,9
7c:c7:09:a8:eb:1f,Mitsubishi Wireless TV 804,OPN,36
78:c3:e9:09:a0:ae,Reivax,WPA2,1
98:fc:11:c7:06:38,We have internet you dont,WEP,6
18:a3:e8:1f:7f:28,SORRYNOTSORRY,WPA2/WPA,6
da:0f:99:8f:a8:ce,DIRECT-NX-BRAVIA,WPA2,6
3a:ff:24:54:17:8c,BZDy-Y29yZGlhbG1pbGFncm9zNzQ,OPN,1
36:69:87:06:53:ce,Gorg3,WPA2,2
28:10:7b:64:82:34,Web796ZB5591deeds,WPA2/WPA,4
74:cc:39:8b:b8:08,The_Peasant_Club,WPA2/WPA,3
a4:71:74:4a:13:f6,Gonzales wifi,WPA2,1
d4:ae:05:db:1e:8d,anakNiBatman,WPA2,6
5c:f2:86:25:ad:f5,stickbread,WPA2/WPA,8
aa:a6:68:68:ac:52,linksys,WPA2/WPA,1
94:a7:b7:26:68:92,DFC1434454,WPA2/WPA,10
9c:c1:72:03:de:60,Chibi,WPA2,11
76:4a:a4:7e:ae:ca,Char,WPA2/WPA,6
ec:9b:f3:35:4f:9a,ANJO's Note5,WPA2,6
36:69:87:4d:82:b4,DiegoBolt,WPA2/WPA,2
a0:8d:16:aa:15:ee,Lulu Olaguer,WPA2,4
74:cc:39:bb:02:c8,TRINIDAD.TRINIDAD,WPA2,9
74:cc:39:ca:a1:00,Kylee's Fibr Wifi,WPA2/WPA,6
f4:f2:6d:8b:6d:10,HLB1!_M_VIOLA,WPA2/WPA,5
5c:f2:86:24:02:ab,LTE339810,WPA2/WPA,7
74:cc:39:ca:6c:88,Armandong,WPA2/WPA,9
bc:c0:0f:82:03:d8,Betelgeuse,WPA2/WPA,10
c0:56:27:83:28:00,PSU,WEP,1
80:57:19:67:a6:db,Bcdr-RkU,OPN,6
84:16:f9:3f:f2:3e,TUCPVP,WPA2,9
04:02:1f:4e:57:3e,B315_E573E,WPA2,11
94:fe:22:b1:95:df,TUCP OFFICE,WPA2/WPA,10
f0:98:38:3d:db:04,Central,WPA2/WPA,10
50:c7:bf:d8:60:70,NHA-WiFi-Guest,WPA2/WPA,9
00:1f:fb:ac:64:8b,Macaraeg,WPA2,10
90:61:0c:2d:d3:0b,PROLINK_H5004NK_DD30B,WPA2,11
c8:3a:35:04:ee:28,Tenda_04EE28,WPA,11
20:aa:4b:e7:30:7b,ELEANOR/ROUTER,WPA2,3
00:26:75:f4:9c:21,zoeanne,WPA2/WPA,4
ee:1d:7f:a1:3d:ca,Kabogsss,WPA2/WPA,13
d4:7b:b0:53:b8:ab,Chewboiboi,WPA2/WPA,1
b4:75:0e:cc:7b:d1,JOBO-NET,WPA2,1
e4:58:e7:5b:73:eb,jjk,WPA2,6
f8:d1:11:83:78:44,Virus Detected,WPA2/WPA,1
c8:d7:19:1b:14:26,2017_Trojan_Virus!@&*%,WPA2/WPA,2
aa:6b:6e:49:95:18,Happy Birthday,WPA2,1
9c:a3:a9:09:07:f9,IPCF3680910265870,OPN,1
00:26:75:e4:f0:50,YujInn 3rd floor,WPA2,4
c8:93:46:48:56:58,Think_485658,WPA2,9
76:4a:a4:c9:21:e6,TheEmperor,WPA2/WPA,13
78:c1:a7:24:27:66,Ragnarok1017,WPA,1
d4:6e:0e:66:46:50,Ragnarok1017_EXT,WPA2/WPA,1
cc:06:77:60:54:f8,fibr1,WPA2/WPA,1
00:1d:92:10:df:e3,H9300G,WPA,1
f0:98:38:07:d0:98,BLUE_EYES,WPA2/WPA,6
a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,6
8c:eb:c6:ce:20:18,B315_E2018,WPA2/WPA,8
cc:06:77:6e:c9:98,#WIP PH 1,WPA2/WPA,11
60:31:97:dc:e7:f0,The Wander  Space,WPA2/WPA,13
00:23:b1:6d:a7:97,R-R-J-T-S,WPA2/WPA,1
e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,1
e0:8e:3c:19:b0:ab,79Maginhawa,WPA,1
36:69:87:a1:89:8f,NATOR 1O,WPA2/WPA,1
ee:1d:7f:a1:35:10,aninay09,WPA2,6
c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,6
ae:5f:3e:33:7a:63,Marauder's Phone,WPA2,6
64:a5:c3:6d:7d:94,solar_wifi,WPA2,6
5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,6
5c:6a:80:a3:6f:37,UNDER THE SEA,WPA2/WPA,9
78:44:76:c7:c3:7c,CD-R KING_C7C37C,OPN,11
7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,5
4e:1a:3d:72:55:25,A1601,WPA2,11
70:5a:9e:84:02:80,MariaClare,WPA2/WPA,11
14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,1
40:cb:a8:d5:65:52,Darkyamasita36,WPA2/WPA,1
b6:4e:26:4c:0f:dd,TFMGT Office_Guest,WPA2/WPA,2
74:cc:39:ba:cd:f0,MBOSOFFICE,WPA2/WPA,6
84:9f:b5:3e:81:8c,wifidental,WPA2,10
74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,11
08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,1
3c:a6:16:a3:e7:79,vivo 1718,WPA2,6
94:a7:b7:3c:f9:7c,55tinta,WPA2/WPA,11
9c:6f:52:34:ff:b6,Zentea,WPA2/WPA,1
f0:98:38:72:db:98,ZGMKTGCORP,WPA2/WPA,4
84:16:f9:ed:7d:f4,flyff for fun,WPA2/WPA,10
28:ff:3e:3d:de:c0,chase,WPA2/WPA,1
80:71:7a:f0:72:dd,mag-one,WPA2,2
8c:25:05:a4:33:26,B315_43326,WPA2/WPA,5
5c:f2:86:25:75:0b,lester8182,WPA2/WPA,8
00:e0:20:60:71:69,Estivlings_Ext1,WPA2,4
84:db:ac:1e:f2:12,xaira,WPA2,3
34:ce:00:1a:56:cd,Northern House_plus,WPA2/WPA,11
00:27:15:58:36:e1,B8NT-4p2k8J+YjUJoZTA48J+YjeKdpA,OPN,6
18:a6:f7:45:7f:13,Morning Joggers,WPA2/WPA,8
94:0e:6b:65:d6:aa,B310_5D6AA,WPA2/WPA,1
e0:8e:3c:1b:3e:83,amihan,WPA2/WPA,2
6c:19:8f:0c:ff:9e,autotrade.com.ph,WPA2/WPA,5
7c:7d:3d:e9:d6:82,LAPD,WPA2/WPA,10
9c:a9:e4:9a:ee:35,Althea Joy,WPA2/WPA,11
90:61:0c:3a:00:ec,MAEWIFI,WPA2/WPA,11
