GPS Time,Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-05-08 13:58:24,2018-05-08 05:58:25.275358,d0:13:fd:4f:83:ba,V20_1573,WPA2,-8,1,LgElectr,none,14.702395,121.095773
2018-05-08 14:38:33,2018-05-08 06:38:34.367131,90:61:0c:39:c0:e4,FreeWifi,WPA2/WPA,-69,1,FidaInte,none,14.700075,121.089108
2018-05-08 13:35:16,2018-05-08 05:35:17.111946,e0:8e:3c:22:07:5b,MANGMADS,WPA2/WPA,-62,1,AztechEl,none,14.699870,121.089140
2018-05-08 14:03:27,2018-05-08 06:03:28.313671,8c:25:05:b2:6e:4e,B315_26E4E,WPA2/WPA,-40,1,HuaweiTe,none,14.700110,121.088665
2018-05-08 13:48:59,2018-05-08 05:49:00.148871,d0:ff:98:14:5a:00,B315_45A00,WPA2/WPA,-50,1,HuaweiTe,none,14.700192,121.089028
2018-05-08 14:19:00,2018-05-08 06:19:01.354008,3c:fa:43:1a:b5:ad,HUAWEI-B5AD,WPA2,-47,1,HuaweiTe,none,14.700052,121.088965
2018-05-08 13:35:33,2018-05-08 05:35:34.285717,78:8a:20:24:b0:79,JUN WiFi Rental,OPN,-88,1,Ubiquiti,none,14.700103,121.089353
2018-05-08 14:03:28,2018-05-08 06:03:29.644152,5c:03:39:1e:5b:2e,V I N N E T T E,WPA2/WPA,-79,1,HuaweiTe,none,14.700110,121.088665
2018-05-08 14:16:23,2018-05-08 06:16:24.302481,c8:3a:35:38:9c:38,Tenda_389C38,WPA,-51,1,TendaTec,none,14.700272,121.090432
2018-05-08 14:17:48,2018-05-08 06:17:49.864038,e4:8d:8c:f7:a3:3a,ARK WiFi FOR RENT,OPN,-59,3,Routerbo,none,14.700038,121.089022
2018-05-08 14:02:56,2018-05-08 06:02:56.788255,c4:ff:1f:55:ea:7c,TKTEC.DPS,WPA2/WPA,-63,2,HuaweiTe,none,14.700315,121.089477
2018-05-08 14:18:43,2018-05-08 06:18:44.480938,98:de:d0:7e:03:9e,ARK PC & PISONET PARTS COMPUTER ,WPA2/WPA,-68,121,Tp-LinkT,none,14.700025,121.088982
2018-05-08 13:51:23,2018-05-08 05:51:24.610266,94:46:96:15:5e:45,XYNET2018,WPA2/WPA,-81,2,Baudtec,none,14.700115,121.089052
2018-05-08 13:34:21,2018-05-08 05:34:21.940487,70:9f:2d:a0:9c:90,Di nabubulok,WPA2/WPA,-81,2,Zte,none,14.699975,121.089107
2018-05-08 14:19:41,2018-05-08 06:19:42.345043,fc:2d:5e:11:7a:22,photoavenue,WPA2,-51,4,Zte,none,14.700287,121.089548
2018-05-08 13:34:07,2018-05-08 05:34:08.148973,d4:a1:48:6e:51:7d,good is God,WPA2/WPA,-64,5,HuaweiTe,none,14.699983,121.089115
2018-05-08 14:03:18,2018-05-08 06:03:19.123627,88:d2:74:86:b2:77,restricted,WPA2/WPA,-64,5,Zte,none,14.700110,121.088665
2018-05-08 14:03:36,2018-05-08 06:03:37.554737,34:23:ba:ed:50:9d,K Zoom,WPA2,-60,6,SamsungE,none,14.700110,121.088665
2018-05-08 13:35:23,2018-05-08 05:35:23.976720,34:ba:9a:57:4a:aa,Smart_Bro_574AAA,WPA2,-70,7,Asiatelc,none,14.699863,121.089137
