Common,188
BSSID,SSID,Wigle-Encryption,RPi-Encryption,Wigle-Channel,RPi-Channel,Wigle Avg RSSI,RPi Avg RSSI
e0:8e:3c:1a:e6:07,bayanDSLWIFI_E607,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,10,10,-73,-74
e6:8d:8c:55:5e:73,Panthera Hotspot,[ESS],OPN,1,1,-72,-80
e0:8e:3c:21:ce:bf,bayanDSLWIFI_CEBF,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,3,3,-80,-69
28:ff:3e:3d:ea:e6,bayanDSLWIFI_EAE6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,10,10,-74,-74
e0:8e:3c:1a:d7:1f,Francisco,[WPA2-PSK-CCMP+TKIP][ESS],WPA2,1,1,-81,-75
6c:19:8f:0c:ff:9e,autotrade.com.ph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,5,5,-89,-84
1a:17:23:00:02:85,EVOHOTSPOT 31,[ESS],OPN,6,6,-90,-87
0c:96:bf:79:42:87,Broadband@work,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-73,-79
e0:8e:3c:1b:3f:5f,bayanDSLWIFI_3F5F,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-73,-58
1a:17:23:00:01:4d,EVOHOTSPOT 35,[ESS],OPN,6,6,-79,-82
90:61:0c:16:a8:02,PLDTMyDSL,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],WPA2/WPA,11,11,-81,-84
90:61:0c:36:0c:7d,PLDTHOMEDSL03197,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-63,-71
9c:6f:52:35:14:3d,bayanDSLWIFI_143D,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,4,4,-86,-87
8c:eb:c6:ee:8d:e2,SODOPtradinginc,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,5,5,-76,-77
9c:a9:e4:9a:ee:35,Althea Joy,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-85,-85
 
WiGLE Unique,96
BSSID,SSID,Wigle-Encryption,Wigle-Channel,Wigle Avg RSSI
00:13:33:d6:39:fe,PLDTHOMEDSLKJFC,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2,-83
24:09:95:43:1a:21,HUAWEI-E5330-1A21,[WPA2-PSK-CCMP][ESS],5,-85
32:14:4a:ef:a9:8b,MMDA_MESH190,[IBSS],56,-84
f0:55:41:01:81:0c,WiFi_OBDII,[ESS],1,-87
98:e7:f5:5f:47:d2,sgmpaker,[WPA2-PSK-CCMP][ESS],2,-86
ae:5f:3e:23:81:91,AndroidAP,[WPA2-PSK-CCMP][ESS],11,-86
32:14:4a:ef:a9:93,MMDA_MESH190,[IBSS],40,-88
5c:6a:80:a3:70:6f,OGM2017,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],9,-86
d4:6e:0e:a2:53:b3,OGM-WR1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],11,-89
50:c7:bf:d8:60:9a,NHA-WiFi-Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],3,-89
9c:a9:e4:9a:fc:ee,Sun Wi-Fi_9AFCED,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],6,-85
51502_30232_210438652,Globe,HSPA;ph,0,-93
38:a2:8c:7c:e8:31,Mitsubishi Wireless TV 199,[ESS],36,-86
f0:98:38:9f:fd:28,HUAWEI-yJc8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],8,-88
51502_30232_210451840,Globe,HSPA;ph,0,-90
e4:8d:8c:fb:3d:c2,CVL_Propagation test,[ESS],60,-89
51502_30232_210447752,Globe,HSPA;ph,0,-79
54:b8:0a:36:61:6a,Central,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36,-90
00:13:33:ed:40:b8,PLDTHOMEDSLjbtvelandria,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-87
1c:af:f7:17:a3:d2,abad,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11,-85
00:13:33:e5:fb:d6,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11,-87
b4:75:0e:10:fc:88,bayanDSLWIFI_D187,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],9,-88
51502_30232_210447751,Globe,HSPA;ph,0,-91
4c:81:20:f3:93:6f,malupadilla,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],5,-84
a0:ab:1b:96:58:e4,Cumm4Me,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],149,-86
a0:ab:1b:96:58:e5,Stingray-G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],149,-87
e0:8e:3c:21:f9:d3,bayandsl,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-84
51502_30232_210477113,Globe,HSPA;ph,0,-91
a0:ab:1b:96:58:e3,Stingray-G,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36,-81
a0:ab:1b:96:58:e2,Cumm4Me,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],36,-81
00:13:33:e5:f9:e2,PLDTHOMEDSLironman,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11,-87
90:61:0c:2e:b3:11,PLDTHOMEDSLchurchill,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-89
08:95:2a:5b:4b:f4,SKYbroadband3003,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],6,-88
80:29:94:68:33:d5,SKYbroadband33D2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-89
00:26:75:79:d0:73,VK0110,[WPA-PSK-CCMP+TKIP][ESS],2,-83
2c:4d:54:d9:fd:6c,Dunby_5G,[WPA2-PSK-CCMP][WPS][ESS],149,-84
98:de:d0:be:64:28,TP-LINK_6429_5G,[WPA2-PSK-CCMP][WPS][ESS],36,-86
00:26:75:f7:20:e4,benz,[WPA-PSK-CCMP+TKIP][ESS],10,-86
48:00:33:62:30:f1,SKYbroadband30EE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-78
51502_30232_210464820,Globe,HSPA;ph,0,-95
18:d6:c7:23:95:0f,admin,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],149,-87
c8:d7:19:1b:14:27,2017_Trojan_Virus!@&*%,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],48,-86
51502_30232_210464817,Globe,HSPA;ph,0,-95
48:00:33:62:32:59,SKYbroadband3256,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11,-80
94:46:96:17:0f:d3,PLDTHOMEDSL0H0H0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-88
64:70:02:92:b9:94,UNITY_SUBORDINATE,[WPA2-PSK-CCMP][WPS][ESS],6,-88
14:b7:f8:0b:41:fb,SKYbroadband41F8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],6,-78
1c:b7:2c:79:f8:8c,AWESOME.RIBS_5G,[WPA2-PSK-CCMP][WPS][ESS],36,-90
cc:06:77:6f:30:44,SAIGON PHO2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-66
b6:4e:26:4c:0f:de,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-83
ba:4e:26:4c:0e:e4,,[WPA2-PSK-CCMP][ESS],48,-84
b0:4e:26:4c:12:54,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-84
b0:4e:26:4c:0f:de,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-85
b6:4e:26:4c:12:54,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-85
cc:06:77:70:3f:34,PLDTHOMEFIBR5G03f30,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],40,-87
b6:4e:26:4c:0e:e4,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-87
51502_30232_210454609,Globe,HSPA;ph,0,-87
e4:6f:13:68:9a:b4,Moonleaf Maginhawa,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-78
b0:4e:26:4c:0e:e4,TFMGT Office,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],48,-87
e0:8e:3c:16:58:8d,cosme,[WPA-PSK-TKIP][WPA2-PSK-TKIP][WPS][ESS],10,-81
ba:4e:26:4c:12:54,,[WPA2-PSK-CCMP][ESS],48,-89
cc:06:77:6e:cd:94,PLDTHOMEFIBR5Gecd90,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-89
cc:06:77:60:3e:9c,PLDTHOMEFIBR5G03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-82
c0:56:27:90:c5:57,LAWPD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],10,-80
bc:c0:0f:cb:0d:8c,PLDTHOMEFIBR5Gb0d88,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-87
cc:06:77:e1:1f:94,PLDTHOMEFIBR5G11f90,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],40,-81
b6:4e:26:4c:0e:e3,TFMGT Office_Guest,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2,-82
6c:3b:6b:ad:9e:9d,MikroTik-Dynadish-A,[WPA-EAP+PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],56,-89
51502_30232_210446713,Globe,HSPA;ph,0,-91
cc:06:77:61:f6:08,PLCPD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],3,-85
cc:06:77:22:fb:60,PLDTHOMEFIBR2fb60,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],5,-86
cc:06:77:63:37:94,Estivlings2.0,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],36,-83
51502_30232_210454664,Globe,HSPA;ph,0,-94
c0:9f:05:2f:10:83,JajaBelga,[WPA2-PSK-CCMP][ESS],6,-84
c0:56:27:31:25:49,Saturn,[WPA2-PSK-CCMP][WPS][ESS],11,-88
90:61:0c:35:8c:13,PLDTHOMEDSL35859,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-65
00:23:69:26:de:f7,maja,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],5,-78
94:46:96:1f:b8:e1,PLDTHOMEDSLDHDN0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],11,-88
90:61:0c:3a:33:db,PLDTHOMEDSL13275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-77
51502_30232_210454608,Globe,HSPA;ph,0,-97
5c:6a:80:25:f4:99,PLDTMyDSLBiz5G47880,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],56,-81
74:cc:39:bc:bc:a3,EDONG-EVOLUTION,[ESS],10,-87
e0:8e:3c:1a:cf:43,bayanDSLWIFI_CF43,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-83
94:a7:b7:3c:ee:9b,Virus,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],11,-69
c0:7e:40:73:1f:e4,PT&T Fiber,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],11,-78
51502_30232_210454607,Globe,HSPA;ph,0,-101
1a:17:12:00:0c:07,2-EVOLUTION PREPAID HOT SPOT,[ESS],13,-87
ec:08:6b:82:db:d8,amom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],7,-88
7c:c7:09:c6:1b:43,Mitsubishi Wireless TV 059,[ESS],36,-74
88:d2:74:86:ac:0b,bayanDSLWIFI_AC0B,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1,-88
6e:7c:5f:da:06:1f,iPhone,[WPA2-PSK-CCMP][ESS],1,-79
2a:17:12:00:0c:07,3-EVOLUTION PREPAID HOT SPOT,[ESS],13,-85
90:61:0c:3a:a9:18,PLDTHOMEDSL_JandB,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],1,-79
7c:c7:09:c6:20:7a,Mitsubishi Wireless TV 772,[ESS],36,-69
36:69:87:f8:3b:f6,Smart Bro_F83BF6,[WPS][ESS],1,-80
08:17:12:00:0c:07,0-EVOLUTION PREPAID HOT SPOT,[ESS],13,-87
 
RPi Unique,185
BSSID,SSID,RPi-Encryption,RPi-Channel,RPi Avg RSSI
84:16:f9:3f:f2:3e,TUCPVP,WPA2,9,-87
94:fe:22:b1:95:df,TUCP OFFICE,WPA2/WPA,10,-92
88:d2:74:86:d1:a5,bayanDSLWIFI_D1A5,WPA2/WPA,10,-92
00:13:33:e6:02:7f,PLDTHOMEDSL,WPA2/WPA,11,-92
d8:5d:4c:ff:6d:08,WiFi,WPA2/WPA,11,-94
bc:c0:0f:7b:a5:30,FIBERHOME_ba530,WPA2/WPA,4,-84
f0:98:38:3d:db:04,Central,WPA2/WPA,10,-87
50:c7:bf:d8:60:70,NHA-WiFi-Guest,WPA2/WPA,9,-85
34:ba:9a:54:92:0f,Smart_Bro_54920F,WPA2,10,-90
90:61:0c:3a:45:08,PLDTHOMEDSL17672,WPA2/WPA,1,-85
fc:8b:97:35:83:6a,PLDTMyDSL,WPA2/WPA,11,-77
90:61:0c:3a:8d:17,PLDTHOMEDSL36119,WPA2/WPA,1,-79
c8:3a:35:04:ee:28,Tenda_04EE28,WPA,11,-90
00:26:75:f4:9c:21,zoeanne,WPA2/WPA,4,-91
48:00:33:62:3a:e9,SKYbroadband3AE6,WPA2/WPA,6,-86
a4:2b:b0:ce:06:51,TP-LINK_0651,WPA2/WPA,6,-95
d4:7b:b0:53:b8:ab,Chewboiboi,WPA2/WPA,1,-91
2c:4d:54:08:c4:e8,SKYbroadband7223_RPT,WPA2,1,-88
b4:75:0e:cc:7b:d1,JOBO-NET,WPA2,1,-92
e4:58:e7:5b:73:eb,jjk,WPA2,6,-93
1c:74:0d:16:11:e0,PLDTHOMEDSL003OJ,WPA2/WPA,8,-93
00:13:33:e5:fd:e8,PLDTHOMEDSL,WPA2/WPA,11,-82
f0:98:38:3d:b0:a4,GLOBEFIBERPUMPKINBUNNY,WPA2/WPA,1,-89
b0:b2:dc:aa:c8:8c,PLDTMyDSLvirus,WPA2/WPA,11,-90
1c:74:0d:17:c9:74,UNITY_SOURCE,WPA2/WPA,11,-93
3a:1c:23:00:4b:aa,SmartBro-004baa,OPN,1,-87
50:09:59:84:f1:91,SKYbroadbandF18E,WPA2/WPA,1,-90
e0:8e:3c:21:e8:eb,HOLYFAMILY,WPA2/WPA,1,-90
88:d2:74:86:d2:40,bayanDSLWIFI_D240,WPA2/WPA,1,-86
e0:8e:3c:18:90:f8,PoohCorner,WPA,1,-89
00:26:75:e4:f0:50,YujInn 3rd floor,WPA2,4,-96
fc:b4:e6:82:43:85,SKYbroadbandABA4,WPA2/WPA,6,-86
4c:f9:5d:85:9a:fc,RBCTY1,WPA2/WPA,10,-79
bc:c0:0f:7b:d7:c0,FIBERHOME_bd7c0,WPA2/WPA,10,-77
c8:93:46:48:56:58,Think_485658,WPA2,9,-90
00:13:33:e1:c7:e9,PLDTHOMEDSL,WPA2/WPA,11,-72
00:13:33:e1:c7:ec,,WPA2/WPA,11,-71
18:a6:f7:76:35:da,TP,WPA2/WPA,1,-89
00:13:33:e1:7d:fc,PLDTHOMEDSL,WPA2/WPA,11,-86
84:16:f9:35:36:c2,Pazzo Brew Bar,WPA2,11,-86
f6:9f:c2:b5:f1:b4,Aralinks_Faculty,WPA2/WPA,11,-85
00:26:75:79:72:04,ThePlaceToBe,WPA2,11,-82
90:61:0c:2d:88:5b,Nuat Thai 80 Maginhawa,WPA2,11,-84
76:4a:a4:c9:21:e6,TheEmperor,WPA2/WPA,13,-87
78:c1:a7:24:27:66,Ragnarok1017,WPA,1,-87
86:2a:a8:eb:23:c8,Aralinks_Hub1,WPA2/WPA,1,-86
d4:6e:0e:66:46:50,Ragnarok1017_EXT,WPA2/WPA,1,-87
d2:5b:a8:f8:d5:d9,PadrePio,WPA2/WPA,1,-83
c8:93:46:48:4c:7f,Think_484C7F,WPA2,1,-88
cc:06:77:60:54:f8,fibr1,WPA2/WPA,1,-85
00:1d:92:10:df:e3,H9300G,WPA,1,-85
cc:06:77:6e:da:80,PLDTHOMEFIBReda80,WPA2/WPA,1,-88
00:1a:ef:48:8a:d3,HOLYFAMILY,WPA2/WPA,2,-89
00:19:be:81:32:e2,Altai_Wifi,WPA2,6,-80
1e:74:0d:02:42:c0,PLDTMyDSLBiz,WPA2/WPA,5,-90
00:13:33:fb:46:83,PLDTHOMEDSLbellabonita,WPA2/WPA,5,-70
f0:98:38:07:d0:98,BLUE_EYES,WPA2/WPA,6,-90
a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,6,-91
08:95:2a:89:35:37,SKYbroadbandA450,WPA2/WPA,6,-90
cc:06:77:21:70:80,zab,WPA2/WPA,7,-79
8c:eb:c6:ce:20:18,B315_E2018,WPA2/WPA,8,-81
1c:74:0d:17:57:88,PLDTHOMEDSL3SQBI,WPA2/WPA,8,-79
c8:93:46:48:50:5b,Think_48505B,WPA2,10,-88
90:61:0c:16:73:f9,PLDTMyDSL,WPA2/WPA,11,-88
00:13:33:d3:4b:09,PLDTHOMEDSL,WPA2/WPA,11,-89
08:95:2a:e4:85:d8,SKYbroadband624F,WPA2/WPA,11,-85
cc:06:77:6e:c9:98,#WIP PH 1,WPA2/WPA,11,-72
90:61:0c:2d:d3:09,tom&jerry,WPA2,11,-86
14:b7:f8:0b:1c:37,SKYbroadband1C34,WPA2/WPA,11,-81
00:13:33:db:90:5c,PLDTHOMEDSL,WPA2/WPA,11,-81
60:31:97:dc:e7:f0,The Wander  Space,WPA2/WPA,13,-92
c8:93:46:48:70:90,Think_487090,WPA2,1,-94
f4:f2:6d:94:56:14,OrangeSegment1,WPA2,1,-89
00:23:b1:6d:a7:97,R-R-J-T-S,WPA2/WPA,1,-88
78:c1:a7:03:9e:ec,Pebble,WPA,1,-75
e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,1,-90
90:61:0c:39:f2:a4,PLDTHOMEDSL62116,WPA2/WPA,1,-90
c8:93:46:48:60:c6,Think_4860C6,WPA2,1,-88
e0:8e:3c:19:b0:ab,79Maginhawa,WPA,1,-88
36:69:87:a1:89:8f,NATOR 1O,WPA2/WPA,1,-89
00:13:33:fe:e4:28,PLDTHOMEDSL,WPA2/WPA,2,-92
c8:93:46:48:4c:ae,Think_484CAE,WPA2,4,-86
ee:1d:7f:a1:35:10,aninay09,WPA2,6,-90
c8:93:46:47:ad:f2,Think_47ADF2,WPA2,6,-91
c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,6,-83
00:1a:ef:48:77:0b,TROJAN VIRUS!,WPA2,6,-85
ae:5f:3e:33:7a:63,Marauder's Phone,WPA2,6,-81
64:a5:c3:6d:7d:94,solar_wifi,WPA2,6,-91
5c:6a:80:a3:6f:2b,UndefeatedBarbershop,WPA2/WPA,6,-77
74:cc:39:86:00:88,PLDTHOMEFIBR_860088,WPA2/WPA,9,-86
5c:6a:80:a3:6f:37,UNDER THE SEA,WPA2/WPA,9,-87
f0:9f:c2:27:9d:b9,Wireless,WPA2,9,-77
34:ba:9a:55:c5:b6,,WPA2/WPA,9,-90
cc:06:77:5c:bd:58,OSPLDT2_4G,WPA2/WPA,10,-77
cc:06:77:5c:bd:59,OS Dong,WPA2,10,-76
a4:2b:b0:d9:10:26,,WPA2/WPA,11,-81
48:f8:b3:0f:d9:65,MotorGirl,WPA2,11,-87
00:13:33:df:9b:b8,PLDTHOMEDSL,WPA2/WPA,11,-78
78:44:76:c7:c3:7c,CD-R KING_C7C37C,OPN,11,-90
0e:41:58:01:1d:a3,5GB/s-3,WPA2,11,-86
ec:8c:a2:30:ff:28,#SmartWifi @StrEATMag,OPN,1,-67
00:13:33:ea:7b:20,PLDTHOMEDSLadmin,WPA2/WPA,1,-78
00:13:33:ea:7b:21,trendzoneqc,WPA2/WPA,1,-79
e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,2,-79
2c:26:c5:1e:b3:c4,bayanDSL,WPA,3,-86
94:46:96:17:00:3d,PLDTHOMEDSL7M7R0,WPA2/WPA,4,-84
7c:11:cb:6e:fe:af,Ramiyanarasam,WPA2/WPA,5,-85
ee:1d:7f:a1:32:b7,DANNAH,WPA2/WPA,6,-83
00:90:a9:10:89:7c,GuestWiFi,WPA2,6,-80
94:46:96:1d:46:ce,PLDTHOMEDSLUJU40,WPA2/WPA,5,-74
00:90:a9:10:89:7b,SunkenGalleon,WPA2,6,-80
f0:98:38:a0:02:64,WeylandMaginhawa,WPA2/WPA,8,-77
14:ab:f0:4c:c1:b0,,WPA2,6,-80
b0:c1:9e:30:5e:25,SmartBro_305E25,WPA2/WPA,7,-87
18:a3:e8:1e:a2:10,PLDTHOMEFIBR_1ea210,WPA2/WPA,7,-91
8e:79:67:93:58:82,Smart Bro_935882,OPN,7,-85
f0:98:38:72:b5:48,VERA,WPA2/WPA,9,-87
f0:98:38:07:ce:cc,HUAWEI-sJ8b,WPA2/WPA,10,-76
00:13:33:e1:63:df,PLDTHOMEDSL,WPA2/WPA,11,-74
4e:1a:3d:72:55:25,A1601,WPA2,11,-78
94:a7:b7:26:4d:f6,bayanDSLWIFI_4DF6,WPA2/WPA,10,-75
40:cb:a8:d5:65:52,Darkyamasita36,WPA2/WPA,1,-82
30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,6,-82
74:cc:39:ba:cd:f0,MBOSOFFICE,WPA2/WPA,6,-89
f0:98:38:3e:1f:34,UITC-OFFICE,WPA2/WPA,5,-87
74:cc:39:bb:51:60,PLDTHOMEFIBRb5160,WPA2/WPA,6,-90
74:cc:39:ca:35:38,PLDTHOMEFIBRa3538,WPA2/WPA,9,-88
bc:c0:0f:1f:c2:f0,PLDTHOMEFIBRfc2f0,WPA2/WPA,10,-88
84:9f:b5:3e:81:8c,wifidental,WPA2,10,-83
74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,11,-86
70:5a:9e:92:6f:f4,SKYbroadband6FF1,WPA2/WPA,12,-88
b2:60:f1:a8:0e:f1,Janna's Iphone,WPA2,1,-78
08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,1,-76
ac:86:74:4a:09:57,‚$,WPA2,5,-76
94:a7:b7:3c:f9:7c,55tinta,WPA2/WPA,11,-89
34:ba:9a:57:32:13,SmartBroYani,WPA2,11,-84
5c:54:6d:43:5b:10,55TINTA,WPA2/WPA,1,-88
9c:6f:52:34:ff:b7,Fatpipe@Moonleaf,WPA2/WPA,250,-76
74:cc:39:bb:7e:50,Anytime Fitness Maginhawa,WPA2/WPA,2,-89
bc:c0:0f:cb:0d:88,PLDTHOMEFIBRb0d88,WPA2/WPA,5,-74
84:16:f9:ed:7d:f4,flyff for fun,WPA2/WPA,10,-88
00:13:33:fb:45:3b,,OPN,11,-87
00:13:33:fb:45:3d,,OPN,11,-89
00:13:33:ea:82:37,PLDTHOMEDSL,WPA2/WPA,11,-90
00:13:33:fb:45:3c,,OPN,11,-89
00:13:33:e8:f8:31,PLDTHOMEDSL,WPA2/WPA,11,-88
e0:8e:3c:21:f6:a7,bayanDSLWIFI_F6A7,WPA2/WPA,11,-90
00:13:33:e1:9b:5c,PLDTHOMEDSL,WPA2/WPA,11,-86
00:13:33:fb:45:39,PLDTHOMEDSL,WPA2/WPA,11,-91
28:ff:3e:3d:de:c0,chase,WPA2/WPA,1,-91
94:46:96:18:f4:c9,PLDTHOMEDSL7G7G0,WPA2/WPA,1,-89
80:71:7a:f0:72:dd,mag-one,WPA2,2,-87
8c:25:05:a4:33:26,B315_43326,WPA2/WPA,5,-90
5c:f2:86:2e:7f:6b,Globe_LTE MIFI_7F6B,WPA2/WPA,8,-85
70:8b:cd:b2:7b:60,Flower Poopoo :3 ,WPA2,8,-90
00:13:33:e3:b0:3b,PLDTHOMEDSL,WPA2/WPA,11,-75
90:61:0c:2e:d5:16,PLDTHOMEDSL54550,WPA2/WPA,11,-79
e4:77:23:a5:9a:84,RMotel Bayan,WPA2/WPA,1,-84
e0:8e:3c:1f:e9:c3,PSCSEND-Office,WPA2/WPA,1,-89
e0:8e:3c:22:1c:23,bayanDSLWIFI_1C23,WPA2/WPA,1,-89
f0:98:38:3e:25:fc,HUAWEI-xUKs,WPA2/WPA,4,-91
00:1f:fb:a5:21:19,jennyjuly06,WPA2,5,-88
94:46:96:18:f3:11,PLDTHOMEDSL7Y7Y0,WPA2/WPA,7,-90
00:13:33:fe:e4:aa,PLDTHOMEDSL,WPA2/WPA,11,-81
90:61:0c:41:05:05,PLDTHOMEDSL01285,WPA2/WPA,11,-89
00:13:33:e7:6c:15,,WPA2/WPA,8,-90
00:13:33:e7:6c:16,,WPA2/WPA,8,-92
34:ce:00:1a:56:cd,Northern House_plus,WPA2/WPA,11,-81
68:72:51:6c:52:4a,,WPA2,12,-90
00:13:33:d2:49:c5,PLDTHOMEDSL,WPA2/WPA,10,-86
e0:8e:3c:1a:f7:97,bayanDSLWIFI_F797,WPA2/WPA,10,-90
36:69:87:72:18:13,SmartBro,WPA2/WPA,13,-81
90:61:0c:2c:dc:66,PLDTHOMEDSL56422,WPA2/WPA,1,-84
2a:17:23:00:01:4d,EVOHOTSPOT 36,OPN,6,-74
08:17:23:00:01:4d,EVOHOTSPOT 33,OPN,6,-78
0a:17:23:00:01:4d,EVOHOTSPOT 34,OPN,6,-79
2a:17:23:00:02:85,EVOHOTSPOT 32,OPN,6,-88
08:17:23:00:02:85,EVOHOTSPOT 29,OPN,6,-86
9c:6f:52:35:01:16,bayanDSLWIFI_0116,WPA2/WPA,8,-87
5a:8b:f3:70:7b:30,PLDTMyDSLBiz3MobileWiFi-62EA,WPA,11,-87
1a:17:23:00:04:3f,EVOHOTSPOT 11,OPN,11,-93
ee:1d:7f:97:9e:97,,WPA2,13,-91
7c:7d:3d:e9:d6:82,LAPD,WPA2/WPA,10,-91
00:26:75:b7:75:54,bayanDSLWiFi_7554,WPA2/WPA,10,-90
90:61:0c:3a:00:ec,MAEWIFI,WPA2/WPA,11,-85
