Common in ALL,146
BSSID,SSID,Wigle-Encryption,RPi-Encryption,Wigle-Channel,RPi-Channel,Wigle Avg RSSI,RPi Avg RSSI
9c:6f:52:34:ff:b9,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-83,0
fa:8f:ca:50:af:9a,,[ESS],OPN,11,11,-77,0
cc:06:77:60:3e:98,PLDTHOMEFIBR03e98,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,1,1,-86,0
5c:6a:80:1a:25:c6,Snow Creme,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,6,6,-72,0
00:13:33:dc:91:af,PLDTHOMEDSLDAL1,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-73,0
98:e7:f5:94:4a:ca,HUAWEI-E5330-4ACA,[WPA2-PSK-CCMP][ESS],WPA2,2,2,-69,0
cc:06:77:e1:1f:90,PLDTHOMEFIBR11f90,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,5,5,-81,0
00:e0:20:3b:00:75,Extension 3,[WPA-PSK-CCMP][WPS][ESS],WPA,6,6,-86,0
18:a6:f7:8e:ef:ac,PSCSEND-Conference,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,1,1,-72,0
e0:8e:3c:21:f2:cb,bayanDSLWIFI_F2CB,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-77,0
0e:41:58:00:9f:ef,Wireless-N ext 1,[WPA-PSK-CCMP][ESS],WPA,6,6,-89,0
cc:06:77:63:37:90,Estivlings,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],WPA2/WPA,4,4,-82,0
e8:cd:2d:7f:11:4d,glyph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,8,8,-77,0
90:61:0c:2e:02:f3,PLDTHOMEDSL00755,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],WPA2/WPA,11,11,-84,0
90:61:0c:2e:02:f4,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,11,11,-85,0
00:13:33:f4:2a:f7,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,6,6,-76,0
00:13:33:f4:2a:f6,PLDTHOMEDSL,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,6,6,-77,0
94:46:96:1e:9b:87,PLDTHOMEDSLW3WH0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,2,2,-74,0
00:13:33:fa:e4:77,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,1,1,-83,0
1c:74:0d:1a:d8:a0,LITOS,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],WPA2/WPA,9,9,-71,0
