Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
bc:41:01:90:55:3b,1,"04/05/2018,"
90:61:0c:11:18:99,1,"04/05/2018,"
00:1f:fb:c6:61:89,1,"04/05/2018,"
88:41:fc:d2:3c:60,1,"04/05/2018,"
cc:06:77:21:02:b0,1,"04/05/2018,"
d0:b2:c4:47:04:23,1,"04/05/2018,"
90:61:0c:2c:d9:6a,1,"04/05/2018,"
48:00:33:a7:88:41,1,"04/05/2018,"
48:00:33:62:21:3d,1,"04/05/2018,"
c8:3a:35:f9:82:f0,2,"04/05/2018, 04/10/2018,"
50:09:59:85:dc:95,1,"04/10/2018,"
48:00:33:a7:88:3d,1,"04/10/2018,"
08:95:2a:5e:12:62,1,"04/10/2018,"
78:11:dc:02:11:36,1,"04/10/2018,"
00:1a:ef:42:09:8b,1,"04/10/2018,"
88:3f:d3:06:11:d8,1,"04/10/2018,"
94:46:96:1f:ef:be,1,"04/10/2018,"
94:87:7c:b6:ce:e0,1,"04/10/2018,"
""
Box no.,Total APs
60,49
MAC,Persistence,Dates Seen
94:87:7c:b6:ce:e0,3,"04/10/2018,"
f8:1a:67:a5:d5:26,2,"04/10/2018,"
bc:c0:0f:c8:a9:e8,3,"04/10/2018,"
b8:3a:08:5b:21:b1,3,"04/10/2018,"
f0:98:38:72:c4:58,2,"04/10/2018,"
5c:f2:86:2b:90:02,1,"04/10/2018,"
94:46:96:16:11:b9,2,"04/10/2018,"
4c:81:20:f3:c0:63,4,"04/10/2018,"
50:09:59:85:b9:51,4,"04/10/2018,"
00:0b:86:f2:fa:a0,2,"04/10/2018,"
14:ab:f0:4d:79:30,3,"04/10/2018,"
00:25:9c:c9:e8:79,4,"04/10/2018,"
78:c1:a7:23:af:52,2,"04/10/2018,"
00:13:33:e8:f8:c7,2,"04/10/2018,"
00:0b:86:f2:fb:02,2,"04/10/2018,"
80:29:94:67:c0:41,3,"04/10/2018,"
1a:74:2e:94:35:cc,3,"04/10/2018,"
70:54:d2:0e:f9:af,2,"04/10/2018,"
78:c1:a7:23:46:ce,1,"04/10/2018,"
88:d2:74:86:bf:9c,3,"04/10/2018,"
84:16:f9:ec:75:08,2,"04/10/2018,"
bc:c0:0f:7b:d9:e0,1,"04/10/2018,"
00:1a:ef:42:09:8b,3,"04/10/2018,"
bc:c0:0f:7b:74:e0,1,"04/10/2018,"
88:3f:d3:06:45:0c,2,"04/10/2018,"
98:e7:f5:a3:7f:39,1,"04/10/2018,"
bc:c0:0f:bf:6d:10,1,"04/10/2018,"
cc:06:77:21:02:b0,2,"04/10/2018,"
00:0b:86:f2:fb:01,1,"04/10/2018,"
bc:98:89:9c:55:b0,1,"04/10/2018,"
00:13:33:ea:70:85,1,"04/10/2018,"
00:0b:86:f2:fa:a1,1,"04/10/2018,"
00:0b:86:f2:fa:a2,1,"04/10/2018,"
00:0b:86:f2:fb:00,1,"04/10/2018,"
48:00:33:a7:88:41,1,"04/10/2018,"
48:f8:b3:e0:c4:6b,2,"04/10/2018,"
c4:ff:1f:57:8c:b4,2,"04/10/2018,"
88:3f:d3:06:11:d8,3,"04/10/2018,"
58:70:c6:fd:88:24,1,"04/10/2018,"
fc:b4:e6:82:4d:84,1,"04/10/2018,"
88:3f:d3:06:54:10,2,"04/10/2018,"
14:b7:f8:0b:b5:ff,1,"04/10/2018,"
02:1a:11:f5:da:d2,1,"04/10/2018,"
94:46:96:19:2a:3e,1,"04/10/2018,"
d0:b2:c4:2b:f0:92,1,"04/10/2018,"
08:95:2a:5e:12:62,1,"04/10/2018,"
94:46:96:1f:ef:be,1,"04/10/2018,"
70:5a:9e:da:3a:25,1,"04/10/2018,"
90:61:0c:38:1b:94,1,"04/10/2018,"
""
Box no.,Total APs
61,62
MAC,Persistence,Dates Seen
bc:c0:0f:7b:74:e0,3,"04/03/2018, 04/10/2018,"
94:46:96:1f:ef:be,3,"04/03/2018, 04/10/2018,"
c8:3a:35:34:d2:50,1,"04/03/2018,"
e6:8d:8c:ae:62:a4,2,"04/03/2018, 04/10/2018,"
88:3f:d3:06:45:0c,3,"04/03/2018, 04/10/2018,"
5c:54:6d:43:94:3c,3,"04/03/2018, 04/10/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
de:53:60:96:fe:f6,3,"04/03/2018, 04/10/2018,"
cc:06:77:21:02:b0,3,"04/03/2018, 04/10/2018,"
18:60:24:0b:31:da,1,"04/03/2018,"
78:c1:a7:23:46:ce,3,"04/03/2018, 04/10/2018,"
e4:77:23:a5:7d:e8,1,"04/03/2018,"
5c:6a:80:a3:32:23,1,"04/03/2018,"
7c:8b:ca:56:3e:34,1,"04/03/2018,"
94:46:96:19:2a:3e,3,"04/03/2018, 04/10/2018,"
fa:d0:27:33:fb:f8,1,"04/03/2018,"
0a:47:c9:46:96:23,1,"04/03/2018,"
e0:8e:3c:2f:44:45,1,"04/03/2018,"
e0:8e:3c:1b:9e:cf,1,"04/03/2018,"
88:d2:74:86:bf:9c,2,"04/03/2018, 04/10/2018,"
7c:8b:ca:56:66:ac,1,"04/03/2018,"
94:46:96:16:11:b9,2,"04/03/2018, 04/10/2018,"
e0:8e:3c:22:2b:d7,1,"04/03/2018,"
00:1a:ef:42:09:8b,2,"04/10/2018,"
88:3f:d3:06:11:d8,2,"04/10/2018,"
70:5a:9e:da:3a:25,2,"04/10/2018,"
5a:48:22:eb:bc:15,1,"04/10/2018,"
bc:c0:0f:c8:a9:e8,2,"04/10/2018,"
e6:8d:8c:ae:62:a5,1,"04/10/2018,"
e6:8d:8c:ae:62:a2,1,"04/10/2018,"
e4:8d:8c:ae:62:a2,1,"04/10/2018,"
98:e7:f5:a3:7f:39,1,"04/10/2018,"
bc:c0:0f:bf:6d:10,2,"04/10/2018,"
90:61:0c:2e:98:25,2,"04/10/2018,"
78:c1:a7:23:af:52,2,"04/10/2018,"
00:25:9c:c9:e8:79,2,"04/10/2018,"
50:09:59:84:e3:dd,2,"04/10/2018,"
70:54:d2:0e:f9:af,2,"04/10/2018,"
84:16:f9:ec:75:08,2,"04/10/2018,"
80:29:94:67:c0:41,1,"04/10/2018,"
1a:74:2e:94:35:cc,2,"04/10/2018,"
c4:ff:1f:57:8c:b4,1,"04/10/2018,"
e6:8d:8c:8c:85:2b,1,"04/10/2018,"
e4:8d:8c:82:4a:23,1,"04/10/2018,"
e6:8d:8c:8c:85:2c,1,"04/10/2018,"
e6:8d:8c:82:4a:26,1,"04/10/2018,"
e6:8d:8c:82:4a:23,1,"04/10/2018,"
e6:8d:8c:82:4a:24,1,"04/10/2018,"
4c:81:20:f3:c0:63,2,"04/10/2018,"
b0:e1:7e:bb:72:d1,1,"04/10/2018,"
f0:98:38:9f:a6:e4,2,"04/10/2018,"
aa:a6:68:b9:6f:d3,1,"04/10/2018,"
90:61:0c:3e:57:d6,1,"04/10/2018,"
b2:a2:e7:f4:5f:8b,2,"04/10/2018,"
b0:89:00:c0:fb:71,1,"04/10/2018,"
b8:3a:08:5b:21:b1,2,"04/10/2018,"
00:0b:86:f2:fb:00,1,"04/10/2018,"
00:0b:86:f2:fb:01,1,"04/10/2018,"
cc:06:77:22:fb:78,1,"04/10/2018,"
00:0b:86:f2:fa:a2,1,"04/10/2018,"
00:0b:86:f2:fa:a0,1,"04/10/2018,"
00:0b:86:f2:fa:a1,1,"04/10/2018,"
""
Box no.,Total APs
62,97
MAC,Persistence,Dates Seen
cc:06:77:22:fb:78,2,"03/14/2018, 04/03/2018,"
cc:06:77:70:5d:28,4,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:1f:ef:be,10,"03/14/2018, 04/03/2018, 04/05/2018,"
7c:8b:ca:56:66:ac,3,"03/14/2018, 04/03/2018, 04/05/2018,"
00:25:9c:0d:bd:75,5,"03/14/2018, 04/03/2018, 04/05/2018,"
7c:8b:ca:56:3e:34,4,"03/14/2018, 04/03/2018, 04/05/2018,"
7c:8b:ca:56:48:88,5,"03/14/2018, 04/03/2018, 04/05/2018,"
5c:f2:86:25:2e:3b,1,"03/14/2018,"
e4:8d:8c:ae:62:a2,4,"03/14/2018, 04/03/2018, 04/05/2018,"
e6:8d:8c:ae:62:a2,2,"03/14/2018, 04/05/2018,"
5c:54:6d:43:94:3c,5,"03/14/2018, 04/03/2018, 04/05/2018,"
5c:6a:80:a3:32:23,4,"03/14/2018, 04/03/2018, 04/05/2018,"
e6:8d:8c:ae:62:a3,2,"03/14/2018, 04/05/2018,"
e6:8d:8c:ae:62:a4,2,"03/14/2018, 04/05/2018,"
38:a2:8c:fb:58:6c,1,"03/14/2018,"
0a:47:c9:46:96:23,3,"03/14/2018, 04/03/2018, 04/05/2018,"
8c:4c:ad:01:5d:10,1,"03/14/2018,"
9c:6f:52:35:15:fc,5,"03/14/2018, 04/03/2018, 04/05/2018,"
c8:3a:35:34:d2:50,4,"03/14/2018, 04/03/2018, 04/05/2018,"
94:46:96:19:2a:3e,6,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:9f:a6:e4,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:22:2b:d7,5,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:1f:f5:73,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f4:9e:ef:d0:b7:bc,5,"03/14/2018, 04/03/2018, 04/05/2018,"
c0:56:27:65:cb:9e,2,"03/14/2018, 04/03/2018,"
d0:03:4b:d7:9c:e8,4,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:e8:f8:31,4,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:21:02:b0,6,"03/14/2018, 04/03/2018, 04/05/2018,"
50:09:59:85:97:e5,2,"03/14/2018, 04/03/2018,"
00:13:33:e1:9b:5c,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e4:77:23:a5:7d:e8,1,"03/14/2018,"
78:c1:a7:23:46:ce,2,"03/14/2018, 04/05/2018,"
e6:8d:8c:ae:62:a5,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e4:8d:8c:8c:85:29,1,"03/14/2018,"
e6:8d:8c:8c:85:2a,1,"03/14/2018,"
e4:8d:8c:5a:8b:3b,1,"03/14/2018,"
e6:8d:8c:5a:8b:3b,1,"03/14/2018,"
e6:8d:8c:5a:8b:3c,1,"03/14/2018,"
e6:8d:8c:5a:8b:3d,1,"03/14/2018,"
e6:8d:8c:5a:8b:3e,1,"03/14/2018,"
e6:8d:8c:5a:8d:ba,1,"03/14/2018,"
e6:8d:8c:8c:85:29,1,"03/14/2018,"
e6:8d:8c:8c:85:2b,1,"03/14/2018,"
88:d2:74:86:d2:0f,2,"04/03/2018,"
cc:06:77:22:fb:60,4,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:48,1,"04/03/2018,"
00:13:33:ea:82:37,2,"04/03/2018,"
34:ba:9a:56:04:45,1,"04/03/2018,"
74:cc:39:bb:51:38,1,"04/03/2018,"
88:3f:d3:06:45:0c,4,"04/03/2018, 04/05/2018,"
de:53:60:96:fe:f6,2,"04/03/2018,"
18:60:24:0b:31:da,2,"04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,1,"04/03/2018,"
00:0b:86:f2:fb:01,3,"04/03/2018, 04/05/2018,"
fe:2d:5e:14:18:f4,1,"04/03/2018,"
fa:d0:27:33:fb:f8,2,"04/03/2018, 04/05/2018,"
88:d2:74:86:bf:9c,2,"04/03/2018,"
e0:8e:3c:1b:9e:cf,2,"04/03/2018, 04/05/2018,"
c4:ff:1f:57:8c:b4,3,"04/03/2018, 04/05/2018,"
1c:74:0d:1a:6d:34,1,"04/03/2018,"
cc:06:77:71:1c:48,2,"04/03/2018, 04/05/2018,"
00:13:33:da:f9:62,3,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:02,3,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:00,3,"04/03/2018, 04/05/2018,"
84:16:f9:ed:7d:f4,2,"04/03/2018, 04/05/2018,"
e0:8e:3c:2f:44:45,1,"04/03/2018,"
00:0b:86:f2:fa:a0,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fa:a1,3,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fa:a2,2,"04/03/2018, 04/05/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
aa:a6:68:74:bb:16,1,"04/03/2018,"
90:97:f3:99:61:18,1,"04/03/2018,"
18:60:24:0b:31:8b,1,"04/03/2018,"
c8:b5:ad:d2:19:41,1,"04/03/2018,"
48:00:33:f3:27:29,1,"04/03/2018,"
90:61:0c:3a:82:73,1,"04/03/2018,"
c8:b5:ad:d2:19:40,1,"04/03/2018,"
94:46:96:16:11:b9,2,"04/03/2018, 04/05/2018,"
f2:9f:c2:81:4a:9b,1,"04/03/2018,"
d8:63:75:b6:bf:7b,1,"04/05/2018,"
74:4a:a4:79:08:14,1,"04/05/2018,"
90:61:0c:41:1e:37,1,"04/05/2018,"
00:13:33:e1:c5:5a,2,"04/05/2018,"
2a:3f:69:6c:4a:a1,2,"04/05/2018,"
84:c9:b2:52:16:e9,1,"04/05/2018,"
8c:79:67:b6:4a:82,1,"04/05/2018,"
7e:67:a2:7b:51:c4,2,"04/05/2018,"
34:ba:9a:57:79:f1,2,"04/05/2018,"
58:7f:66:99:90:79,1,"04/05/2018,"
4e:66:41:18:f2:1b,1,"04/05/2018,"
00:e0:20:3b:00:75,1,"04/05/2018,"
34:ba:9a:57:34:aa,1,"04/05/2018,"
44:6e:e5:37:56:01,1,"04/05/2018,"
ee:1d:7f:64:87:37,1,"04/05/2018,"
60:83:34:dd:9f:35,1,"04/05/2018,"
1c:74:0d:19:23:a8,1,"04/05/2018,"
aa:63:df:ea:6b:d1,1,"04/05/2018,"
""
Box no.,Total APs
63,20
MAC,Persistence,Dates Seen
ac:f9:70:ec:28:b4,2,"03/22/2018, 04/05/2018,"
f0:98:38:07:dc:7c,1,"03/22/2018,"
d2:5b:a8:b0:55:49,1,"03/22/2018,"
48:7b:6b:f0:6f:a8,1,"03/22/2018,"
f0:98:38:3d:92:5c,1,"03/22/2018,"
bc:c0:0f:2e:88:70,1,"03/22/2018,"
34:4b:50:49:07:7f,2,"04/05/2018, 04/10/2018,"
3c:a8:2a:cf:ba:6a,1,"04/05/2018,"
20:25:64:c6:99:29,2,"04/05/2018, 04/10/2018,"
90:61:0c:41:04:ff,1,"04/05/2018,"
00:13:33:fc:67:3e,1,"04/05/2018,"
18:a3:e8:1f:56:a0,1,"04/05/2018,"
00:13:33:fc:d0:c5,1,"04/05/2018,"
fc:b4:e6:a9:0b:46,1,"04/05/2018,"
b4:75:0e:15:69:c2,2,"04/05/2018, 04/10/2018,"
12:08:c1:9b:97:ae,1,"04/05/2018,"
cc:06:77:e1:6c:38,1,"04/05/2018,"
f0:98:38:f9:56:18,1,"04/05/2018,"
8c:34:fd:69:1d:b6,1,"04/10/2018,"
90:61:0c:18:b5:14,1,"04/10/2018,"
""
Box no.,Total APs
64,24
MAC,Persistence,Dates Seen
90:61:0c:41:04:ff,2,"03/22/2018, 04/10/2018,"
00:13:33:fc:d0:c5,2,"03/22/2018, 04/10/2018,"
b4:75:0e:15:69:c2,1,"03/22/2018,"
5a:8b:f3:70:34:88,1,"03/22/2018,"
fc:b4:e6:a9:0b:46,2,"03/22/2018, 04/10/2018,"
36:69:87:2a:1a:4e,1,"03/22/2018,"
18:a3:e8:1f:56:a0,2,"03/22/2018, 04/10/2018,"
bc:c0:0f:7b:b8:f0,1,"03/22/2018,"
f0:98:38:3d:e9:6c,1,"03/22/2018,"
00:13:33:fc:67:3e,2,"03/22/2018, 04/10/2018,"
c4:ff:1f:57:8c:b4,1,"03/22/2018,"
f0:98:38:07:dc:7c,1,"03/22/2018,"
ac:f9:70:ec:28:b4,1,"03/22/2018,"
d2:5b:a8:b0:55:49,1,"03/22/2018,"
48:7b:6b:f0:6f:a8,1,"03/22/2018,"
34:4b:50:49:07:7f,1,"04/05/2018,"
3c:a8:2a:cf:ba:6a,1,"04/05/2018,"
f0:98:38:3d:92:5c,1,"04/10/2018,"
bc:c0:0f:7b:82:48,1,"04/10/2018,"
f0:98:38:f9:56:18,1,"04/10/2018,"
78:11:dc:02:11:36,1,"04/10/2018,"
4c:f9:5d:85:c3:70,1,"04/10/2018,"
fc:b4:e6:a9:0b:d4,1,"04/10/2018,"
50:04:b8:44:c3:e3,1,"04/10/2018,"
""
Box no.,Total APs
65,14
MAC,Persistence,Dates Seen
fc:b4:e6:a9:0b:d4,1,"04/10/2018,"
90:61:0c:3a:05:28,1,"04/10/2018,"
74:cc:39:87:88:78,1,"04/10/2018,"
5c:54:6d:43:dd:ac,1,"04/10/2018,"
20:25:64:c7:0d:e1,1,"04/10/2018,"
bc:c0:0f:7e:d5:e0,1,"04/10/2018,"
90:61:0c:17:03:73,1,"04/10/2018,"
70:5a:9e:84:13:50,1,"04/10/2018,"
90:61:0c:10:58:38,1,"04/10/2018,"
00:13:33:cf:5b:47,1,"04/10/2018,"
18:a6:f7:27:b6:c5,1,"04/10/2018,"
60:e3:27:3c:3f:dd,1,"04/10/2018,"
fa:8f:ca:6d:d2:fe,1,"04/10/2018,"
fa:8f:ca:6d:d6:8d,1,"04/10/2018,"
""
Box no.,Total APs
66,26
MAC,Persistence,Dates Seen
90:61:0c:10:58:38,1,"04/10/2018,"
00:13:33:cf:5b:47,1,"04/10/2018,"
90:61:0c:17:03:73,1,"04/10/2018,"
bc:c0:0f:7e:d5:e0,1,"04/10/2018,"
60:e3:27:3c:3f:dd,1,"04/10/2018,"
fa:8f:ca:6d:d2:fe,1,"04/10/2018,"
20:25:64:c7:0d:e1,1,"04/10/2018,"
fa:8f:ca:6d:d6:8d,1,"04/10/2018,"
70:5a:9e:84:13:50,1,"04/10/2018,"
f0:98:38:07:b6:6c,1,"04/10/2018,"
80:29:94:68:33:dd,1,"04/10/2018,"
e0:8e:3c:16:62:7d,1,"04/10/2018,"
50:09:59:85:dc:95,1,"04/10/2018,"
f0:98:38:f9:5b:24,1,"04/10/2018,"
78:11:dc:02:11:36,1,"04/10/2018,"
7c:8b:ca:36:c9:71,1,"04/10/2018,"
c8:b3:73:12:69:2b,1,"04/10/2018,"
74:da:da:8c:9f:6e,1,"04/10/2018,"
c4:ff:1f:57:8c:b4,1,"04/10/2018,"
bc:98:89:2c:51:20,1,"04/10/2018,"
4c:f9:5d:85:c3:70,1,"04/10/2018,"
50:04:b8:44:c3:e3,1,"04/10/2018,"
c0:25:e9:57:1c:cc,1,"04/10/2018,"
68:7f:74:d2:17:74,1,"04/10/2018,"
f0:98:38:72:c4:58,1,"04/10/2018,"
f0:98:38:07:84:f4,1,"04/10/2018,"
""
Box no.,Total APs
67,9
MAC,Persistence,Dates Seen
f0:98:38:72:c4:58,1,"04/10/2018,"
f0:98:38:07:84:f4,1,"04/10/2018,"
68:7f:74:d2:17:74,1,"04/10/2018,"
74:cc:39:87:88:78,1,"04/10/2018,"
00:13:33:e8:f8:c7,1,"04/10/2018,"
90:61:0c:10:58:38,1,"04/10/2018,"
48:00:33:62:4c:59,1,"04/10/2018,"
bc:c0:0f:7e:d5:e0,1,"04/10/2018,"
c0:56:27:38:7f:12,1,"04/10/2018,"
""
Box no.,Total APs
68,21
MAC,Persistence,Dates Seen
c0:56:27:38:7f:12,1,"04/05/2018,"
cc:06:77:21:76:10,1,"04/05/2018,"
90:61:0c:41:12:55,1,"04/05/2018,"
7c:05:07:38:cb:bc,1,"04/05/2018,"
90:61:0c:2c:d9:6a,1,"04/05/2018,"
48:00:33:a7:88:41,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
48:00:33:62:21:3d,1,"04/05/2018,"
d8:5d:4c:a7:29:e8,1,"04/05/2018,"
00:26:75:f4:6c:49,1,"04/05/2018,"
50:c7:bf:34:32:cc,1,"04/05/2018,"
cc:06:77:e1:0d:58,1,"04/05/2018,"
48:7b:6b:f0:5f:b8,1,"04/05/2018,"
90:94:e4:a7:7d:86,1,"04/05/2018,"
d4:6e:0e:e4:2f:b4,1,"04/05/2018,"
cc:06:77:60:51:d8,1,"04/05/2018,"
f0:98:38:72:c4:58,1,"04/05/2018,"
00:18:39:5f:fe:f6,1,"04/05/2018,"
f8:1a:67:a5:d5:26,1,"04/05/2018,"
88:3f:d3:2c:1f:40,1,"04/05/2018,"
4e:f9:5d:85:c5:09,1,"04/05/2018,"
""
Box no.,Total APs
69,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
70,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
71,67
MAC,Persistence,Dates Seen
e6:8d:8c:5a:8b:3e,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:8c:85:2c,1,"03/14/2018,"
e6:8d:8c:ae:62:a4,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:5a:8d:b7,2,"03/14/2018, 04/03/2018,"
e4:8d:8c:ae:62:a2,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:ae:62:a5,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:ae:62:a2,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:ae:62:a3,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:8c:85:2b,1,"03/14/2018,"
e4:8d:8c:8c:85:29,2,"03/14/2018, 04/03/2018,"
e6:8d:8c:8c:85:29,1,"03/14/2018,"
e6:8d:8c:8c:85:2a,1,"03/14/2018,"
8c:68:c8:c0:19:05,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e6:8d:8c:5a:8b:3d,2,"03/14/2018, 04/03/2018,"
88:3f:d3:06:6e:c0,1,"03/14/2018,"
18:60:24:0b:31:da,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f0:98:38:72:f0:84,3,"03/14/2018, 04/03/2018, 04/05/2018,"
c8:b5:ad:d2:19:40,3,"03/14/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:22:2b:d7,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f4:cf:e2:32:db:02,1,"03/14/2018,"
18:60:24:0b:31:8b,3,"03/14/2018, 04/03/2018, 04/05/2018,"
f4:cf:e2:32:db:01,2,"03/14/2018, 04/03/2018,"
f4:cf:e2:32:db:00,2,"03/14/2018, 04/03/2018,"
c8:b5:ad:d2:19:41,3,"03/14/2018, 04/03/2018, 04/05/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
c8:b5:ad:d2:1a:60,1,"04/03/2018,"
c8:b5:ad:d2:1a:61,1,"04/03/2018,"
00:0b:86:f2:fa:a0,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fa:a1,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:00,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:01,2,"04/03/2018, 04/05/2018,"
00:0b:86:f2:fb:02,2,"04/03/2018, 04/05/2018,"
f2:c5:f3:4f:d6:d6,1,"04/03/2018,"
d0:7a:b5:d4:2b:b9,1,"04/03/2018,"
00:0b:86:f2:fa:a2,2,"04/03/2018, 04/05/2018,"
aa:a6:68:74:bb:16,1,"04/03/2018,"
f2:9f:c2:81:4a:9b,2,"04/03/2018, 04/05/2018,"
90:97:f3:99:61:18,1,"04/03/2018,"
48:f8:b3:e0:c4:6b,2,"04/03/2018, 04/05/2018,"
90:61:0c:3a:82:73,2,"04/03/2018, 04/05/2018,"
c4:ff:1f:57:8c:b4,1,"04/03/2018,"
9c:6f:52:35:18:64,2,"04/03/2018, 04/05/2018,"
88:d2:74:86:bf:9c,2,"04/03/2018, 04/05/2018,"
c0:25:e9:5d:c2:f2,1,"04/03/2018,"
94:46:96:16:11:b9,2,"04/03/2018, 04/05/2018,"
48:00:33:f3:27:29,1,"04/03/2018,"
8c:25:05:c9:4a:f5,1,"04/03/2018,"
e4:8d:8c:5a:8b:3b,1,"04/03/2018,"
18:a6:f7:76:32:a6,1,"04/03/2018,"
e4:8d:8c:5a:8d:b7,1,"04/03/2018,"
e6:8d:8c:5a:8b:3b,1,"04/03/2018,"
e6:8d:8c:5a:8b:3c,1,"04/03/2018,"
10:9a:dd:8c:3a:51,1,"04/03/2018,"
e6:8d:8c:82:4a:25,1,"04/03/2018,"
e6:8d:8c:82:4a:26,1,"04/03/2018,"
ee:1d:7f:a1:3d:ca,1,"04/03/2018,"
88:3f:d3:06:45:0c,1,"04/03/2018,"
dc:ee:06:82:96:b5,1,"04/03/2018,"
5c:54:6d:43:94:3c,1,"04/03/2018,"
de:53:60:96:fe:f6,1,"04/03/2018,"
cc:06:77:21:02:b0,2,"04/03/2018, 04/05/2018,"
f0:98:38:9f:a6:e4,2,"04/03/2018, 04/05/2018,"
78:c1:a7:23:46:ce,1,"04/03/2018,"
ae:5f:3e:fd:79:f4,1,"04/03/2018,"
94:46:96:19:2a:3e,1,"04/05/2018,"
aa:a6:68:b9:6f:d3,1,"04/05/2018,"
38:d8:2f:2b:d8:7c,1,"04/05/2018,"
""
Box no.,Total APs
72,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
73,19
MAC,Persistence,Dates Seen
a4:2b:b0:b0:48:ba,1,"03/22/2018,"
bc:c0:0f:20:19:50,2,"03/22/2018, 04/05/2018,"
08:10:73:47:0e:f4,1,"03/22/2018,"
74:cc:39:87:ae:10,1,"03/22/2018,"
c8:93:46:48:64:0f,1,"03/22/2018,"
fc:8b:97:27:70:ac,1,"03/22/2018,"
0c:54:a5:15:4b:b7,1,"03/22/2018,"
b0:b2:dc:26:80:c0,1,"03/22/2018,"
fa:8f:ca:38:64:ac,1,"03/22/2018,"
78:c1:a7:00:4a:18,1,"03/22/2018,"
34:4b:50:49:07:7f,2,"03/22/2018, 04/05/2018,"
90:61:0c:18:b5:14,1,"03/22/2018,"
f0:98:38:f9:56:18,1,"04/05/2018,"
bc:c0:0f:7b:b8:f0,1,"04/05/2018,"
f0:98:38:07:dc:7c,1,"04/05/2018,"
00:22:75:23:a6:90,1,"04/05/2018,"
d0:22:be:b5:12:dd,1,"04/05/2018,"
bc:c0:0f:81:0e:50,1,"04/05/2018,"
48:7b:6b:f0:6f:a8,1,"04/05/2018,"
""
Box no.,Total APs
74,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
75,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
76,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
77,21
MAC,Persistence,Dates Seen
f8:1a:67:a5:d5:26,1,"04/05/2018,"
cc:06:77:60:51:d8,1,"04/05/2018,"
88:3f:d3:2c:1f:40,1,"04/05/2018,"
74:cc:39:8a:ba:f0,1,"04/05/2018,"
74:cc:39:ca:5b:48,1,"04/05/2018,"
e0:8e:3c:1c:29:3f,1,"04/05/2018,"
bc:c0:0f:2e:cc:48,1,"04/05/2018,"
e8:de:27:ca:7f:b2,1,"04/05/2018,"
f4:9e:ef:d0:b3:c0,1,"04/05/2018,"
c0:c1:c0:2b:da:09,1,"04/05/2018,"
e4:72:e2:f3:9d:f8,1,"04/05/2018,"
14:ab:f0:4d:ab:f0,1,"04/05/2018,"
34:ce:00:73:62:4f,1,"04/05/2018,"
6a:37:e9:29:aa:5b,1,"04/05/2018,"
fc:8b:97:ec:4d:be,1,"04/05/2018,"
34:ce:00:70:29:91,1,"04/05/2018,"
50:09:59:84:fb:ed,1,"04/05/2018,"
00:13:33:f5:cb:9a,1,"04/05/2018,"
00:26:75:f5:db:60,1,"04/05/2018,"
d4:6e:0e:e4:2f:b4,1,"04/05/2018,"
90:61:0c:41:12:55,1,"04/05/2018,"
""
Box no.,Total APs
78,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
79,0
MAC,Persistence,Dates Seen
""
Box no.,Total APs
80,60
MAC,Persistence,Dates Seen
